date,store_id,sku_id,opening_units,received_units,sold_units,wasted_units,closing_units,lost_demand_units,stockout_flag,ordered_units
2026-02-25,DS04,SKU0023,0,0,0,0,0,7,1,0
2026-05-04,DS04,SKU0023,0,0,0,0,0,7,1,20
2025-04-13,DS04,SKU0012,7,0,1,0,6,0,0,0
2026-01-14,DS04,SKU0012,18,18,2,0,16,0,0,9
2026-03-15,DS04,SKU0012,13,0,4,0,9,0,0,0
2025-03-29,DS04,SKU0256,29,0,3,0,26,0,0,0
2026-01-17,DS04,SKU0256,25,0,4,0,21,0,0,0
2026-03-23,DS04,SKU0256,28,16,5,0,23,0,0,24
2025-05-07,DS04,SKU0085,14,0,1,0,13,0,0,6
2025-08-10,DS04,SKU0085,6,0,5,0,1,0,0,0
2025-08-15,DS04,SKU0085,12,0,5,0,7,0,0,0
2026-04-15,DS04,SKU0085,11,0,3,0,8,0,0,12
2026-06-15,DS04,SKU0085,3,0,3,0,0,3,1,18
2025-03-08,DS04,SKU0013,11,0,11,0,0,1,1,0
2025-10-18,DS04,SKU0169,16,0,6,0,10,0,0,0
2026-05-07,DS04,SKU0132,39,0,3,0,36,0,0,0
2026-05-05,DS04,SKU0043,18,0,7,0,11,0,0,0
2026-05-26,DS04,SKU0043,22,0,3,0,19,0,0,0
2025-04-27,DS04,SKU0066,19,0,3,0,16,0,0,0
2025-10-06,DS04,SKU0066,9,0,1,0,8,0,0,14
2025-10-29,DS04,SKU0066,0,0,0,0,0,7,1,7
2026-06-04,DS04,SKU0103,18,0,4,0,14,0,0,0
2025-06-14,DS04,SKU0259,10,0,2,0,8,0,0,0
2025-07-27,DS04,SKU0209,0,0,0,0,0,2,1,0
2025-12-13,DS04,SKU0209,7,0,7,0,0,0,0,0
2025-07-31,DS04,SKU0050,23,0,2,0,21,0,0,0
2026-01-12,DS04,SKU0050,8,0,0,0,8,0,0,12
2026-06-29,DS04,SKU0181,33,0,2,0,31,0,0,18
2025-08-27,DS04,SKU0135,30,0,2,0,28,0,0,0
2026-04-07,DS04,SKU0135,25,16,3,0,22,0,0,0
2025-02-16,DS04,SKU0016,14,0,3,0,11,0,0,0
2026-02-13,DS04,SKU0016,6,4,6,0,0,0,0,0
2025-09-14,DS04,SKU0081,4,0,2,0,2,0,0,0
2026-01-02,DS04,SKU0081,8,0,1,0,7,0,0,0
2025-04-25,DS04,SKU0257,18,0,1,0,17,0,0,0
2025-11-24,DS04,SKU0257,24,22,1,0,23,0,0,11
2025-08-03,DS04,SKU0030,17,0,0,0,17,0,0,0
2025-08-04,DS04,SKU0030,17,0,1,0,16,0,0,0
2025-04-24,DS04,SKU0242,25,0,1,0,24,0,0,0
2025-05-01,DS04,SKU0242,18,0,2,0,16,0,0,0
2026-01-20,DS04,SKU0147,28,12,2,0,26,0,0,0
2025-11-26,DS04,SKU0230,14,0,4,0,10,0,0,11
2025-06-22,DS04,SKU0200,14,0,3,0,11,0,0,0
2025-08-18,DS04,SKU0200,20,11,0,0,20,0,0,11
2025-10-23,DS04,SKU0200,23,0,3,0,20,0,0,0
2025-12-30,DS04,SKU0225,24,0,2,0,22,0,0,0
2025-11-17,DS04,SKU0092,0,0,0,0,0,4,1,8
2025-07-03,DS04,SKU0240,19,0,3,0,16,0,0,0
2025-01-03,DS04,SKU0260,0,0,0,0,0,5,1,0
2025-01-02,DS04,SKU0264,0,0,0,0,0,0,0,0
2025-01-25,DS04,SKU0264,9,0,2,0,7,0,0,0
2025-06-12,DS04,SKU0226,22,0,2,0,-4,0,0,0
2025-12-02,DS04,SKU0226,21,0,3,0,18,0,0,0
2025-04-10,DS04,SKU0156,31,0,2,0,29,0,0,0
2025-04-13,DS04,SKU0086,5,0,3,0,2,0,0,0
2025-10-07,DS04,SKU0086,7,7,1,0,6,0,0,0
2025-10-25,DS04,SKU0086,1,0,0,1,0,0,0,0
2026-01-10,DS04,SKU0086,4,0,4,0,0,1,1,0
2026-06-19,DS04,SKU0086,5,0,2,0,3,0,0,0
2025-07-30,DS04,SKU0022,11,9,3,0,8,0,0,9
2026-01-23,DS04,SKU0022,13,0,1,3,9,0,0,0
2026-06-17,DS04,SKU0022,4,0,3,0,1,0,0,9
2025-01-10,DS04,SKU0198,21,0,2,0,19,0,0,0
2025-07-29,DS04,SKU0198,5,0,2,0,3,0,0,0
2026-01-09,DS04,SKU0198,8,0,1,0,7,0,0,0
2026-03-26,DS04,SKU0198,9,0,2,0,7,0,0,0
2026-05-28,DS04,SKU0138,13,0,0,0,13,0,0,0
2025-04-03,DS04,SKU0194,12,0,2,0,10,0,0,0
2026-03-15,DS04,SKU0194,14,0,0,0,14,0,0,0
2025-03-03,DS04,SKU0121,30,0,2,0,28,0,0,0
2025-03-25,DS04,SKU0121,11,0,8,0,3,0,0,0
2025-06-10,DS04,SKU0121,26,0,4,0,22,0,0,0
2026-05-20,DS04,SKU0121,18,0,2,0,16,0,0,0
2026-01-23,DS04,SKU0145,5,0,4,0,1,0,0,0
2025-09-19,DS04,SKU0128,26,16,1,0,25,0,0,0
2025-12-21,DS04,SKU0128,26,16,1,0,25,0,0,0
2025-03-05,DS04,SKU0087,6,0,5,0,1,0,0,6
2026-04-20,DS04,SKU0035,6,0,5,0,1,0,0,22
2025-06-06,DS04,SKU0059,19,10,0,0,19,0,0,0
2025-11-21,DS04,SKU0059,16,10,1,0,15,0,0,0
2025-12-28,DS04,SKU0079,2,0,2,0,0,2,1,0
2026-03-16,DS04,SKU0079,1,0,1,0,0,2,1,16
2025-06-26,DS04,SKU0011,10,0,4,0,6,0,0,0
2025-10-04,DS04,SKU0037,9,0,0,0,9,0,0,0
2026-04-25,DS04,SKU0037,24,0,4,0,20,0,0,0
2026-04-01,DS04,SKU0179,25,0,3,0,22,0,0,7
2025-06-25,DS04,SKU0210,5,0,5,0,0,0,0,6
2026-02-24,DS04,SKU0063,0,0,0,0,0,1,1,0
2025-02-15,DS04,SKU0002,8,0,4,0,4,0,0,0
2025-04-25,DS04,SKU0002,11,0,0,0,11,0,0,0
2025-11-27,DS04,SKU0002,14,0,4,0,10,0,0,0
2025-08-14,DS04,SKU0096,7,0,0,0,7,0,0,0
2025-07-25,DS04,SKU0091,7,0,1,6,0,0,0,0
2026-03-11,DS04,SKU0091,6,0,0,0,6,0,0,0
2026-06-19,DS04,SKU0091,5,0,4,1,0,0,0,0
2025-04-30,DS04,SKU0213,6,0,1,0,5,0,0,0
2025-07-05,DS04,SKU0213,0,0,0,0,0,2,1,0
2025-01-31,DS04,SKU0047,8,0,0,0,8,0,0,0
2025-06-24,DS04,SKU0047,8,0,1,0,7,0,0,0
2025-05-01,DS04,SKU0068,5,0,0,5,0,0,0,0
2025-04-27,DS04,SKU0167,14,0,2,0,12,0,0,0
2025-07-10,DS04,SKU0167,12,0,3,0,9,0,0,0
2025-07-15,DS04,SKU0167,14,0,2,0,12,0,0,0
2026-04-22,DS04,SKU0167,14,0,2,0,12,0,0,10
2025-01-13,DS04,SKU0215,0,0,0,0,0,1,1,7
2025-10-09,DS04,SKU0215,2,0,1,0,1,0,0,0
2025-11-18,DS04,SKU0215,7,7,0,0,7,0,0,0
2025-11-27,DS04,SKU0215,11,7,2,0,9,0,0,0
2025-11-25,DS04,SKU0197,13,0,1,0,12,0,0,0
2026-03-24,DS04,SKU0197,12,0,3,0,9,0,0,0
2025-11-14,DS04,SKU0191,7,0,1,0,6,0,0,0
2026-03-03,DS04,SKU0191,8,0,1,0,7,0,0,0
2026-03-19,DS04,SKU0191,9,0,3,0,6,0,0,0
2025-10-24,DS04,SKU0114,25,0,4,0,21,0,0,0
2026-01-05,DS04,SKU0131,20,0,1,0,19,0,0,0
2025-10-30,DS04,SKU0010,10,0,1,0,9,0,0,0
2026-06-01,DS04,SKU0010,13,10,2,0,11,0,0,0
2025-07-29,DS04,SKU0069,4,0,3,0,1,0,0,0
2025-01-09,DS04,SKU0028,8,0,2,0,6,0,0,0
2025-05-04,DS04,SKU0184,18,0,1,0,17,0,0,0
2025-06-20,DS04,SKU0184,8,0,0,0,8,0,0,0
2025-04-19,DS04,SKU0239,15,0,2,0,13,0,0,0
2025-06-08,DS04,SKU0239,5,0,0,0,5,0,0,0
2025-07-10,DS04,SKU0239,12,0,3,0,9,0,0,0
2026-01-03,DS04,SKU0239,8,0,1,0,7,0,0,0
2026-06-15,DS04,SKU0239,10,0,0,0,10,0,0,8
2026-06-16,DS04,SKU0239,10,0,1,0,9,0,0,0
2025-08-14,DS04,SKU0193,13,0,0,0,13,0,0,0
2025-10-07,DS04,SKU0193,7,0,1,0,6,0,0,0
2025-11-14,DS04,SKU0193,7,0,2,0,5,0,0,0
2025-12-01,DS04,SKU0029,0,0,0,0,0,3,1,8
2026-05-15,DS04,SKU0029,6,0,1,0,5,0,0,0
2025-04-27,DS04,SKU0006,5,0,0,0,5,0,0,0
2025-05-29,DS04,SKU0174,9,0,0,0,9,0,0,0
2026-02-24,DS04,SKU0021,0,0,0,0,0,2,1,0
2025-03-05,DS04,SKU0144,11,0,4,0,7,0,0,0
2025-06-21,DS04,SKU0129,5,0,1,0,4,0,0,0
2025-08-19,DS04,SKU0129,17,0,0,0,17,0,0,0
2025-02-01,DS04,SKU0180,12,0,1,0,11,0,0,0
2025-10-02,DS04,SKU0180,8,0,0,0,8,0,0,0
2026-05-07,DS04,SKU0180,14,0,2,0,12,0,0,0
2025-10-04,DS04,SKU0008,12,0,2,0,10,0,0,0
2026-02-09,DS04,SKU0008,12,12,3,0,9,0,0,0
2026-03-31,DS04,SKU0008,8,0,4,0,4,0,0,0
2026-06-09,DS04,SKU0232,10,0,0,0,10,0,0,0
2025-10-02,DS04,SKU0001,6,0,2,0,4,0,0,0
2025-03-30,DS04,SKU0004,4,0,1,0,3,0,0,0
2025-05-31,DS04,SKU0142,14,0,1,0,13,0,0,0
2025-05-30,DS04,SKU0116,12,0,3,0,9,0,0,0
2025-11-02,DS04,SKU0116,19,0,1,0,18,0,0,0
2026-01-04,DS04,SKU0116,14,0,0,0,14,0,0,0
2025-06-01,DS04,SKU0005,0,0,0,0,0,5,1,0
2025-10-29,DS04,SKU0005,12,9,1,0,11,0,0,0
2025-11-26,DS04,SKU0104,17,0,1,0,16,0,0,0
2026-06-02,DS04,SKU0104,23,0,0,0,23,0,0,0
2025-12-11,DS04,SKU0042,16,0,1,0,15,0,0,0
2025-12-17,DS04,SKU0185,10,0,1,0,9,0,0,0
2025-03-19,DS04,SKU0250,13,7,0,0,13,0,0,0
2025-04-25,DS04,SKU0054,15,0,1,0,-4,0,0,0
2025-06-02,DS04,SKU0054,12,0,0,0,12,0,0,0
2026-01-12,DS04,SKU0054,18,0,1,0,17,0,0,0
2025-01-19,DS04,SKU0159,12,0,0,0,12,0,0,0
2025-03-16,DS04,SKU0154,17,0,2,0,15,0,0,0
2025-04-26,DS04,SKU0093,0,0,0,0,0,0,0,0
2025-02-09,DS04,SKU0100,0,0,0,0,0,0,0,0
2025-07-08,DS04,SKU0090,10,10,0,0,10,0,0,0
2025-09-06,DS04,SKU0090,0,0,0,0,0,1,1,0
2025-06-17,DS04,SKU0070,8,0,2,0,6,0,0,0
2026-03-23,DS04,SKU0204,0,0,0,0,0,1,1,7
2026-04-14,DS04,SKU0183,12,0,0,0,12,0,0,0
2025-08-30,DS04,SKU0231,7,0,1,0,6,0,0,0
2026-06-26,DS04,SKU0231,12,0,1,0,11,0,0,0
2025-03-17,DS04,SKU0168,14,0,1,0,13,0,0,11
2025-06-22,DS04,SKU0168,13,11,0,0,13,0,0,0
2025-08-27,DS04,SKU0168,13,0,1,0,12,0,0,0
2026-01-20,DS04,SKU0186,2,0,0,0,2,0,0,0
2025-01-28,DS04,SKU0158,4,0,1,0,3,0,0,0
2026-02-28,DS04,SKU0158,8,0,2,0,6,0,0,0
2025-07-29,DS04,SKU0077,3,0,0,0,3,0,0,0
2025-09-05,DS04,SKU0077,6,6,0,0,6,0,0,0
2025-09-14,DS04,SKU0077,4,0,1,0,3,0,0,0
2025-11-18,DS04,SKU0031,0,0,0,0,0,0,0,0
2025-06-25,DS04,SKU0067,0,0,0,0,0,0,0,0
2025-08-24,DS04,SKU0041,14,0,0,0,14,0,0,0
2026-05-29,DS04,SKU0110,7,0,1,0,6,0,0,0
2025-08-18,DS04,SKU0130,19,0,0,0,19,0,0,0
2025-04-10,DS04,SKU0111,9,0,0,0,9,0,0,0
2025-04-16,DS04,SKU0111,9,0,0,0,9,0,0,0
2026-04-11,DS04,SKU0111,7,0,1,0,6,0,0,0
2025-07-24,DS04,SKU0160,14,0,2,0,12,0,0,0
2025-05-31,DS04,SKU0241,2,0,1,0,1,0,0,0
2025-03-31,DS04,SKU0058,7,0,1,0,6,0,0,0
2025-06-05,DS04,SKU0058,9,0,0,0,9,0,0,0
2025-10-29,DS04,SKU0058,19,15,1,0,18,0,0,0
2025-11-30,DS04,SKU0058,13,0,0,0,13,0,0,0
2026-06-13,DS04,SKU0058,15,0,3,0,12,0,0,0
2025-12-07,DS04,SKU0083,3,0,0,0,3,0,0,0
2025-12-10,DS04,SKU0083,4,0,0,0,4,0,0,0
2025-01-19,DS04,SKU0216,1,0,0,1,0,0,0,0
2026-02-18,DS04,SKU0216,2,0,1,0,1,0,0,4
2025-03-04,DS04,SKU0071,4,0,0,0,4,0,0,0
2025-07-07,DS04,SKU0187,10,0,1,0,9,0,0,0
2025-11-09,DS04,SKU0187,6,0,0,0,6,0,0,0
2025-07-25,DS04,SKU0146,16,0,0,0,16,0,0,0
2026-06-22,DS04,SKU0146,21,0,0,0,21,0,0,0
2026-06-24,DS04,SKU0258,8,0,1,0,7,0,0,0
2025-04-19,DS04,SKU0074,4,0,0,0,4,0,0,0
2025-05-01,DS04,SKU0074,3,0,0,0,3,0,0,0
2025-05-21,DS04,SKU0074,3,0,0,0,3,0,0,0
2025-05-25,DS04,SKU0074,0,0,0,0,0,1,1,0
2025-07-07,DS04,SKU0074,0,0,0,0,0,2,1,4
2026-02-16,DS04,SKU0074,3,0,0,0,3,0,0,0
2026-04-25,DS04,SKU0074,4,0,0,0,4,0,0,0
2025-01-04,DS04,SKU0173,0,0,0,0,0,1,1,0
2025-01-20,DS04,SKU0173,1,0,0,0,1,0,0,8
2025-03-30,DS04,SKU0173,8,7,1,0,7,0,0,0
2026-01-11,DS04,SKU0173,3,0,1,0,2,0,0,0
2026-04-06,DS04,SKU0173,11,0,1,0,10,0,0,0
2025-04-01,DS04,SKU0224,7,0,0,0,7,0,0,0
2025-10-03,DS04,SKU0224,6,0,1,0,5,0,0,0
2025-01-07,DS04,SKU0027,9,0,1,0,8,0,0,0
2025-08-27,DS04,SKU0027,5,0,0,0,5,0,0,0
2025-09-09,DS04,SKU0027,9,0,2,7,0,0,0,0
2026-01-04,DS04,SKU0027,0,0,0,0,0,0,0,0
2026-02-08,DS04,SKU0027,7,0,0,0,7,0,0,0
2026-06-19,DS04,SKU0027,0,0,0,0,0,1,1,0
2025-10-01,DS04,SKU0206,7,0,1,0,6,0,0,0
2025-09-16,DS04,SKU0155,11,0,3,0,8,0,0,0
2025-02-10,DS04,SKU0203,0,0,0,0,0,0,0,5
2025-08-10,DS04,SKU0203,0,0,0,0,0,1,1,0
2025-11-07,DS04,SKU0148,23,0,0,0,23,0,0,0
2025-05-13,DS04,SKU0220,1,0,0,0,1,0,0,0
2025-12-30,DS04,SKU0220,10,0,1,0,9,0,0,0
2026-04-15,DS04,SKU0220,9,0,0,0,9,0,0,0
2026-03-10,DS04,SKU0056,6,0,1,0,5,0,0,0
2025-04-09,DS04,SKU0235,8,0,1,0,7,0,0,0
2025-04-26,DS04,SKU0235,6,0,0,0,6,0,0,0
2026-01-03,DS04,SKU0235,3,0,0,0,3,0,0,0
2026-03-11,DS04,SKU0235,10,0,2,0,8,0,0,8
2026-03-18,DS04,SKU0102,5,0,2,0,3,0,0,0
2025-05-22,DS04,SKU0170,5,0,0,0,5,0,0,0
2025-11-12,DS05,SKU0261,73,14,9,0,64,0,0,21
2025-02-18,DS05,SKU0161,71,18,5,0,66,0,0,0
2026-03-02,DS05,SKU0161,100,0,11,0,89,0,0,63
2026-06-02,DS05,SKU0117,74,0,7,0,67,0,0,0
2025-05-05,DS05,SKU0172,47,42,6,0,41,0,0,28
2025-08-03,DS05,SKU0172,55,35,10,0,45,0,0,0
2025-05-31,DS05,SKU0076,18,0,8,0,10,0,0,0
2026-03-01,DS05,SKU0076,10,0,4,0,6,0,0,0
2025-06-28,DS05,SKU0127,34,0,7,0,27,0,0,0
2025-08-05,DS05,SKU0127,54,0,1,0,53,0,0,0
2025-11-14,DS05,SKU0127,41,18,7,0,34,0,0,0
2025-08-04,DS05,SKU0106,35,0,9,0,26,0,0,48
2026-04-27,DS05,SKU0106,65,0,2,0,63,0,0,0
2025-01-16,DS05,SKU0219,32,0,6,0,26,0,0,0
2025-03-05,DS05,SKU0219,37,8,4,0,33,0,0,16
2025-07-19,DS05,SKU0219,26,0,12,0,14,0,0,0
2025-04-12,DS05,SKU0143,27,0,2,0,25,0,0,0
2025-09-22,DS05,SKU0143,45,0,9,0,36,0,0,28
2025-12-05,DS05,SKU0143,27,0,5,0,22,0,0,0
2025-09-27,DS05,SKU0018,25,0,6,0,19,0,0,0
2025-12-14,DS05,SKU0018,15,0,4,0,11,0,0,0
2025-10-29,DS05,SKU0032,19,18,4,0,15,0,0,9
2026-06-17,DS05,SKU0032,0,0,0,0,0,3,1,0
2026-06-19,DS05,SKU0032,20,0,9,0,11,0,0,0
2025-02-25,DS05,SKU0061,16,0,1,0,15,0,0,0
2025-06-22,DS05,SKU0061,23,0,4,0,19,0,0,0
2025-02-07,DS05,SKU0212,9,0,1,0,8,0,0,0
2025-02-25,DS05,SKU0023,1,0,1,0,0,3,1,0
2025-06-09,DS05,SKU0023,3,0,3,0,0,1,1,10
2025-04-03,DS05,SKU0012,16,0,4,0,12,0,0,0
2025-11-19,DS05,SKU0012,18,18,2,0,16,0,0,0
2025-09-30,DS05,SKU0085,13,12,2,0,11,0,0,0
2026-04-13,DS05,SKU0085,3,0,1,2,0,0,0,18
2026-05-24,DS05,SKU0013,5,0,4,0,1,0,0,0
2025-01-10,DS05,SKU0169,31,0,7,0,24,0,0,0
2025-10-10,DS05,SKU0169,11,0,3,0,8,0,0,0
2025-09-26,DS05,SKU0132,16,0,3,0,13,0,0,0
2025-12-31,DS05,SKU0132,27,0,1,0,26,0,0,0
2026-01-21,DS05,SKU0218,28,0,4,0,24,0,0,8
2025-04-21,DS05,SKU0043,11,0,2,0,-2,0,0,15
2026-05-14,DS05,SKU0043,22,0,3,0,19,0,0,0
2026-06-22,DS05,SKU0043,5,0,1,0,4,0,0,15
2025-12-23,DS05,SKU0066,12,0,4,0,8,0,0,0
2026-01-06,DS05,SKU0066,6,0,3,0,3,0,0,0
2025-02-18,DS05,SKU0103,17,0,3,0,14,0,0,0
2026-05-10,DS05,SKU0103,34,0,2,0,32,0,0,0
2026-05-25,DS05,SKU0103,28,0,6,0,22,0,0,12
2025-10-08,DS05,SKU0134,22,0,4,0,18,0,0,0
2025-10-18,DS05,SKU0134,14,0,7,0,7,0,0,0
2025-06-06,DS05,SKU0050,14,0,4,0,10,0,0,0
2025-09-29,DS05,SKU0050,10,0,0,0,10,0,0,12
2025-11-22,DS05,SKU0050,17,0,2,3,12,0,0,0
2026-04-15,DS05,SKU0050,14,12,3,0,11,0,0,12
2026-06-15,DS05,SKU0181,27,0,2,0,25,0,0,9
2025-03-24,DS05,SKU0135,29,0,0,0,29,0,0,16
2025-10-27,DS05,SKU0135,26,0,1,0,25,0,0,16
2026-05-02,DS05,SKU0135,13,0,8,0,5,0,0,0
2026-02-06,DS05,SKU0016,13,6,5,0,8,0,0,0
2026-03-12,DS05,SKU0016,12,12,2,0,10,0,0,0
2025-01-21,DS05,SKU0257,9,0,2,0,7,0,0,0
2025-06-29,DS05,SKU0257,23,0,0,0,23,0,0,0
2025-12-21,DS05,SKU0257,16,0,5,0,11,0,0,0
2026-01-15,DS05,SKU0257,19,0,2,0,17,0,0,0
2026-05-09,DS05,SKU0257,18,0,2,0,16,0,0,0
2025-01-07,DS05,SKU0195,0,0,0,0,0,1,1,0
2025-10-12,DS05,SKU0195,17,0,3,0,14,0,0,0
2026-01-18,DS05,SKU0195,11,0,1,0,10,0,0,0
2025-06-27,DS05,SKU0049,21,0,2,0,19,0,0,0
2025-06-28,DS05,SKU0030,9,0,2,0,7,0,0,0
2026-03-30,DS05,SKU0030,3,0,2,0,1,0,0,16
2025-07-09,DS05,SKU0147,21,0,3,0,18,0,0,0
2025-09-22,DS05,SKU0147,22,0,0,0,22,0,0,12
2026-02-27,DS05,SKU0147,18,0,6,0,12,0,0,0
2025-08-03,DS05,SKU0200,15,0,5,0,10,0,0,0
2026-01-29,DS05,SKU0200,8,0,3,0,5,0,0,0
2025-05-28,DS05,SKU0225,24,16,1,0,23,0,0,0
2025-09-02,DS05,SKU0225,21,0,3,0,18,0,0,0
2025-10-30,DS05,SKU0225,18,0,3,0,15,0,0,0
2025-11-27,DS05,SKU0225,22,0,1,0,21,0,0,0
2025-02-03,DS05,SKU0092,0,0,0,0,0,1,1,8
2025-06-30,DS05,SKU0092,0,0,0,0,0,2,1,8
2025-10-16,DS05,SKU0092,4,0,0,0,4,0,0,0
2025-03-25,DS05,SKU0240,22,0,1,0,21,0,0,0
2026-05-15,DS05,SKU0240,14,0,6,0,8,0,0,0
2025-11-25,DS05,SKU0260,18,0,2,0,16,0,0,0
2026-02-20,DS05,SKU0260,22,0,1,0,21,0,0,0
2026-04-07,DS05,SKU0264,24,0,2,0,22,0,0,0
2025-05-31,DS05,SKU0226,11,0,2,0,9,0,0,0
2025-01-12,DS05,SKU0156,19,0,0,0,19,0,0,0
2025-10-20,DS05,SKU0086,5,0,2,3,0,0,0,7
2025-02-08,DS05,SKU0022,7,0,3,0,4,0,0,0
2025-06-07,DS05,SKU0198,15,11,0,0,15,0,0,0
2025-05-12,DS05,SKU0138,21,0,0,0,21,0,0,0
2025-11-01,DS05,SKU0138,10,0,1,0,9,0,0,0
2026-03-13,DS05,SKU0138,24,0,2,0,22,0,0,0
2026-04-21,DS05,SKU0138,24,0,3,0,21,0,0,0
2025-01-24,DS05,SKU0194,8,0,6,0,2,0,0,0
2025-03-01,DS05,SKU0194,15,7,1,0,14,0,0,0
2026-06-10,DS05,SKU0194,7,0,2,0,5,0,0,7
2025-03-23,DS05,SKU0145,33,17,2,0,31,0,0,0
2025-06-15,DS05,SKU0145,17,0,1,0,16,0,0,0
2026-04-17,DS05,SKU0145,17,0,5,0,12,0,0,0
2025-12-23,DS05,SKU0128,19,0,0,0,19,0,0,0
2025-06-02,DS05,SKU0087,0,0,0,0,0,0,0,6
2026-03-07,DS05,SKU0087,7,0,3,0,4,0,0,0
2026-01-01,DS05,SKU0035,10,0,0,0,10,0,0,0
2025-01-14,DS05,SKU0079,8,0,1,0,7,0,0,0
2025-05-21,DS05,SKU0079,3,0,3,0,0,1,1,0
2025-03-03,DS05,SKU0011,4,0,1,0,3,0,0,10
2025-11-16,DS05,SKU0011,2,0,2,0,0,1,1,0
2025-12-02,DS05,SKU0011,6,0,1,0,5,0,0,0
2026-02-25,DS05,SKU0011,6,0,3,0,3,0,0,0
2026-06-07,DS05,SKU0037,15,0,1,0,14,0,0,0
2025-03-25,DS05,SKU0179,20,7,2,0,18,0,0,0
2025-04-07,DS05,SKU0179,22,0,1,0,21,0,0,0
2025-10-19,DS05,SKU0179,9,7,3,0,6,0,0,0
2025-05-06,DS05,SKU0002,7,0,1,0,6,0,0,0
2025-08-16,DS05,SKU0002,7,0,2,0,5,0,0,0
2025-10-14,DS05,SKU0002,3,0,2,0,1,0,0,0
2026-03-03,DS05,SKU0002,7,0,2,0,5,0,0,0
2026-06-06,DS05,SKU0002,2,0,2,0,0,1,1,0
2025-01-01,DS05,SKU0096,0,0,0,0,0,0,0,9
2025-09-18,DS05,SKU0091,5,0,2,0,3,0,0,0
2025-11-26,DS05,SKU0091,6,0,2,0,4,0,0,0
2026-02-03,DS05,SKU0091,9,9,0,0,9,0,0,0
2025-11-09,DS05,SKU0213,5,0,1,4,0,0,0,0
2025-11-10,DS05,SKU0213,0,0,0,0,0,0,0,6
2025-03-16,DS05,SKU0047,5,0,0,0,5,0,0,0
2025-11-01,DS05,SKU0068,0,0,0,0,0,0,0,0
2025-10-04,DS05,SKU0253,8,0,0,0,8,0,0,0
2026-02-07,DS05,SKU0253,7,0,0,0,7,0,0,0
2026-01-27,DS05,SKU0215,7,7,1,0,6,0,0,0
2026-03-19,DS05,SKU0197,5,0,1,0,4,0,0,0
2026-04-08,DS05,SKU0197,11,0,4,0,7,0,0,0
2025-03-19,DS05,SKU0191,10,0,0,0,10,0,0,0
2025-12-27,DS05,SKU0191,4,0,3,0,1,0,0,0
2025-03-17,DS05,SKU0238,12,0,0,0,12,0,0,0
2025-04-17,DS05,SKU0238,17,0,2,0,15,0,0,0
2025-09-02,DS05,SKU0238,11,0,2,0,9,0,0,0
2026-04-08,DS05,SKU0238,17,0,2,0,15,0,0,0
2025-01-20,DS05,SKU0222,8,8,3,0,5,0,0,8
2025-03-15,DS05,SKU0051,20,0,1,0,19,0,0,0
2025-07-13,DS05,SKU0051,8,0,0,0,8,0,0,0
2026-02-11,DS05,SKU0051,17,17,1,0,16,0,0,0
2025-03-29,DS05,SKU0205,0,0,0,0,0,2,1,0
2026-06-07,DS05,SKU0205,0,0,0,0,0,0,0,0
2025-05-28,DS05,SKU0114,11,0,1,0,10,0,0,0
2026-05-22,DS05,SKU0114,21,20,1,0,20,0,0,0
2025-11-27,DS05,SKU0131,20,0,4,0,16,0,0,0
2025-05-13,DS05,SKU0115,8,0,2,0,6,0,0,0
2026-05-15,DS05,SKU0115,10,0,1,0,9,0,0,0
2025-08-11,DS05,SKU0190,10,0,1,0,9,0,0,9
2025-10-11,DS05,SKU0190,12,9,1,0,11,0,0,0
2026-02-11,DS05,SKU0190,11,0,3,0,8,0,0,9
2026-05-13,DS05,SKU0190,9,0,2,0,7,0,0,0
2025-07-04,DS05,SKU0073,8,0,1,0,7,0,0,0
2026-05-30,DS05,SKU0073,12,0,2,0,10,0,0,0
2026-03-19,DS05,SKU0010,0,0,0,0,0,2,1,0
2025-11-16,DS05,SKU0028,5,0,1,0,4,0,0,0
2026-05-08,DS05,SKU0028,8,0,0,0,8,0,0,0
2025-11-05,DS05,SKU0239,17,8,1,0,16,0,0,0
2026-01-11,DS05,SKU0239,5,0,1,0,4,0,0,0
2026-06-01,DS05,SKU0029,3,0,0,0,3,0,0,8
2025-07-29,DS05,SKU0006,0,0,0,0,0,1,1,0
2026-04-01,DS05,SKU0006,4,0,1,3,0,0,0,10
2025-05-07,DS05,SKU0044,16,13,1,0,15,0,0,0
2025-12-03,DS05,SKU0044,8,0,0,0,8,0,0,0
2026-06-21,DS05,SKU0044,9,0,3,0,6,0,0,0
2025-01-21,DS05,SKU0082,2,0,0,0,2,0,0,0
2025-09-09,DS05,SKU0026,0,0,0,0,0,0,0,0
2025-09-11,DS05,SKU0026,8,0,1,0,7,0,0,0
2025-02-28,DS05,SKU0021,7,7,1,0,6,0,0,0
2025-07-31,DS05,SKU0144,9,0,0,0,9,0,0,0
2025-01-26,DS05,SKU0188,8,0,0,0,8,0,0,0
2025-09-17,DS05,SKU0188,12,8,1,0,11,0,0,0
2025-02-23,DS05,SKU0099,8,0,1,0,7,0,0,0
2025-04-07,DS05,SKU0008,10,0,1,0,9,0,0,0
2025-11-10,DS05,SKU0008,0,0,0,0,0,0,0,12
2025-11-13,DS05,SKU0232,6,0,0,0,6,0,0,0
2025-09-24,DS05,SKU0001,6,6,2,0,4,0,0,0
2026-04-09,DS05,SKU0001,6,0,0,0,6,0,0,0
