date,store_id,active_captains,orders_placed,orders_delivered,avg_delivery_min,capacity_orders,utilisation_pct,fleet_cost_aed
2025-08-23,DS08,6,98,97,20.7,108,90.7,914.0
2025-08-24,DS02,8,117,110,19.8,144,81.2,1180.0
2025-08-24,DS03,11,155,153,19.5,198,78.3,1626.0
2025-08-24,DS04,7,99,97,20.9,126,78.6,1034.0
2025-08-24,DS05,6,80,77,18.7,108,74.1,874.0
2025-08-24,DS06,5,64,62,21.6,90,71.1,724.0
2025-08-25,DS02,7,96,95,21.0,126,76.2,1030.0
2025-08-25,DS05,5,62,60,19.5,90,68.9,720.0
2025-08-26,DS05,5,69,68,19.4,90,76.7,736.0
2025-08-26,DS06,4,54,51,23.1,72,75.0,582.0
2025-08-27,DS05,5,81,80,20.7,90,90.0,760.0
2025-08-27,DS06,4,53,52,20.3,72,73.6,584.0
2025-08-27,DS08,5,76,75,19.5,90,84.4,750.0
2025-08-28,DS02,9,125,119,20.6,162,77.2,1318.0
2025-08-28,DS03,14,184,182,19.0,252,73.0,2044.0
2025-08-28,DS05,6,91,88,19.5,108,84.3,896.0
2025-08-28,DS07,6,134,122,32.2,108,124.1,964.0
2025-08-28,DS08,5,85,82,19.5,90,94.4,764.0
2025-08-29,DS03,19,246,239,18.9,342,71.9,2758.0
2025-08-29,DS04,10,141,136,19.9,180,78.3,1472.0
2025-08-29,DS05,8,113,109,19.7,144,78.5,1178.0
2025-08-29,DS07,7,151,142,30.3,126,119.8,1124.0
2025-08-29,DS08,7,104,101,20.9,126,82.5,1042.0
2025-08-30,DS02,10,156,151,20.2,180,86.7,1502.0
2025-08-30,DS06,5,77,74,21.6,90,85.6,748.0
2025-08-30,DS07,7,156,143,31.7,126,123.8,1126.0
2025-08-30,DS08,6,95,91,21.3,108,88.0,902.0
2025-08-31,DS03,11,171,164,19.9,198,86.4,1648.0
2025-08-31,DS05,5,72,72,20.2,90,80.0,744.0
2025-08-31,DS06,4,61,59,23.6,72,84.7,598.0
2025-08-31,DS08,6,77,75,20.4,108,71.3,870.0
2025-09-01,DS01,8,114,114,19.5,144,79.2,1188.0
2025-09-01,DS04,7,91,88,20.1,126,72.2,1016.0
2025-09-01,DS05,4,64,64,20.6,72,88.9,608.0
2025-09-01,DS07,4,102,96,33.9,72,141.7,672.0
2025-09-02,DS03,11,151,149,19.5,198,76.3,1618.0
2025-09-02,DS04,6,80,80,20.7,108,74.1,880.0
2025-09-02,DS06,4,51,50,21.2,72,70.8,580.0
2025-09-03,DS02,8,118,118,20.5,144,81.9,1196.0
2025-09-03,DS04,6,90,87,20.8,108,83.3,894.0
2025-09-03,DS07,5,117,114,30.2,90,130.0,828.0
2025-09-03,DS08,5,77,74,21.2,90,85.6,748.0
2025-09-04,DS02,8,127,124,21.2,144,88.2,1208.0
2025-09-04,DS03,14,194,190,18.7,252,77.0,2060.0
2025-09-04,DS06,4,60,57,22.2,72,83.3,594.0
2025-09-04,DS07,6,128,116,30.5,108,118.5,952.0
2025-09-05,DS04,8,129,124,20.1,144,89.6,1208.0
2025-09-06,DS03,16,218,210,20.0,288,75.7,2340.0
2025-09-06,DS04,7,123,120,21.7,126,97.6,1080.0
2025-09-06,DS07,8,158,143,32.3,144,109.7,1246.0
2025-09-07,DS04,7,95,92,20.9,126,75.4,1024.0
2025-09-07,DS06,4,60,58,20.5,72,83.3,596.0
2025-09-07,DS07,5,118,111,31.8,90,131.1,822.0
2025-09-07,DS08,6,81,77,20.9,108,75.0,874.0
2025-09-08,DS04,7,96,93,20.7,126,76.2,1026.0
2025-09-08,DS06,4,53,51,21.4,72,73.6,582.0
2025-09-09,DS01,8,114,114,19.2,144,79.2,1188.0
2025-09-09,DS02,6,95,92,20.4,108,88.0,904.0
2025-09-09,DS04,6,85,84,19.9,108,78.7,888.0
2025-09-09,DS05,5,76,75,20.9,90,84.4,750.0
2025-09-09,DS06,4,58,56,21.2,72,80.6,592.0
2025-09-09,DS07,5,102,93,31.9,90,113.3,786.0
2025-09-10,DS04,7,103,101,20.0,126,81.7,1042.0
2025-09-10,DS06,5,63,60,21.5,90,70.0,720.0
2025-09-10,DS07,6,123,113,32.3,108,113.9,946.0
2025-09-10,DS08,6,79,79,21.8,108,73.1,878.0
2025-09-11,DS01,11,151,147,19.3,198,76.3,1614.0
2025-09-11,DS02,7,120,119,20.1,126,95.2,1078.0
2025-09-11,DS04,7,105,102,20.9,126,83.3,1044.0
2025-09-11,DS06,5,69,69,21.8,90,76.7,738.0
2025-09-11,DS07,6,128,122,31.8,108,118.5,964.0
2025-09-12,DS03,15,226,225,18.8,270,83.7,2250.0
2025-09-12,DS04,10,135,132,19.3,180,75.0,1464.0
2025-09-12,DS05,7,99,93,20.1,126,78.6,1026.0
2025-09-12,DS08,6,93,89,21.0,108,86.1,898.0
2025-09-13,DS04,9,129,125,21.0,162,79.6,1330.0
2025-09-13,DS05,8,116,110,20.7,144,80.6,1180.0
2025-09-13,DS08,8,109,104,20.3,144,75.7,1168.0
2025-09-14,DS01,8,125,122,20.0,144,86.8,1204.0
2025-09-14,DS02,7,101,98,19.0,126,80.2,1036.0
2025-09-14,DS04,7,100,95,20.0,126,79.4,1030.0
2025-09-15,DS03,11,143,141,19.3,198,72.2,1602.0
2025-09-15,DS06,3,43,43,20.9,54,79.6,446.0
2025-09-15,DS07,5,101,94,33.8,90,112.2,788.0
2025-09-15,DS08,5,68,68,22.5,90,75.6,736.0
2025-09-16,DS02,7,109,105,21.0,126,86.5,1050.0
2025-09-16,DS05,5,66,64,19.0,90,73.3,728.0
2025-09-16,DS06,4,59,58,22.2,72,81.9,596.0
2025-09-16,DS08,4,65,61,21.2,72,90.3,602.0
2025-09-17,DS02,7,114,110,19.9,126,90.5,1060.0
2025-09-17,DS03,11,162,158,19.6,198,81.8,1636.0
2025-09-17,DS05,6,88,83,20.8,108,81.5,886.0
2025-09-17,DS06,4,54,52,22.3,72,75.0,584.0
2025-09-18,DS01,10,147,145,19.0,180,81.7,1490.0
2025-09-18,DS02,8,119,115,20.3,144,82.6,1190.0
2025-09-18,DS03,12,179,175,18.6,216,82.9,1790.0
2025-09-18,DS04,7,103,101,20.7,126,81.7,1042.0
2025-09-18,DS06,5,67,66,21.8,90,74.4,732.0
2025-09-18,DS08,6,81,76,18.6,108,75.0,872.0
2025-09-19,DS02,9,142,141,20.8,162,87.7,1362.0
2025-09-19,DS03,16,231,222,18.9,288,80.2,2364.0
2025-09-19,DS05,7,100,97,20.5,126,79.4,1034.0
2025-09-19,DS06,6,83,79,21.6,108,76.9,878.0
2025-09-19,DS07,6,143,129,32.4,108,132.4,978.0
2025-09-20,DS03,14,214,209,19.9,252,84.9,2098.0
2025-09-20,DS04,8,127,121,20.7,144,88.2,1202.0
2025-09-20,DS07,7,150,136,32.2,126,119.0,1112.0
2025-09-21,DS03,12,164,159,18.9,216,75.9,1758.0
2025-09-21,DS04,7,103,102,20.6,126,81.7,1044.0
2025-09-21,DS08,5,75,72,22.8,90,83.3,744.0
2025-09-22,DS03,9,131,126,18.9,162,80.9,1332.0
2025-09-22,DS05,4,66,64,20.8,72,91.7,608.0
2025-09-23,DS03,10,151,148,18.1,180,83.9,1496.0
2025-09-23,DS05,5,72,69,19.3,90,80.0,738.0
2025-09-23,DS07,5,108,98,33.9,90,120.0,796.0
2025-09-23,DS08,5,72,69,20.4,90,80.0,738.0
2025-09-24,DS04,8,106,104,22.3,144,73.6,1168.0
2025-09-24,DS05,5,73,72,21.4,90,81.1,744.0
2025-09-25,DS02,8,127,125,20.5,144,88.2,1210.0
2025-09-26,DS01,13,185,179,19.8,234,79.1,1918.0
2025-09-26,DS03,16,233,227,19.0,288,80.9,2374.0
2025-09-26,DS06,5,76,75,20.0,90,84.4,750.0
2025-09-26,DS07,7,156,145,29.7,126,123.8,1130.0
2025-09-26,DS08,7,103,99,20.6,126,81.7,1038.0
2025-09-27,DS02,10,151,146,19.9,180,83.9,1492.0
2025-09-27,DS04,9,128,123,20.1,162,79.0,1326.0
2025-09-28,DS01,9,131,128,18.9,162,80.9,1336.0
2025-09-28,DS03,11,169,167,19.4,198,85.4,1654.0
2025-09-28,DS05,5,77,75,20.3,90,85.6,750.0
2025-09-28,DS07,6,114,102,29.5,108,105.6,924.0
2025-09-29,DS02,6,93,91,17.9,108,86.1,902.0
2025-09-29,DS03,9,129,126,19.7,162,79.6,1332.0
2025-09-29,DS04,6,82,77,21.5,108,75.9,874.0
2025-09-29,DS05,4,72,70,21.6,72,100.0,620.0
2025-09-29,DS06,4,48,47,20.0,72,66.7,574.0
2025-09-29,DS07,4,91,82,31.6,72,126.4,644.0
2025-09-29,DS08,4,63,62,21.0,72,87.5,604.0
2025-09-30,DS01,7,113,110,19.5,126,89.7,1060.0
2025-09-30,DS02,7,93,90,21.1,126,73.8,1020.0
2025-09-30,DS03,9,134,133,17.6,162,82.7,1346.0
2025-09-30,DS06,4,54,52,22.0,72,75.0,584.0
2025-09-30,DS07,5,102,94,31.3,90,113.3,788.0
2025-10-01,DS03,11,152,150,18.8,198,76.8,1620.0
2025-10-02,DS02,8,126,124,19.3,144,87.5,1208.0
2025-10-02,DS06,4,57,53,20.7,72,79.2,586.0
2025-10-02,DS07,6,130,115,34.4,108,120.4,950.0
2025-10-03,DS02,11,149,149,19.7,198,75.3,1618.0
2025-10-03,DS03,16,219,217,18.4,288,76.0,2354.0
2025-10-03,DS04,10,136,133,19.9,180,75.6,1466.0
2025-10-03,DS05,7,96,90,20.8,126,76.2,1020.0
2025-10-03,DS08,6,86,85,22.1,108,79.6,890.0
2025-10-04,DS02,10,153,148,19.7,180,85.0,1496.0
2025-10-05,DS01,8,121,119,20.0,144,84.0,1198.0
2025-10-05,DS02,8,108,106,19.6,144,75.0,1172.0
2025-10-05,DS08,5,69,68,21.5,90,76.7,736.0
2025-10-06,DS02,7,94,91,18.6,126,74.6,1022.0
2025-10-06,DS05,5,71,70,18.6,90,78.9,740.0
2025-10-06,DS07,4,93,84,32.5,72,129.2,648.0
2025-10-07,DS01,9,120,118,20.9,162,74.1,1316.0
2025-10-07,DS02,7,93,91,20.2,126,73.8,1022.0
2025-10-07,DS04,5,81,80,21.7,90,90.0,760.0
2025-10-07,DS05,5,69,66,19.4,90,76.7,732.0
2025-10-07,DS07,4,97,94,31.2,72,134.7,668.0
2025-10-08,DS03,11,160,156,19.8,198,80.8,1632.0
2025-10-09,DS03,14,189,186,19.6,252,75.0,2052.0
2025-10-09,DS05,6,84,83,19.8,108,77.8,886.0
2025-10-09,DS06,4,58,57,21.5,72,80.6,594.0
2025-10-10,DS05,6,101,99,18.9,108,93.5,918.0
2025-10-10,DS06,4,65,63,21.1,72,90.3,606.0
2025-10-10,DS07,7,163,149,32.2,126,129.4,1138.0
2025-10-11,DS03,16,202,197,18.2,288,70.1,2314.0
2025-10-11,DS04,8,121,119,20.7,144,84.0,1198.0
2025-10-11,DS06,6,79,75,20.5,108,73.1,870.0
2025-10-11,DS08,7,108,105,21.6,126,85.7,1050.0
2025-10-12,DS01,9,127,127,18.8,162,78.4,1334.0
2025-10-12,DS04,6,98,94,20.3,108,90.7,908.0
2025-10-12,DS07,4,102,95,30.6,72,141.7,670.0
2025-10-13,DS01,7,103,102,20.0,126,81.7,1044.0
2025-10-13,DS02,6,84,82,19.3,108,77.8,884.0
2025-10-13,DS05,4,63,61,19.1,72,87.5,602.0
2025-10-14,DS01,8,119,115,19.5,144,82.6,1190.0
2025-10-14,DS02,6,86,83,19.7,108,79.6,886.0
2025-10-14,DS05,5,70,67,19.7,90,77.8,734.0
2025-10-14,DS06,3,49,46,22.7,54,90.7,452.0
2025-10-15,DS02,7,111,110,19.2,126,88.1,1060.0
2025-10-15,DS03,9,151,145,18.8,162,93.2,1370.0
2025-10-15,DS06,4,56,54,23.6,72,77.8,588.0
2025-10-15,DS08,5,72,70,20.5,90,80.0,740.0
2025-10-16,DS01,9,137,135,19.7,162,84.6,1350.0
2025-10-16,DS06,4,59,57,21.3,72,81.9,594.0
2025-10-17,DS01,13,167,165,20.4,234,71.4,1890.0
2025-10-17,DS04,9,119,116,20.5,162,73.5,1312.0
2025-10-17,DS07,7,151,139,32.3,126,119.8,1118.0
2025-10-17,DS08,7,100,96,20.8,126,79.4,1032.0
2025-10-18,DS01,10,161,155,19.3,180,89.4,1510.0
2025-10-18,DS03,15,206,201,18.4,270,76.3,2202.0
2025-10-18,DS04,9,126,125,20.3,162,77.8,1330.0
2025-10-18,DS06,5,74,66,20.7,90,82.2,732.0
2025-10-18,DS07,7,143,137,32.9,126,113.5,1114.0
2025-10-19,DS02,8,108,106,21.0,144,75.0,1172.0
2025-10-19,DS04,8,104,100,20.9,144,72.2,1160.0
2025-10-19,DS07,5,113,107,32.3,90,125.6,814.0
2025-10-19,DS08,5,75,69,19.6,90,83.3,738.0
2025-10-20,DS01,7,103,101,21.9,126,81.7,1042.0
2025-10-20,DS06,3,48,47,20.1,54,88.9,454.0
2025-10-20,DS08,4,60,60,21.4,72,83.3,600.0
2025-10-21,DS03,9,134,133,19.5,162,82.7,1346.0
2025-10-22,DS03,11,155,152,18.7,198,78.3,1624.0
2025-10-22,DS04,6,90,89,19.8,108,83.3,898.0
2025-10-22,DS05,6,82,80,20.9,108,75.9,880.0
2025-10-22,DS07,5,105,94,32.2,90,116.7,788.0
2025-10-22,DS08,6,77,76,21.1,108,71.3,872.0
2025-10-23,DS03,13,177,176,18.2,234,75.6,1912.0
2025-10-23,DS07,5,120,112,30.6,90,133.3,824.0
2025-10-24,DS01,10,166,164,18.7,180,92.2,1528.0
2025-10-24,DS07,6,132,121,31.9,108,122.2,962.0
2025-10-25,DS02,10,142,140,19.4,180,78.9,1480.0
2025-10-25,DS03,15,199,197,19.5,270,73.7,2194.0
2025-10-25,DS04,9,128,125,20.8,162,79.0,1330.0
2025-10-26,DS01,10,136,132,19.6,180,75.6,1464.0
2025-10-26,DS04,7,94,92,19.9,126,74.6,1024.0
2025-10-26,DS08,5,66,66,21.9,90,73.3,732.0
2025-10-27,DS03,9,127,123,19.0,162,78.4,1326.0
2025-10-27,DS05,4,64,63,20.0,72,88.9,606.0
2025-10-27,DS06,3,39,38,20.9,54,72.2,436.0
2025-10-27,DS08,4,62,61,22.5,72,86.1,602.0
2025-10-28,DS01,9,116,113,20.8,162,71.6,1306.0
2025-10-28,DS04,5,85,82,20.9,90,94.4,764.0
2025-10-28,DS06,4,50,49,20.0,72,69.4,578.0
2025-10-28,DS08,4,61,56,21.4,72,84.7,592.0
2025-10-29,DS02,6,101,99,21.0,108,93.5,918.0
2025-10-29,DS03,10,154,151,18.4,180,85.6,1502.0
2025-10-29,DS04,6,89,86,20.7,108,82.4,892.0
2025-10-29,DS06,3,49,47,22.7,54,90.7,454.0
2025-10-29,DS07,5,108,94,31.3,90,120.0,788.0
2025-10-30,DS02,8,118,117,20.6,144,81.9,1194.0
2025-10-30,DS04,7,94,91,20.7,126,74.6,1022.0
2025-10-30,DS08,5,81,80,21.2,90,90.0,760.0
2025-10-31,DS01,12,181,177,19.4,216,83.8,1794.0
2025-10-31,DS02,9,142,139,19.8,162,87.7,1358.0
2025-10-31,DS04,8,129,123,21.0,144,89.6,1206.0
2025-10-31,DS05,7,95,94,19.7,126,75.4,1028.0
2025-10-31,DS06,5,77,74,22.2,90,85.6,748.0
2025-10-31,DS07,7,147,134,31.1,126,116.7,1108.0
2025-10-31,DS08,7,97,96,20.3,126,77.0,1032.0
2025-11-01,DS01,11,170,167,19.1,198,85.9,1654.0
2025-11-01,DS02,9,135,135,21.1,162,83.3,1350.0
2025-11-01,DS05,7,100,97,20.1,126,79.4,1034.0
2025-11-01,DS08,7,102,95,20.0,126,81.0,1030.0
2025-11-02,DS03,11,141,136,18.1,198,71.2,1592.0
2025-11-02,DS08,5,72,71,20.7,90,80.0,742.0
2025-11-03,DS04,5,79,78,21.7,90,87.8,756.0
2025-11-03,DS05,4,62,62,19.3,72,86.1,604.0
2025-11-03,DS06,3,41,41,19.1,54,75.9,442.0
2025-11-03,DS08,4,63,59,20.9,72,87.5,598.0
2025-11-04,DS02,6,87,87,20.6,108,80.6,894.0
2025-11-04,DS03,9,131,127,18.8,162,80.9,1334.0
2025-11-04,DS05,5,68,68,20.3,90,75.6,736.0
2025-11-04,DS08,5,64,63,21.2,90,71.1,726.0
2025-11-05,DS05,5,73,69,20.4,90,81.1,738.0
2025-11-05,DS06,4,54,52,21.3,72,75.0,584.0
2025-11-05,DS07,5,110,103,32.3,90,122.2,806.0
2025-11-05,DS08,5,77,73,21.4,90,85.6,746.0
2025-11-06,DS01,9,143,142,18.5,162,88.3,1364.0
2025-11-06,DS03,13,175,171,19.1,234,74.8,1902.0
2025-11-06,DS04,8,103,102,21.6,144,71.5,1164.0
2025-11-06,DS07,5,109,101,31.4,90,121.1,802.0
2025-11-07,DS03,17,221,218,19.0,306,72.2,2476.0
2025-11-07,DS07,5,133,121,32.7,90,147.8,842.0
2025-11-07,DS08,6,91,90,20.1,108,84.3,900.0
2025-11-08,DS01,10,160,159,20.4,180,88.9,1518.0
2025-11-08,DS08,7,89,88,20.8,126,70.6,1016.0
2025-11-09,DS08,5,66,63,20.4,90,73.3,726.0
2025-11-10,DS03,8,117,115,18.8,144,81.2,1190.0
2025-11-10,DS05,5,63,61,19.2,90,70.0,722.0
2025-11-10,DS06,3,40,39,23.4,54,74.1,438.0
2025-11-10,DS07,4,94,77,31.9,72,130.6,634.0
2025-11-11,DS02,5,82,81,19.8,90,91.1,762.0
2025-11-11,DS03,8,136,132,18.9,144,94.4,1224.0
2025-11-11,DS05,4,63,61,19.3,72,87.5,602.0
2025-11-11,DS07,4,91,85,32.6,72,126.4,650.0
2025-11-11,DS08,4,59,58,19.4,72,81.9,596.0
2025-11-12,DS01,9,126,122,18.8,162,77.8,1324.0
2025-11-12,DS02,7,107,102,19.3,126,84.9,1044.0
2025-11-12,DS05,5,75,72,19.3,90,83.3,744.0
2025-11-12,DS07,5,106,98,31.9,90,117.8,796.0
2025-11-12,DS08,5,72,71,21.8,90,80.0,742.0
2025-11-13,DS03,13,179,173,17.9,234,76.5,1906.0
2025-11-13,DS04,7,101,97,20.7,126,80.2,1034.0
2025-11-13,DS08,6,80,79,19.8,108,74.1,878.0
2025-11-14,DS02,8,131,130,19.2,144,91.0,1220.0
2025-11-14,DS03,14,206,204,19.5,252,81.7,2088.0
2025-11-14,DS04,8,128,123,21.0,144,88.9,1206.0
2025-11-14,DS05,8,103,98,21.3,144,71.5,1156.0
2025-11-14,DS07,6,149,130,31.1,108,138.0,980.0
2025-11-15,DS01,11,157,156,18.7,198,79.3,1632.0
2025-11-15,DS02,9,132,130,20.7,162,81.5,1340.0
2025-11-15,DS05,6,92,90,20.2,108,85.2,900.0
2025-11-15,DS06,4,59,57,21.3,72,81.9,594.0
2025-11-15,DS08,6,94,94,20.1,108,87.0,908.0
2025-11-16,DS01,9,121,118,20.7,162,74.7,1316.0
2025-11-16,DS04,6,87,82,20.9,108,80.6,884.0
2025-11-16,DS08,5,69,66,20.4,90,76.7,732.0
2025-11-17,DS01,7,104,103,18.9,126,82.5,1046.0
2025-11-17,DS02,5,81,79,20.2,90,90.0,758.0
2025-11-17,DS04,5,75,74,20.2,90,83.3,748.0
2025-11-17,DS05,5,66,65,19.2,90,73.3,730.0
2025-11-17,DS06,3,47,45,19.8,54,87.0,450.0
2025-11-17,DS07,4,83,78,30.7,72,115.3,636.0
2025-11-17,DS08,4,63,63,22.6,72,87.5,606.0
2025-11-18,DS03,11,133,125,19.4,198,67.2,1570.0
2025-11-18,DS07,4,92,86,29.3,72,127.8,652.0
2025-11-18,DS08,5,64,62,19.9,90,71.1,724.0
2025-11-19,DS01,8,131,125,18.7,144,91.0,1210.0
2025-11-19,DS03,11,161,155,18.8,198,81.3,1630.0
2025-11-19,DS04,6,90,87,20.3,108,83.3,894.0
2025-11-19,DS06,4,59,58,20.7,72,81.9,596.0
2025-11-19,DS08,4,76,74,20.1,72,105.6,628.0
2025-11-20,DS02,7,114,112,19.5,126,90.5,1064.0
2025-11-20,DS03,12,172,167,18.5,216,79.6,1774.0
2025-11-21,DS01,11,177,174,19.6,198,89.4,1668.0
2025-11-21,DS02,8,131,130,20.3,144,91.0,1220.0
2025-11-21,DS04,9,117,114,19.8,162,72.2,1308.0
2025-11-21,DS06,5,65,63,22.1,90,72.2,726.0
2025-11-21,DS07,7,153,136,32.4,126,121.4,1112.0
2025-11-22,DS01,12,163,161,19.6,216,75.5,1762.0
2025-11-22,DS03,13,202,196,18.7,234,86.3,1952.0
2025-11-22,DS08,7,102,100,20.8,126,81.0,1040.0
2025-11-23,DS02,7,106,105,20.1,126,84.1,1050.0
2025-11-23,DS03,11,150,146,19.4,198,75.8,1612.0
2025-11-23,DS08,5,79,76,21.3,90,87.8,752.0
2025-11-24,DS01,7,103,102,19.9,126,81.7,1044.0
2025-11-24,DS03,10,133,130,19.0,180,73.9,1460.0
2025-11-25,DS03,8,128,126,18.5,144,88.9,1212.0
2025-11-25,DS07,4,96,88,32.4,72,133.3,656.0
2025-11-25,DS08,4,58,55,20.8,72,80.6,590.0
2025-11-26,DS06,4,53,50,19.9,72,73.6,580.0
2025-11-26,DS08,5,76,73,20.9,90,84.4,746.0
2025-11-27,DS02,7,112,110,20.5,126,88.9,1060.0
2025-11-27,DS03,12,177,175,18.3,216,81.9,1790.0
2025-11-27,DS07,5,111,102,32.7,90,123.3,804.0
2025-11-27,DS08,5,83,81,22.2,90,92.2,762.0
2025-11-28,DS02,9,138,131,20.0,162,85.2,1342.0
2025-11-28,DS03,14,210,206,18.6,252,83.3,2092.0
2025-11-28,DS05,6,85,84,21.1,108,78.7,888.0
2025-11-28,DS06,5,72,69,20.7,90,80.0,738.0
2025-11-28,DS07,6,143,129,32.4,108,132.4,978.0
2025-11-29,DS03,14,197,193,18.7,252,78.2,2066.0
2025-11-29,DS04,7,107,105,21.2,126,84.9,1050.0
2025-11-29,DS07,6,143,128,31.1,108,132.4,976.0
2025-11-29,DS08,7,95,94,20.4,126,75.4,1028.0
2025-11-30,DS01,9,135,132,19.5,162,83.3,1344.0
2025-11-30,DS03,10,153,151,18.8,180,85.0,1502.0
2025-11-30,DS04,5,84,82,21.5,90,93.3,764.0
2025-11-30,DS06,4,52,49,22.6,72,72.2,578.0
2025-12-01,DS02,6,89,85,18.7,108,82.4,890.0
2025-12-01,DS04,5,79,79,20.2,90,87.8,758.0
2025-12-01,DS05,4,54,53,19.7,72,75.0,586.0
2025-12-01,DS07,4,93,88,32.8,72,129.2,656.0
2025-12-01,DS08,4,57,54,21.0,72,79.2,588.0
2025-12-02,DS05,5,67,65,19.1,90,74.4,730.0
2025-12-02,DS08,5,73,70,22.9,90,81.1,740.0
2025-12-03,DS03,11,153,146,19.7,198,77.3,1612.0
2025-12-03,DS05,5,79,76,20.9,90,87.8,752.0
2025-12-03,DS06,3,50,49,19.8,54,92.6,458.0
2025-12-03,DS07,5,99,90,32.1,90,110.0,780.0
2025-12-04,DS04,8,113,112,20.9,144,78.5,1184.0
2025-12-05,DS02,10,153,149,19.6,180,85.0,1498.0
2025-12-05,DS03,13,202,199,18.8,234,86.3,1958.0
2025-12-05,DS05,6,95,92,20.0,108,88.0,904.0
2025-12-05,DS06,5,77,73,22.0,90,85.6,746.0
2025-12-05,DS08,7,96,92,19.8,126,76.2,1024.0
2025-12-06,DS02,9,128,126,20.5,162,79.0,1332.0
2025-12-06,DS03,14,210,207,18.9,252,83.3,2094.0
2025-12-06,DS05,6,92,91,20.4,108,85.2,902.0
2025-12-06,DS08,6,90,87,21.8,108,83.3,894.0
2025-12-07,DS01,9,119,115,20.3,162,73.5,1310.0
2025-12-07,DS02,7,102,100,19.5,126,81.0,1040.0
2025-12-07,DS05,5,77,74,19.7,90,85.6,748.0
2025-12-08,DS02,5,89,86,19.6,90,98.9,772.0
2025-12-08,DS03,10,129,127,19.6,180,71.7,1454.0
2025-12-08,DS06,3,36,35,19.4,54,66.7,430.0
2025-12-08,DS08,4,59,58,18.9,72,81.9,596.0
2025-12-09,DS01,7,110,106,20.4,126,87.3,1052.0
2025-12-09,DS02,6,94,93,20.2,108,87.0,906.0
2025-12-09,DS03,9,134,129,19.0,162,82.7,1338.0
2025-12-09,DS04,6,81,80,20.6,108,75.0,880.0
2025-12-09,DS05,4,61,58,20.2,72,84.7,596.0
2025-12-09,DS06,3,46,45,21.6,54,85.2,450.0
2025-12-09,DS08,5,62,61,18.4,90,68.9,722.0
2025-12-10,DS02,7,106,105,21.3,126,84.1,1050.0
2025-12-10,DS03,11,153,153,18.9,198,77.3,1626.0
2025-12-10,DS05,5,73,71,18.4,90,81.1,742.0
2025-12-10,DS06,3,45,44,20.7,54,83.3,448.0
2025-12-10,DS08,5,69,69,20.0,90,76.7,738.0
2025-12-11,DS02,7,112,109,20.8,126,88.9,1058.0
2025-12-11,DS03,11,176,172,19.2,198,88.9,1664.0
2025-12-11,DS06,4,63,63,22.4,72,87.5,606.0
2025-12-11,DS07,5,122,103,31.3,90,135.6,806.0
2025-12-12,DS02,9,141,138,20.2,162,87.0,1356.0
2025-12-12,DS04,8,109,108,20.1,144,75.7,1176.0
2025-12-12,DS05,6,94,91,19.8,108,87.0,902.0
2025-12-12,DS06,5,68,66,19.6,90,75.6,732.0
2025-12-12,DS08,6,85,83,21.6,108,78.7,886.0
2025-12-13,DS02,8,131,126,19.4,144,91.0,1212.0
2025-12-13,DS06,4,62,61,19.8,72,86.1,602.0
2025-12-13,DS07,7,141,128,30.9,126,111.9,1096.0
2025-12-14,DS01,10,130,128,19.6,180,72.2,1456.0
2025-12-14,DS02,6,91,87,19.1,108,84.3,894.0
2025-12-14,DS06,3,56,54,21.3,54,103.7,468.0
2025-12-15,DS01,6,96,93,19.9,108,88.9,906.0
2025-12-15,DS04,5,70,67,20.3,90,77.8,734.0
2025-12-15,DS05,4,58,56,18.9,72,80.6,592.0
2025-12-16,DS02,5,77,76,19.7,90,85.6,752.0
2025-12-16,DS03,9,127,125,18.5,162,78.4,1330.0
2025-12-16,DS05,4,66,66,20.1,72,91.7,612.0
2025-12-16,DS07,4,89,81,30.9,72,123.6,642.0
2025-12-17,DS01,9,123,118,19.5,162,75.9,1316.0
2025-12-17,DS04,6,88,86,20.7,108,81.5,892.0
2025-12-17,DS06,4,52,51,20.1,72,72.2,582.0
2025-12-17,DS08,6,72,70,20.9,108,66.7,860.0
2025-12-18,DS02,7,117,117,19.4,126,92.9,1074.0
2025-12-18,DS05,5,80,78,20.9,90,88.9,756.0
2025-12-18,DS07,6,123,117,31.0,108,113.9,954.0
2025-12-18,DS08,5,74,74,19.2,90,82.2,748.0
2025-12-19,DS03,17,229,225,19.2,306,74.8,2490.0
2025-12-19,DS06,5,70,69,21.4,90,77.8,738.0
2025-12-20,DS02,10,139,136,20.8,180,77.2,1472.0
2025-12-20,DS04,9,122,118,20.6,162,75.3,1316.0
2025-12-20,DS05,7,95,95,20.6,126,75.4,1030.0
2025-12-21,DS02,6,97,95,19.4,108,89.8,910.0
2025-12-21,DS08,5,73,72,22.1,90,81.1,744.0
2025-12-22,DS04,4,64,61,20.5,72,88.9,602.0
2025-12-22,DS05,4,62,61,19.2,72,86.1,602.0
2025-12-22,DS06,4,50,47,19.1,72,69.4,574.0
2025-12-22,DS07,4,84,78,30.6,72,116.7,636.0
2025-12-23,DS04,5,74,74,20.9,90,82.2,748.0
2025-12-23,DS06,4,52,49,20.5,72,72.2,578.0
2025-12-24,DS03,11,154,150,19.6,198,77.8,1620.0
2025-12-24,DS05,5,76,74,20.4,90,84.4,748.0
2025-12-25,DS01,10,144,140,19.5,180,80.0,1480.0
2025-12-25,DS02,8,117,116,19.9,144,81.2,1192.0
