po_id,supplier_id,store_id,sku_id,order_date,promised_date,received_date,qty_ordered,qty_received,unit_cost_aed,po_value_aed
PO0029664,SUP04,DS02,SKU0099,2025-11-03,2025-11-04,2025-11-04,10,10,10.45,104.5
PO0029707,SUP06,DS02,SKU0180,2025-03-10,2025-03-16,2025-03-16,9,9,40.74,366.66
PO0029812,SUP01,DS02,SKU0008,2025-11-10,2025-11-12,2025-11-12,12,12,4.5,54.0
PO0029973,SUP01,DS02,SKU0003,2025-04-21,2025-04-23,2025-04-23,7,7,10.36,72.52
PO0029978,SUP01,DS02,SKU0003,2025-05-26,2025-05-28,2025-05-28,7,7,10.36,72.52
PO0029985,SUP01,DS02,SKU0003,2025-07-14,2025-07-16,2025-07-16,7,7,10.36,72.52
PO0030050,SUP01,DS02,SKU0001,2025-03-05,2025-03-07,2025-03-07,6,6,4.07,24.42
PO0030073,SUP01,DS02,SKU0001,2025-07-14,2025-07-16,2025-07-16,6,6,4.07,24.42
PO0030350,SUP03,DS02,SKU0072,2025-06-30,2025-07-03,2025-07-05,6,6,47.33,283.98
PO0030448,SUP06,DS02,SKU0142,2026-06-10,2026-06-16,2026-06-16,13,13,14.45,187.85
PO0030522,SUP01,DS02,SKU0015,2026-01-19,2026-01-21,2026-01-21,11,11,18.01,198.11
PO0030538,SUP01,DS02,SKU0015,2026-05-20,2026-05-22,2026-05-22,11,11,18.01,198.11
PO0030622,SUP05,DS02,SKU0104,2025-01-22,2025-01-26,2025-01-26,21,21,13.87,291.27
PO0030642,SUP05,DS02,SKU0104,2026-03-02,2026-03-06,2026-03-06,21,21,13.87,291.27
PO0030649,SUP05,DS02,SKU0104,2026-06-24,2026-06-28,2026-06-28,21,21,13.87,291.27
PO0030765,SUP02,DS02,SKU0053,2025-03-24,2025-03-26,2025-03-26,15,14,18.78,281.7
PO0030824,SUP07,DS02,SKU0185,2025-10-08,2025-10-13,2025-10-15,11,11,9.44,103.84
PO0030849,SUP07,DS02,SKU0185,2026-06-29,2026-07-04,2026-07-04,11,11,9.44,103.84
PO0030884,SUP08,DS02,SKU0250,2025-09-10,2025-09-17,2025-09-17,7,7,6.1,42.7
PO0030897,SUP08,DS02,SKU0250,2025-12-01,2025-12-08,2025-12-08,7,7,6.1,42.7
PO0030900,SUP08,DS02,SKU0250,2025-12-29,2026-01-05,2026-01-05,7,7,6.1,42.7
PO0030976,SUP01,DS02,SKU0009,2025-12-01,2025-12-03,2025-12-03,8,8,4.73,37.84
PO0031012,SUP01,DS02,SKU0017,2025-01-27,2025-01-29,2025-01-29,9,9,15.78,142.02
PO0031042,SUP01,DS02,SKU0017,2025-09-01,2025-09-03,2025-09-03,9,9,15.78,142.02
PO0031126,SUP08,DS02,SKU0254,2026-06-24,2026-07-01,2026-07-01,11,11,6.75,74.25
PO0031205,SUP06,DS02,SKU0154,2026-03-02,2026-03-08,2026-03-08,21,21,5.87,123.27
PO0031226,SUP04,DS02,SKU0093,2025-04-07,2025-04-08,2025-04-08,10,10,3.65,36.5
PO0031245,SUP04,DS02,SKU0093,2025-08-18,2025-08-19,2025-08-19,10,10,3.65,36.5
PO0031310,SUP06,DS02,SKU0136,2025-09-29,2025-10-05,2025-10-05,14,14,20.16,282.24
PO0031355,SUP04,DS02,SKU0100,2025-06-30,2025-07-01,2025-07-01,10,10,4.5,45.0
PO0031391,SUP04,DS02,SKU0100,2026-03-09,2026-03-10,2026-03-10,10,10,4.5,45.0
PO0031421,SUP04,DS02,SKU0090,2025-03-31,2025-04-01,2025-04-01,10,10,8.38,83.8
PO0031448,SUP04,DS02,SKU0090,2025-10-06,2025-10-07,2025-10-07,10,10,8.38,83.8
PO0031480,SUP04,DS02,SKU0090,2026-05-18,2026-05-19,2026-05-19,10,10,8.38,83.8
PO0031541,SUP03,DS02,SKU0070,2025-12-01,2025-12-04,2025-12-05,5,5,16.1,80.5
PO0031554,SUP03,DS02,SKU0070,2026-02-18,2026-02-21,2026-02-21,5,5,16.1,80.5
PO0031592,SUP04,DS02,SKU0204,2025-04-21,2025-04-22,2025-04-22,7,7,17.64,123.48
PO0031633,SUP04,DS02,SKU0204,2026-01-05,2026-01-06,2026-01-06,7,7,17.64,123.48
PO0031662,SUP07,DS02,SKU0183,2025-01-15,2025-01-20,2025-01-20,7,6,12.43,87.01
PO0031663,SUP07,DS02,SKU0183,2025-01-20,2025-01-25,2025-01-27,7,7,12.43,87.01
PO0031691,SUP07,DS02,SKU0183,2025-09-15,2025-09-20,2025-09-20,7,7,12.43,87.01
PO0031705,SUP07,DS02,SKU0183,2025-12-22,2025-12-27,2025-12-27,7,7,12.43,87.01
PO0031979,SUP06,DS02,SKU0158,2026-03-09,2026-03-15,2026-03-15,6,6,4.87,29.22
PO0031987,SUP06,DS02,SKU0158,2026-04-27,2026-05-03,2026-05-03,6,6,4.87,29.22
PO0032026,SUP03,DS02,SKU0077,2025-08-04,2025-08-07,2025-08-07,6,6,13.69,82.14
PO0032285,SUP02,DS02,SKU0041,2025-11-03,2025-11-05,2025-11-05,16,16,4.33,69.28
PO0032290,SUP02,DS02,SKU0041,2026-02-02,2026-02-04,2026-02-04,16,16,4.33,69.28
PO0032378,SUP01,DS02,SKU0025,2026-01-26,2026-01-28,2026-01-28,6,6,14.48,86.88
PO0032421,SUP05,DS02,SKU0130,2026-01-28,2026-02-01,2026-02-01,23,23,7.08,162.84
PO0032518,SUP02,DS02,SKU0062,2026-03-16,2026-03-18,2026-03-18,14,14,24.92,348.88
PO0032578,SUP02,DS02,SKU0058,2025-09-03,2025-09-05,2025-09-05,15,15,19.05,285.75
PO0032615,SUP04,DS02,SKU0083,2025-05-19,2025-05-20,2025-05-20,6,6,9.98,59.88
PO0032665,SUP04,DS02,SKU0083,2026-04-20,2026-04-21,2026-04-21,6,6,9.98,59.88
PO0032712,SUP04,DS02,SKU0216,2025-07-14,2025-07-15,2025-07-15,4,4,20.81,83.24
PO0032760,SUP04,DS02,SKU0216,2026-03-09,2026-03-10,2026-03-10,4,4,20.81,83.24
PO0032814,SUP03,DS02,SKU0071,2025-11-17,2025-11-20,2025-11-20,8,8,22.16,177.28
PO0032815,SUP03,DS02,SKU0071,2025-12-01,2025-12-04,2025-12-04,8,8,22.16,177.28
PO0032853,SUP07,DS02,SKU0187,2025-07-07,2025-07-12,2025-07-12,8,8,11.03,88.24
PO0032932,SUP08,DS02,SKU0258,2025-08-11,2025-08-18,2025-08-19,8,8,52.13,417.04
PO0032953,SUP08,DS02,SKU0258,2026-03-18,2026-03-25,2026-03-27,8,7,52.13,417.04
PO0033010,SUP03,DS02,SKU0074,2025-11-17,2025-11-20,2025-11-20,4,4,40.02,160.08
PO0033197,SUP08,DS03,SKU0261,2026-01-19,2026-01-26,2026-01-26,77,77,9.59,738.43
PO0033203,SUP08,DS03,SKU0261,2026-02-09,2026-02-16,2026-02-16,84,84,9.59,805.56
PO0033246,SUP06,DS03,SKU0176,2025-01-13,2025-01-19,2025-01-19,72,72,18.93,1362.96
PO0033257,SUP06,DS03,SKU0176,2025-02-19,2025-02-25,2025-02-25,24,24,18.93,454.32
PO0033350,SUP06,DS03,SKU0176,2026-01-14,2026-01-20,2026-01-20,36,36,18.93,681.48
PO0033396,SUP06,DS03,SKU0161,2025-01-01,2025-01-07,2025-01-07,180,180,6.97,1254.6
PO0033399,SUP06,DS03,SKU0161,2025-01-15,2025-01-21,2025-01-21,27,27,6.97,188.19
PO0033405,SUP06,DS03,SKU0161,2025-02-05,2025-02-11,2025-02-11,27,21,6.97,188.19
PO0033424,SUP06,DS03,SKU0161,2025-04-16,2025-04-22,2025-04-22,27,27,6.97,188.19
PO0033602,SUP08,DS03,SKU0266,2025-07-16,2025-07-23,2025-07-23,30,30,55.53,1665.9
PO0033636,SUP08,DS03,SKU0266,2025-11-12,2025-11-19,2025-11-19,36,36,55.53,1999.08
PO0033679,SUP08,DS03,SKU0266,2026-04-13,2026-04-20,2026-04-20,72,72,55.53,3998.16
PO0033724,SUP05,DS03,SKU0117,2025-03-19,2025-03-23,2025-03-23,44,44,6.63,291.72
PO0033746,SUP05,DS03,SKU0117,2025-06-09,2025-06-13,2025-06-13,88,88,6.63,583.44
PO0033778,SUP05,DS03,SKU0117,2025-09-29,2025-10-03,2025-10-03,110,110,6.63,729.3
PO0033845,SUP05,DS03,SKU0117,2026-05-25,2026-05-29,2026-05-29,88,88,6.63,583.44
PO0033848,SUP05,DS03,SKU0117,2026-06-03,2026-06-07,2026-06-07,22,22,6.63,145.86
PO0033894,SUP05,DS03,SKU0122,2025-05-21,2025-05-25,2025-05-25,36,36,14.64,527.04
PO0033971,SUP05,DS03,SKU0122,2026-02-16,2026-02-20,2026-02-20,54,40,14.64,790.56
PO0033988,SUP05,DS03,SKU0122,2026-04-20,2026-04-24,2026-04-24,90,90,14.64,1317.6
PO0033998,SUP05,DS03,SKU0122,2026-05-25,2026-05-29,2026-05-29,72,72,14.64,1054.08
PO0034049,SUP06,DS03,SKU0172,2025-05-28,2025-06-03,2025-06-03,42,42,42.5,1785.0
PO0034146,SUP06,DS03,SKU0172,2026-05-06,2026-05-12,2026-05-12,42,42,42.5,1785.0
PO0034206,SUP04,DS03,SKU0095,2025-06-04,2025-06-05,2025-06-05,27,27,14.05,379.35
PO0034282,SUP04,DS03,SKU0095,2026-03-02,2026-03-03,2026-03-03,36,36,14.05,505.8
PO0034402,SUP04,DS03,SKU0094,2025-10-27,2025-10-28,2025-10-28,40,40,13.38,535.2
PO0034452,SUP04,DS03,SKU0094,2026-04-20,2026-04-21,2026-04-21,48,48,13.38,642.24
PO0034466,SUP04,DS03,SKU0094,2026-06-08,2026-06-09,2026-06-09,48,48,13.38,642.24
PO0034526,SUP03,DS03,SKU0076,2025-09-24,2025-09-27,2025-09-27,8,8,10.47,83.76
PO0034559,SUP03,DS03,SKU0076,2026-03-30,2026-04-02,2026-04-02,48,48,10.47,502.56
PO0034692,SUP05,DS03,SKU0127,2026-03-09,2026-03-13,2026-03-13,66,66,18.35,1211.1
PO0034747,SUP05,DS03,SKU0106,2025-03-31,2025-04-04,2025-04-04,48,48,13.19,633.12
PO0034804,SUP05,DS03,SKU0106,2025-11-05,2025-11-09,2025-11-09,24,24,13.19,316.56
PO0034826,SUP05,DS03,SKU0106,2026-02-02,2026-02-06,2026-02-06,48,48,13.19,633.12
PO0034836,SUP05,DS03,SKU0106,2026-03-09,2026-03-13,2026-03-13,96,89,13.19,1266.24
PO0034850,SUP05,DS03,SKU0106,2026-05-04,2026-05-08,2026-05-08,72,72,13.19,949.68
PO0034885,SUP08,DS03,SKU0219,2025-03-10,2025-03-17,2025-03-17,48,48,25.73,1235.04
PO0034924,SUP08,DS03,SKU0219,2025-07-28,2025-08-04,2025-08-04,48,48,25.73,1235.04
PO0035030,SUP06,DS03,SKU0143,2025-02-05,2025-02-11,2025-02-11,14,14,9.59,134.26
PO0035061,SUP06,DS03,SKU0143,2025-05-28,2025-06-03,2025-06-03,28,28,9.59,268.52
PO0035119,SUP06,DS03,SKU0143,2025-12-22,2025-12-28,2025-12-28,28,28,9.59,268.52
PO0035127,SUP06,DS03,SKU0143,2026-01-19,2026-01-25,2026-01-25,56,56,9.59,537.04
PO0035172,SUP06,DS03,SKU0143,2026-06-24,2026-06-30,2026-06-30,28,28,9.59,268.52
PO0035272,SUP01,DS03,SKU0018,2025-12-22,2025-12-24,2025-12-24,35,35,9.93,347.55
PO0035349,SUP01,DS03,SKU0032,2025-03-24,2025-03-26,2025-03-26,54,54,20.07,1083.78
PO0035558,SUP02,DS03,SKU0061,2025-10-22,2025-10-24,2025-10-24,12,12,7.29,87.48
PO0035591,SUP02,DS03,SKU0061,2026-02-18,2026-02-20,2026-02-20,36,36,7.29,262.44
PO0035640,SUP04,DS03,SKU0212,2025-02-10,2025-02-11,2025-02-11,20,20,14.16,283.2
PO0035694,SUP04,DS03,SKU0212,2025-08-18,2025-08-19,2025-08-19,24,24,14.16,339.84
PO0035697,SUP04,DS03,SKU0212,2025-08-27,2025-08-28,2025-08-28,12,12,14.16,169.92
PO0035784,SUP04,DS03,SKU0212,2026-06-29,2026-06-30,2026-06-30,28,28,14.16,396.48
PO0035981,SUP01,DS03,SKU0012,2025-08-11,2025-08-13,2025-08-13,36,36,13.34,480.24
PO0035982,SUP01,DS03,SKU0012,2025-08-13,2025-08-15,2025-08-15,9,9,13.34,120.06
PO0036087,SUP08,DS03,SKU0256,2025-03-24,2025-03-31,2025-03-31,24,24,19.95,478.8
PO0036099,SUP08,DS03,SKU0256,2025-05-07,2025-05-14,2025-05-14,16,16,19.95,319.2
PO0036245,SUP04,DS03,SKU0085,2025-04-07,2025-04-08,2025-04-08,24,24,11.53,276.72
PO0036254,SUP04,DS03,SKU0085,2025-05-07,2025-05-08,2025-05-08,24,24,11.53,276.72
PO0036472,SUP01,DS03,SKU0013,2026-01-12,2026-01-14,2026-01-14,28,28,6.28,175.84
PO0036527,SUP06,DS03,SKU0169,2025-02-03,2025-02-09,2025-02-09,14,14,5.78,80.92
PO0036571,SUP06,DS03,SKU0169,2025-07-14,2025-07-20,2025-07-20,28,28,5.78,161.84
PO0036590,SUP06,DS03,SKU0169,2025-09-17,2025-09-23,2025-09-23,14,14,5.78,80.92
PO0036618,SUP06,DS03,SKU0169,2025-12-24,2025-12-30,2025-12-30,14,14,5.78,80.92
PO0036644,SUP06,DS03,SKU0169,2026-03-30,2026-04-05,2026-04-05,28,28,5.78,161.84
PO0036726,SUP06,DS03,SKU0132,2025-08-25,2025-08-31,2025-08-31,17,17,2.19,37.23
PO0036742,SUP06,DS03,SKU0132,2025-10-22,2025-10-28,2025-10-28,17,17,2.19,37.23
PO0036755,SUP06,DS03,SKU0132,2025-12-10,2025-12-16,2025-12-16,17,16,2.19,37.23
PO0036800,SUP06,DS03,SKU0132,2026-06-03,2026-06-09,2026-06-09,17,17,2.19,37.23
PO0036888,SUP08,DS03,SKU0218,2025-10-20,2025-10-27,2025-10-27,32,32,27.82,890.24
PO0036926,SUP08,DS03,SKU0218,2026-03-04,2026-03-11,2026-03-11,16,16,27.82,445.12
PO0036927,SUP08,DS03,SKU0218,2026-03-09,2026-03-16,2026-03-16,32,32,27.82,890.24
PO0037024,SUP02,DS03,SKU0043,2025-09-17,2025-09-19,2025-09-19,15,15,23.87,358.05
PO0037039,SUP02,DS03,SKU0043,2025-11-24,2025-11-26,2025-11-26,30,30,23.87,716.1
PO0037107,SUP03,DS03,SKU0066,2025-02-10,2025-02-13,2025-02-13,14,14,24.41,341.74
PO0037144,SUP03,DS03,SKU0066,2025-06-25,2025-06-28,2025-06-28,14,14,24.41,341.74
PO0037156,SUP03,DS03,SKU0066,2025-08-11,2025-08-14,2025-08-14,21,21,24.41,512.61
PO0037206,SUP03,DS03,SKU0066,2026-02-09,2026-02-12,2026-02-12,35,35,24.41,854.35
PO0037259,SUP05,DS03,SKU0113,2025-03-05,2025-03-09,2025-03-09,34,34,24.71,840.14
PO0037266,SUP05,DS03,SKU0113,2025-03-31,2025-04-04,2025-04-04,17,17,24.71,420.07
PO0037281,SUP05,DS03,SKU0113,2025-05-28,2025-06-01,2025-06-01,17,17,24.71,420.07
PO0037285,SUP05,DS03,SKU0113,2025-06-16,2025-06-20,2025-06-22,17,17,24.71,420.07
PO0037319,SUP05,DS03,SKU0113,2025-10-27,2025-10-31,2025-10-31,17,17,24.71,420.07
PO0037337,SUP05,DS03,SKU0113,2026-01-12,2026-01-16,2026-01-16,34,34,24.71,840.14
PO0037347,SUP05,DS03,SKU0113,2026-02-23,2026-02-27,2026-02-27,34,34,24.71,840.14
PO0037410,SUP05,DS03,SKU0103,2025-05-07,2025-05-11,2025-05-11,12,12,13.83,165.96
PO0037468,SUP05,DS03,SKU0103,2026-01-05,2026-01-09,2026-01-09,24,24,13.83,331.92
PO0037477,SUP05,DS03,SKU0103,2026-02-11,2026-02-15,2026-02-15,12,12,13.83,165.96
PO0037490,SUP05,DS03,SKU0103,2026-04-01,2026-04-05,2026-04-05,24,24,13.83,331.92
PO0037516,SUP06,DS03,SKU0134,2025-01-13,2025-01-19,2025-01-19,23,23,3.22,74.06
PO0037547,SUP06,DS03,SKU0134,2025-06-16,2025-06-22,2025-06-22,23,23,3.22,74.06
PO0037623,SUP06,DS03,SKU0134,2026-06-24,2026-06-30,2026-06-30,23,23,3.22,74.06
PO0037651,SUP08,DS03,SKU0259,2025-04-21,2025-04-28,2025-04-28,20,20,28.05,561.0
PO0037664,SUP08,DS03,SKU0259,2025-06-11,2025-06-18,2025-06-18,10,10,28.05,280.5
PO0037745,SUP08,DS03,SKU0259,2026-03-30,2026-04-06,2026-04-06,20,20,28.05,561.0
PO0037767,SUP08,DS03,SKU0259,2026-06-15,2026-06-22,2026-06-22,30,30,28.05,841.5
PO0037778,SUP04,DS03,SKU0209,2025-01-22,2025-01-23,2025-01-23,12,12,11.93,143.16
PO0037783,SUP04,DS03,SKU0209,2025-02-10,2025-02-11,2025-02-11,12,12,11.93,143.16
PO0037853,SUP04,DS03,SKU0209,2025-10-13,2025-10-14,2025-10-14,16,16,11.93,190.88
PO0037886,SUP04,DS03,SKU0209,2026-02-04,2026-02-05,2026-02-05,12,12,11.93,143.16
PO0038007,SUP02,DS03,SKU0050,2025-11-17,2025-11-19,2025-11-19,24,24,14.51,348.24
PO0038025,SUP02,DS03,SKU0050,2026-02-11,2026-02-13,2026-02-13,12,12,14.51,174.12
PO0038041,SUP02,DS03,SKU0050,2026-04-08,2026-04-10,2026-04-10,12,12,14.51,174.12
PO0038245,SUP06,DS03,SKU0135,2025-06-11,2025-06-17,2025-06-17,16,16,13.81,220.96
PO0038251,SUP06,DS03,SKU0135,2025-07-07,2025-07-13,2025-07-14,32,32,13.81,441.92
PO0038301,SUP06,DS03,SKU0135,2026-02-18,2026-02-24,2026-02-24,48,48,13.81,662.88
PO0038331,SUP06,DS03,SKU0135,2026-06-17,2026-06-23,2026-06-23,16,13,13.81,220.96
PO0038338,SUP01,DS03,SKU0016,2025-01-22,2025-01-24,2025-01-24,8,8,20.09,160.72
PO0038525,SUP03,DS03,SKU0081,2025-09-17,2025-09-20,2025-09-20,4,4,56.35,225.4
PO0038528,SUP03,DS03,SKU0081,2025-10-06,2025-10-09,2025-10-09,24,24,56.35,1352.4
PO0038555,SUP03,DS03,SKU0081,2026-01-26,2026-01-29,2026-01-29,20,20,56.35,1127.0
PO0038579,SUP03,DS03,SKU0081,2026-05-13,2026-05-16,2026-05-16,8,8,56.35,450.8
PO0038590,SUP03,DS03,SKU0081,2026-06-29,2026-07-02,2026-07-02,28,28,56.35,1577.8
PO0038628,SUP08,DS03,SKU0257,2025-05-28,2025-06-04,2025-06-04,11,11,30.99,340.89
PO0038756,SUP07,DS03,SKU0195,2025-03-17,2025-03-22,2025-03-22,18,18,10.67,192.06
PO0038760,SUP07,DS03,SKU0195,2025-03-31,2025-04-05,2025-04-05,36,36,10.67,384.12
PO0038769,SUP07,DS03,SKU0195,2025-05-05,2025-05-10,2025-05-10,27,27,10.67,288.09
PO0038793,SUP07,DS03,SKU0195,2025-07-28,2025-08-02,2025-08-02,27,27,10.67,288.09
PO0038878,SUP07,DS03,SKU0195,2026-05-27,2026-06-01,2026-06-01,9,9,10.67,96.03
PO0038965,SUP02,DS03,SKU0049,2025-12-08,2025-12-10,2025-12-10,30,30,4.82,144.6
PO0039053,SUP01,DS03,SKU0030,2025-05-19,2025-05-21,2025-05-21,24,24,2.77,66.48
PO0039066,SUP01,DS03,SKU0030,2025-07-14,2025-07-16,2025-07-16,24,24,2.77,66.48
PO0039187,SUP08,DS03,SKU0236,2025-05-07,2025-05-14,2025-05-14,12,12,7.43,89.16
PO0039393,SUP08,DS03,SKU0242,2025-11-12,2025-11-19,2025-11-19,6,6,11.11,66.66
PO0039438,SUP08,DS03,SKU0242,2026-04-20,2026-04-27,2026-04-27,18,18,11.11,199.98
PO0039454,SUP08,DS03,SKU0242,2026-06-15,2026-06-22,2026-06-22,24,24,11.11,266.64
PO0039479,SUP08,DS03,SKU0251,2025-03-19,2025-03-26,2025-03-26,6,6,9.4,56.4
PO0039495,SUP08,DS03,SKU0251,2025-05-19,2025-05-26,2025-05-26,24,24,9.4,225.6
PO0039537,SUP08,DS03,SKU0251,2025-10-13,2025-10-20,2025-10-20,18,18,9.4,169.2
PO0039584,SUP08,DS03,SKU0251,2026-03-25,2026-04-01,2026-04-01,12,12,9.4,112.8
PO0039629,SUP06,DS03,SKU0147,2025-03-17,2025-03-23,2025-03-23,24,24,7.48,179.52
PO0039675,SUP06,DS03,SKU0147,2025-09-24,2025-09-30,2025-09-30,12,12,7.48,89.76
PO0039689,SUP06,DS03,SKU0147,2025-11-24,2025-11-30,2025-11-30,24,24,7.48,179.52
PO0039718,SUP06,DS03,SKU0147,2026-03-30,2026-04-05,2026-04-05,12,12,7.48,89.76
PO0039841,SUP08,DS03,SKU0230,2026-03-02,2026-03-09,2026-03-09,22,22,25.78,567.16
PO0040028,SUP08,DS03,SKU0225,2025-03-26,2025-04-02,2025-04-02,8,8,15.57,124.56
PO0040063,SUP08,DS03,SKU0225,2025-08-11,2025-08-18,2025-08-18,16,16,15.57,249.12
PO0040078,SUP08,DS03,SKU0225,2025-10-06,2025-10-13,2025-10-13,16,16,15.57,249.12
PO0040137,SUP08,DS03,SKU0225,2026-05-11,2026-05-18,2026-05-18,16,16,15.57,249.12
PO0040151,SUP08,DS03,SKU0225,2026-06-29,2026-07-06,2026-07-06,32,32,15.57,498.24
PO0040182,SUP02,DS03,SKU0046,2025-05-21,2025-05-23,2025-05-23,11,11,5.49,60.39
PO0040184,SUP02,DS03,SKU0046,2025-05-28,2025-05-30,2025-05-30,11,11,5.49,60.39
PO0040209,SUP02,DS03,SKU0046,2025-09-08,2025-09-10,2025-09-10,11,11,5.49,60.39
PO0040255,SUP02,DS03,SKU0046,2026-03-16,2026-03-18,2026-03-18,33,33,5.49,181.17
PO0040459,SUP08,DS03,SKU0240,2025-03-31,2025-04-07,2025-04-07,36,36,6.79,244.44
PO0040493,SUP08,DS03,SKU0240,2025-08-11,2025-08-18,2025-08-18,18,18,6.79,122.22
PO0040513,SUP08,DS03,SKU0240,2025-10-22,2025-10-29,2025-10-29,12,12,6.79,81.48
PO0040532,SUP08,DS03,SKU0240,2025-12-29,2026-01-05,2026-01-05,12,12,6.79,81.48
PO0040550,SUP08,DS03,SKU0240,2026-03-02,2026-03-09,2026-03-09,18,18,6.79,122.22
PO0040626,SUP08,DS03,SKU0260,2025-06-16,2025-06-23,2025-06-23,20,20,37.49,749.8
PO0040657,SUP08,DS03,SKU0260,2025-10-13,2025-10-20,2025-10-20,20,20,37.49,749.8
PO0040683,SUP08,DS03,SKU0260,2026-01-28,2026-02-04,2026-02-04,10,10,37.49,374.9
PO0040686,SUP08,DS03,SKU0260,2026-02-09,2026-02-16,2026-02-16,20,20,37.49,749.8
PO0040914,SUP08,DS03,SKU0226,2025-12-15,2025-12-22,2025-12-22,12,12,19.38,232.56
PO0041038,SUP04,DS03,SKU0086,2025-01-01,2025-01-02,2025-01-02,7,7,12.37,86.59
PO0041138,SUP04,DS03,SKU0086,2026-03-11,2026-03-12,2026-03-12,14,14,12.37,173.18
PO0041171,SUP01,DS03,SKU0022,2025-01-20,2025-01-22,2025-01-22,18,18,11.52,207.36
PO0041262,SUP01,DS03,SKU0022,2026-02-11,2026-02-13,2026-02-13,9,5,11.52,103.68
PO0041292,SUP01,DS03,SKU0022,2026-06-08,2026-06-10,2026-06-10,9,9,11.52,103.68
PO0041302,SUP07,DS03,SKU0198,2025-02-03,2025-02-08,2025-02-08,11,11,16.38,180.18
PO0041328,SUP07,DS03,SKU0198,2025-06-02,2025-06-07,2025-06-07,22,22,16.38,360.36
PO0041354,SUP07,DS03,SKU0198,2025-09-24,2025-09-29,2025-09-29,11,11,16.38,180.18
PO0041380,SUP07,DS03,SKU0198,2026-01-12,2026-01-17,2026-01-17,22,22,16.38,360.36
PO0041428,SUP06,DS03,SKU0138,2025-02-03,2025-02-09,2025-02-09,16,16,14.33,229.28
PO0041496,SUP06,DS03,SKU0138,2026-02-09,2026-02-15,2026-02-15,16,16,14.33,229.28
PO0041640,SUP07,DS03,SKU0194,2026-03-02,2026-03-07,2026-03-07,21,21,33.9,711.9
PO0041722,SUP05,DS03,SKU0121,2025-12-31,2026-01-04,2026-01-04,23,23,18.9,434.7
PO0041832,SUP06,DS03,SKU0145,2026-05-06,2026-05-12,2026-05-12,17,17,15.51,263.67
PO0041899,SUP05,DS03,SKU0128,2025-10-27,2025-10-31,2025-10-31,16,16,19.75,316.0
PO0041931,SUP05,DS03,SKU0128,2026-04-13,2026-04-17,2026-04-17,16,16,19.75,316.0
PO0042039,SUP04,DS03,SKU0087,2026-01-19,2026-01-20,2026-01-20,12,12,3.56,42.72
PO0042157,SUP02,DS03,SKU0035,2025-12-01,2025-12-03,2025-12-03,11,11,16.75,184.25
PO0042217,SUP02,DS03,SKU0059,2025-02-12,2025-02-14,2025-02-14,10,10,22.04,220.4
PO0042233,SUP02,DS03,SKU0059,2025-04-21,2025-04-23,2025-04-23,10,10,22.04,220.4
PO0042285,SUP02,DS03,SKU0059,2025-12-15,2025-12-17,2025-12-17,10,10,22.04,220.4
PO0042463,SUP01,DS03,SKU0011,2025-06-09,2025-06-11,2025-06-11,20,20,16.51,330.2
PO0042470,SUP01,DS03,SKU0011,2025-07-02,2025-07-04,2025-07-04,10,10,16.51,165.1
PO0042493,SUP01,DS03,SKU0011,2025-10-06,2025-10-08,2025-10-08,20,20,16.51,330.2
PO0042585,SUP02,DS03,SKU0037,2025-08-06,2025-08-08,2025-08-08,17,17,17.45,296.65
PO0042622,SUP02,DS03,SKU0037,2026-03-09,2026-03-11,2026-03-11,17,17,17.45,296.65
PO0042695,SUP06,DS03,SKU0179,2025-07-30,2025-08-05,2025-08-05,7,7,19.74,138.18
PO0042763,SUP06,DS03,SKU0179,2026-05-06,2026-05-12,2026-05-12,7,7,19.74,138.18
PO0042877,SUP04,DS03,SKU0210,2025-12-29,2025-12-30,2025-12-30,6,6,24.59,147.54
PO0042908,SUP04,DS03,SKU0210,2026-04-20,2026-04-21,2026-04-21,6,6,24.59,147.54
PO0042969,SUP03,DS03,SKU0063,2025-08-13,2025-08-16,2025-08-16,5,4,41.59,207.95
PO0043083,SUP01,DS03,SKU0002,2025-09-29,2025-10-01,2025-10-01,12,12,11.62,139.44
PO0043101,SUP01,DS03,SKU0002,2025-12-22,2025-12-24,2025-12-24,12,12,11.62,139.44
PO0043130,SUP01,DS03,SKU0002,2026-05-11,2026-05-13,2026-05-13,12,12,11.62,139.44
PO0043133,SUP01,DS03,SKU0002,2026-05-20,2026-05-22,2026-05-22,12,12,11.62,139.44
PO0043268,SUP04,DS03,SKU0207,2025-03-03,2025-03-04,2025-03-04,6,6,14.97,89.82
PO0043276,SUP04,DS03,SKU0207,2025-04-07,2025-04-08,2025-04-08,6,6,14.97,89.82
PO0043519,SUP04,DS03,SKU0213,2026-03-23,2026-03-24,2026-03-24,12,12,12.99,155.88
PO0043554,SUP02,DS03,SKU0047,2025-02-26,2025-02-28,2025-02-28,12,12,15.74,188.88
PO0043617,SUP02,DS03,SKU0047,2026-01-12,2026-01-14,2026-01-14,12,12,15.74,188.88
PO0043663,SUP03,DS03,SKU0068,2025-03-10,2025-03-13,2025-03-13,8,8,50.9,407.2
PO0043727,SUP03,DS03,SKU0068,2026-02-09,2026-02-12,2026-02-12,8,8,50.9,407.2
PO0043734,SUP03,DS03,SKU0068,2026-03-23,2026-03-26,2026-03-26,16,16,50.9,814.4
PO0043792,SUP08,DS03,SKU0253,2025-07-02,2025-07-09,2025-07-09,11,11,11.72,128.92
