captain_id,city_id,joined_date,vehicle_class,first_week_trips,status,churn_date
CPT01325,SHJ,2025-11-01,Max,9,active,
CPT01326,AUH,2026-03-02,Go,10,active,
CPT01327,DXB,2025-07-10,Business,42,active,
CPT01328,SHJ,2025-11-26,Max,16,churned,2025-12-10
CPT01329,AUH,2025-07-14,Go Plus,41,active,
CPT01330,DXB,2025-12-19,Go,15,churned,2026-01-14
CPT01331,AUH,2025-07-13,Go,36,churned,2025-07-22
CPT01332,DXB,2025-09-24,Go Plus,11,churned,2025-10-04
CPT01333,DXB,2025-08-25,Go,28,active,
CPT01334,DXB,2025-08-31,Go,26,active,
CPT01335,DXB,2025-08-29,Go Plus,15,churned,2025-09-23
CPT01337,DXB,2025-11-21,Go,24,active,
CPT01338,DXB,2025-07-18,Go,33,active,
CPT01339,SHJ,2026-04-03,Go,14,active,
CPT01340,DXB,2026-02-02,Go,26,active,
CPT01341,DXB,2025-11-08,Go,35,active,
CPT01343,SHJ,2025-12-05,Go,39,active,
CPT01344,DXB,2025-12-12,Go Plus,15,active,
CPT01345,DXB,2026-02-10,Go,1,churned,2026-02-28
CPT01347,SHJ,2025-11-23,Go,31,active,
CPT01348,AUH,2026-01-25,Go Plus,12,active,
CPT01349,SHJ,2025-09-07,Max,17,churned,2025-09-15
CPT01351,DXB,2025-09-01,Go Plus,12,active,
CPT01352,SHJ,2025-11-22,Go Plus,33,active,
CPT01353,AUH,2026-01-10,Go,10,active,
CPT01354,AUH,2025-09-09,Go,79,active,
CPT01355,DXB,2025-08-11,Go,16,active,
CPT01356,DXB,2026-02-19,Go Plus,13,active,
CPT01359,DXB,2025-07-24,Go,24,active,
CPT01361,AUH,2025-08-02,Go,26,active,
CPT01362,SHJ,2026-03-28,Go,36,active,
CPT01363,SHJ,2025-11-20,Go Plus,7,active,
CPT01364,DXB,2025-10-25,Go Plus,30,churned,2025-11-24
CPT01365,SHJ,2026-02-04,Max,22,active,
CPT01366,AUH,2025-10-31,Go,19,active,
CPT01367,SHJ,2025-11-24,Go,22,active,
CPT01369,DXB,2025-10-12,Go,38,active,
CPT01370,SHJ,2025-11-08,Go,8,active,
CPT01371,SHJ,2025-08-10,Go Plus,29,active,
CPT01372,AUH,2025-11-05,Go Plus,30,active,
CPT01375,AUH,2025-10-10,Go,22,active,
CPT01376,DXB,2025-08-20,Max,6,active,
CPT01377,DXB,2025-10-03,Go Plus,46,active,
CPT01378,DXB,2025-11-21,Go Plus,25,active,
CPT01380,DXB,2025-10-29,Go,16,active,
CPT01381,SHJ,2025-12-28,Go,17,active,
CPT01382,DXB,2026-04-24,Go,45,active,
CPT01383,AUH,2025-12-07,Business,53,active,
CPT01385,AUH,2025-11-06,Go Plus,27,active,
CPT01386,DXB,2025-10-29,Business,35,churned,2025-11-05
CPT01387,DXB,2025-12-21,Go Plus,15,active,
CPT01388,AUH,2026-03-17,Go,31,active,
CPT01389,DXB,2025-09-24,Go,49,active,
CPT01390,DXB,2025-09-11,Go,20,churned,2025-09-29
CPT01391,AUH,2025-09-23,Go,3,active,
CPT01392,DXB,2025-09-27,Go Plus,20,active,
CPT01393,DXB,2026-01-11,Go,17,active,
CPT01394,AUH,2025-09-14,Go,7,active,
CPT01395,DXB,2025-09-12,Max,20,active,
CPT01396,SHJ,2025-07-16,Business,26,active,
CPT01397,DXB,2025-11-12,Go,16,active,
CPT01398,DXB,2025-11-17,Max,14,active,
CPT01399,AUH,2025-11-15,Go Plus,45,active,
CPT01400,AUH,2025-12-30,Business,15,active,
CPT01402,DXB,2026-03-05,Go,12,active,
CPT01403,DXB,2026-03-12,Go,11,churned,2026-04-02
CPT01404,SHJ,2025-09-07,Go Plus,14,active,
CPT01406,DXB,2025-08-30,Go,16,active,
CPT01407,DXB,2025-10-13,Go Plus,17,active,
CPT01409,DXB,2025-11-10,Go,38,active,
CPT01410,DXB,2025-08-28,Business,41,active,
CPT01412,DXB,2025-10-19,Go,18,active,
CPT01413,SHJ,2026-01-15,Max,38,churned,2026-01-22
CPT01414,DXB,2025-10-06,Go Plus,15,churned,2025-11-01
CPT01415,AUH,2026-01-25,Go Plus,7,active,
CPT01417,AUH,2025-08-15,Go,18,active,
CPT01418,SHJ,2025-09-17,Go,25,active,
CPT01419,DXB,2025-08-15,Go Plus,26,active,
CPT01420,DXB,2025-09-28,Go,4,active,
CPT01421,DXB,2025-12-28,Go Plus,16,churned,2026-01-14
CPT01422,AUH,2025-09-01,Go,13,active,
CPT01423,DXB,2025-11-14,Business,14,churned,2025-11-27
CPT01424,SHJ,2026-05-08,Go,8,churned,2026-05-20
CPT01426,DXB,2025-09-21,Go,12,active,
CPT01427,SHJ,2026-01-15,Go,24,active,
CPT01428,AUH,2026-02-06,Go Plus,25,active,
CPT01429,DXB,2025-07-04,Business,9,active,
CPT01430,DXB,2025-09-09,Go,5,active,
CPT01431,SHJ,2025-11-04,Go Plus,39,active,
CPT01432,DXB,2025-12-08,Go,19,active,
CPT01433,DXB,2025-08-19,Go,28,active,
CPT01434,DXB,2025-07-09,Max,16,active,
CPT01435,DXB,2025-10-24,Go,7,active,
CPT01436,AUH,2026-02-07,Business,12,active,
CPT01437,AUH,2025-11-30,Go,11,active,
CPT01438,DXB,2025-10-20,Go,13,active,
CPT01439,DXB,2026-03-12,Business,9,churned,2026-03-27
CPT01442,DXB,2025-10-28,Go,53,active,
CPT01443,DXB,2025-10-22,Go,13,churned,2025-11-11
CPT01444,AUH,2025-12-17,Go,13,churned,2025-12-24
CPT01445,SHJ,2026-01-14,Go,23,active,
CPT01446,DXB,2026-03-13,Max,20,active,
CPT01447,SHJ,2026-01-07,Max,22,active,
CPT01449,DXB,2025-11-25,Go Plus,21,active,
CPT01450,AUH,2025-08-18,Go Plus,19,active,
CPT01451,DXB,2025-10-02,Go,10,active,
CPT01454,DXB,2026-01-21,Go,9,churned,2026-01-30
CPT01455,AUH,2025-11-26,Go Plus,7,churned,2025-12-09
CPT01456,DXB,2026-05-01,Business,25,active,
CPT01458,DXB,2025-11-09,Go,22,active,
CPT01459,AUH,2025-10-23,Go,20,active,
CPT01460,AUH,2025-08-12,Go,19,active,
CPT01462,SHJ,2025-12-05,Business,15,active,
CPT01464,DXB,2025-09-15,Go Plus,42,active,
CPT01465,AUH,2026-04-12,Go,17,churned,2026-05-05
CPT01466,AUH,2025-09-24,Go,11,active,
CPT01467,DXB,2025-12-10,Go,11,active,
CPT01468,AUH,2026-02-26,Go,15,active,
CPT01470,DXB,2025-11-27,Max,2,active,
CPT01471,SHJ,2025-08-28,Go,54,active,
CPT01472,DXB,2025-11-01,Go,23,active,
CPT01474,DXB,2025-07-22,Go,40,active,
CPT01476,SHJ,2025-11-13,Go,37,active,
CPT01477,SHJ,2025-10-05,Go,26,active,
CPT01478,AUH,2025-11-17,Go,28,active,
CPT01479,AUH,2026-01-18,Go Plus,29,active,
CPT01480,SHJ,2025-09-07,Go Plus,8,churned,2025-10-01
CPT01481,DXB,2026-03-21,Go,21,active,
CPT01482,SHJ,2025-07-16,Go,48,active,
CPT01484,AUH,2025-07-27,Go,5,active,
CPT01485,SHJ,2026-01-02,Go,14,churned,2026-01-23
CPT01486,AUH,2026-03-23,Go,13,active,
CPT01488,DXB,2025-07-27,Go,20,active,
CPT01489,DXB,2025-08-23,Go,27,active,
CPT01490,AUH,2025-11-02,Max,15,active,
CPT01491,AUH,2025-12-08,Go,14,churned,2026-01-07
CPT01492,DXB,2025-12-07,Max,27,active,
CPT01493,DXB,2025-07-30,Max,13,churned,2025-08-12
CPT01494,AUH,2025-07-28,Go,25,active,
CPT01496,AUH,2026-02-20,Go,31,active,
CPT01497,DXB,2025-10-19,Max,7,active,
CPT01498,SHJ,2025-12-23,Go,10,churned,2026-01-16
CPT01500,AUH,2026-01-17,Go,18,active,
CPT01503,AUH,2026-03-26,Go Plus,43,active,
CPT01504,DXB,2025-11-21,Go,5,active,
CPT01505,DXB,2026-02-18,Go,22,active,
CPT01506,DXB,2025-11-12,Business,60,active,
CPT01507,DXB,2026-03-11,Go,7,active,
CPT01508,AUH,2026-01-09,Go,23,active,
CPT01509,SHJ,2025-09-17,Go,18,active,
CPT01510,DXB,2025-08-31,Go,10,active,
CPT01511,DXB,2025-08-16,Go Plus,72,active,
CPT01512,AUH,2025-10-11,Business,22,churned,2025-11-03
CPT01513,AUH,2025-10-26,Go,1,active,
CPT01514,DXB,2025-12-20,Go,16,churned,2026-01-01
CPT01515,AUH,2026-01-21,Go Plus,28,active,
CPT01516,DXB,2025-08-11,Business,45,active,
CPT01517,SHJ,2025-11-04,Go,12,active,
CPT01518,AUH,2025-12-27,Max,8,active,
CPT01519,DXB,2026-03-04,Business,32,active,
CPT01521,SHJ,2025-09-22,Go,38,churned,2025-10-12
CPT01522,AUH,2026-03-10,Go Plus,16,churned,2026-03-28
CPT01523,DXB,2025-12-11,Go,4,active,
CPT01524,DXB,2025-08-28,Go,35,active,
CPT01525,SHJ,2025-09-11,Go,25,active,
CPT01528,SHJ,2025-09-29,Go,27,active,
CPT01529,DXB,2025-11-09,Go,38,churned,2025-12-02
CPT01531,DXB,2026-04-16,Go,23,active,
CPT01532,SHJ,2025-08-29,Go,6,active,
CPT01533,AUH,2025-10-20,Go Plus,14,churned,2025-11-03
CPT01534,SHJ,2026-02-12,Max,12,churned,2026-02-28
CPT01535,DXB,2026-03-29,Go Plus,38,active,
CPT01536,DXB,2026-03-09,Go,24,active,
CPT01537,DXB,2025-11-03,Go,32,active,
CPT01538,DXB,2025-08-16,Go,15,churned,2025-08-28
CPT01539,DXB,2025-10-16,Business,35,active,
CPT01540,AUH,2026-02-05,Go Plus,64,active,
CPT01542,SHJ,2025-10-26,Go Plus,29,churned,2025-11-07
CPT01543,SHJ,2026-01-07,Go,44,active,
CPT01544,AUH,2025-08-11,Go,36,active,
CPT01545,AUH,2025-08-25,Go,31,active,
CPT01546,DXB,2025-08-02,Business,36,active,
CPT01547,AUH,2026-01-17,Go,11,active,
CPT01548,SHJ,2025-08-02,Max,17,active,
CPT01549,DXB,2026-03-31,Max,28,active,
CPT01550,AUH,2025-12-25,Go,11,active,
CPT01551,AUH,2025-08-28,Business,18,active,
CPT01552,AUH,2026-04-11,Go Plus,10,active,
CPT01553,DXB,2025-08-03,Business,6,churned,2025-08-14
CPT01554,DXB,2026-01-19,Go Plus,23,active,
CPT01555,DXB,2025-12-29,Go,14,active,
CPT01556,DXB,2025-11-15,Go,28,active,
CPT01559,AUH,2025-11-01,Business,30,active,
CPT01560,DXB,2025-08-27,Go,16,active,
CPT01561,AUH,2025-09-15,Go,20,active,
CPT01562,DXB,2025-08-31,Go Plus,4,churned,2025-09-17
CPT01564,DXB,2025-12-05,Go,9,active,
CPT01565,DXB,2025-10-15,Go Plus,19,active,
CPT01566,SHJ,2025-12-06,Go,22,active,
CPT01567,DXB,2025-12-14,Go Plus,21,active,
CPT01569,SHJ,2025-10-15,Go Plus,14,active,
CPT01572,DXB,2025-08-12,Go Plus,50,active,
CPT01574,AUH,2026-02-11,Business,17,active,
CPT01576,SHJ,2025-08-18,Business,52,active,
CPT01577,AUH,2025-11-15,Go Plus,16,active,
CPT01578,SHJ,2026-03-09,Go Plus,13,active,
CPT01579,DXB,2025-12-11,Go,27,active,
CPT01580,SHJ,2026-01-14,Go,14,active,
CPT01581,AUH,2025-09-04,Max,14,churned,2025-09-16
CPT01582,SHJ,2025-12-04,Go Plus,25,churned,2025-12-20
CPT01583,DXB,2026-01-23,Go,22,active,
CPT01584,AUH,2025-11-22,Go,12,active,
CPT01585,DXB,2025-09-01,Go,59,active,
CPT01587,DXB,2025-09-03,Max,10,active,
CPT01588,DXB,2025-08-14,Go Plus,30,active,
CPT01589,AUH,2025-08-14,Go Plus,38,active,
CPT01590,DXB,2025-10-06,Go,37,active,
CPT01591,AUH,2025-10-31,Go,10,active,
CPT01592,SHJ,2025-09-20,Business,23,active,
CPT01593,DXB,2025-12-14,Go,12,churned,2025-12-21
CPT01594,DXB,2025-10-07,Go,15,active,
CPT01596,AUH,2026-01-19,Go,22,active,
CPT01597,SHJ,2025-11-01,Go,13,active,
CPT01598,DXB,2025-08-03,Go,8,churned,2025-08-12
CPT01599,AUH,2025-10-12,Go Plus,19,churned,2025-11-02
CPT01600,DXB,2025-11-30,Go Plus,6,active,
CPT01601,AUH,2026-03-18,Go Plus,72,active,
CPT01602,DXB,2025-11-08,Go,17,churned,2025-12-03
CPT01603,DXB,2026-01-17,Go,15,churned,2026-02-09
CPT01605,DXB,2026-02-20,Go Plus,14,active,
CPT01607,DXB,2025-10-15,Business,41,active,
CPT01609,AUH,2025-11-19,Go,12,active,
CPT01610,DXB,2025-07-14,Go Plus,20,active,
CPT01611,AUH,2025-11-23,Go,22,active,
CPT01612,SHJ,2025-10-23,Go,10,active,
CPT01615,DXB,2025-11-04,Business,41,active,
CPT01616,SHJ,2025-07-28,Business,2,active,
CPT01617,DXB,2025-10-08,Go,23,churned,2025-11-05
CPT01618,DXB,2025-11-02,Go,11,active,
CPT01619,DXB,2026-03-16,Go,31,active,
CPT01620,AUH,2025-12-16,Business,31,active,
CPT01622,AUH,2025-08-30,Business,11,active,
CPT01623,SHJ,2026-02-21,Go Plus,13,active,
CPT01624,AUH,2025-11-10,Business,44,active,
CPT01625,DXB,2026-01-15,Go Plus,34,active,
CPT01626,DXB,2025-09-21,Go,4,churned,2025-10-21
CPT01627,AUH,2026-03-10,Go,24,active,
CPT01628,SHJ,2025-12-01,Go,11,churned,2025-12-22
CPT01629,DXB,2025-11-28,Go,17,active,
CPT01630,SHJ,2026-01-13,Go,10,churned,2026-02-12
CPT01632,DXB,2025-09-25,Go,23,active,
CPT01633,SHJ,2025-10-25,Go,15,active,
CPT01634,DXB,2026-04-03,Go,31,active,
CPT01635,SHJ,2025-11-27,Go,31,active,
CPT01636,DXB,2025-12-09,Go Plus,19,churned,2026-01-04
CPT01637,AUH,2025-12-13,Go,15,active,
CPT01641,SHJ,2025-12-22,Go Plus,24,active,
CPT01643,DXB,2026-03-01,Go Plus,5,active,
CPT01644,AUH,2025-11-29,Business,2,churned,2025-12-09
CPT01645,SHJ,2025-10-02,Go,8,active,
CPT01646,DXB,2025-11-06,Go,10,active,
CPT01647,SHJ,2025-10-31,Go,2,active,
CPT01649,DXB,2026-02-25,Go,34,active,
CPT01650,SHJ,2025-09-07,Go,14,active,
CPT01651,SHJ,2026-02-08,Go,33,active,
CPT01652,AUH,2025-12-07,Go,12,active,
CPT01654,SHJ,2025-08-17,Go,23,active,
CPT01657,DXB,2025-12-05,Go,29,active,
CPT01658,AUH,2025-10-01,Go Plus,7,churned,2025-10-25
CPT01660,AUH,2025-08-26,Go,23,active,
CPT01662,DXB,2026-02-27,Go,25,active,
CPT01664,SHJ,2025-08-05,Go,8,active,
CPT01666,DXB,2025-08-17,Go Plus,18,churned,2025-09-10
CPT01667,AUH,2025-12-25,Business,38,active,
CPT01668,DXB,2025-08-26,Go,17,active,
CPT01671,DXB,2025-10-22,Business,28,active,
CPT01672,DXB,2026-04-07,Go Plus,5,active,
CPT01673,SHJ,2025-10-29,Max,25,active,
CPT01674,AUH,2025-12-08,Go,8,active,
CPT01675,AUH,2026-02-08,Go Plus,16,active,
CPT01676,SHJ,2025-08-07,Go,15,active,
CPT01677,SHJ,2025-07-31,Go,70,active,
CPT01679,DXB,2025-10-30,Go Plus,13,active,
CPT01680,DXB,2025-08-01,Go,10,churned,2025-08-18
CPT01681,AUH,2025-11-21,Business,51,active,
CPT01682,DXB,2026-01-19,Go,40,active,
CPT01683,DXB,2025-09-25,Go,19,active,
CPT01684,AUH,2025-12-30,Go,16,active,
CPT01685,DXB,2025-10-05,Max,42,churned,2025-10-20
CPT01687,AUH,2026-03-13,Go,18,active,
CPT01689,DXB,2025-07-28,Business,22,active,
CPT01690,DXB,2026-03-03,Go,21,active,
CPT01691,AUH,2026-01-12,Business,8,churned,2026-02-03
CPT01692,SHJ,2025-11-21,Go Plus,26,active,
CPT01693,DXB,2025-11-19,Go,26,active,
CPT01694,DXB,2025-12-19,Go,16,active,
CPT01696,AUH,2025-10-08,Go,15,active,
CPT01697,SHJ,2026-01-24,Go,16,active,
CPT01698,DXB,2025-11-17,Go Plus,18,active,
CPT01699,DXB,2025-10-15,Go Plus,12,active,
CPT01700,DXB,2025-11-11,Go Plus,37,churned,2025-12-05
CPT01701,DXB,2025-07-31,Go,32,active,
CPT01702,AUH,2025-11-26,Go,15,active,
CPT01704,DXB,2025-10-01,Max,6,active,
CPT01705,DXB,2026-01-18,Max,43,active,
CPT01706,SHJ,2025-11-17,Go,20,active,
CPT01707,AUH,2025-07-08,Go Plus,14,active,
CPT01708,DXB,2025-11-23,Go,13,active,
CPT01713,AUH,2025-07-14,Go Plus,6,churned,2025-08-02
CPT01715,SHJ,2025-10-17,Go,24,active,
CPT01716,AUH,2025-09-11,Go,4,active,
CPT01719,SHJ,2026-01-29,Go Plus,12,active,
CPT01720,AUH,2026-04-24,Go,6,churned,2026-05-02
CPT01721,SHJ,2025-10-02,Go Plus,10,churned,2025-10-24
CPT01722,DXB,2025-09-04,Go,7,active,
CPT01724,DXB,2025-11-06,Business,21,active,
CPT01725,DXB,2025-11-14,Business,7,active,
CPT01727,AUH,2026-03-06,Business,16,active,
CPT01728,SHJ,2025-10-09,Go,15,active,
CPT01730,SHJ,2025-09-11,Go,28,active,
CPT01731,AUH,2025-10-18,Max,6,active,
CPT01732,SHJ,2025-08-11,Go Plus,35,active,
CPT01733,DXB,2025-11-03,Go,17,active,
CPT01734,SHJ,2025-08-14,Go,9,churned,2025-09-12
CPT01735,DXB,2026-04-14,Go,19,active,
CPT01737,AUH,2026-02-27,Business,14,active,
CPT01738,DXB,2025-10-12,Max,23,active,
CPT01741,AUH,2025-10-17,Go,33,active,
CPT01743,SHJ,2025-08-01,Go Plus,8,active,
CPT01745,DXB,2025-09-07,Go,49,active,
CPT01748,SHJ,2025-12-16,Go Plus,14,churned,2026-01-02
CPT01749,DXB,2026-02-12,Go Plus,30,active,
CPT01750,DXB,2025-08-23,Go,21,active,
CPT01751,DXB,2026-04-23,Go Plus,8,churned,2026-05-02
CPT01752,SHJ,2025-09-04,Go,19,active,
CPT01754,AUH,2026-01-31,Max,10,active,
CPT01755,DXB,2026-01-17,Go Plus,8,active,
CPT01756,DXB,2025-09-28,Go,24,active,
CPT01757,SHJ,2025-10-24,Business,24,active,
CPT01759,AUH,2025-08-08,Go Plus,19,churned,2025-08-19
CPT01760,DXB,2025-10-07,Go,23,active,
CPT01761,DXB,2026-01-18,Go,13,active,
CPT01762,DXB,2026-04-25,Business,25,active,
CPT01764,AUH,2025-09-08,Go,5,active,
CPT01765,DXB,2026-01-29,Max,13,active,
CPT01766,DXB,2025-08-31,Go,37,active,
CPT01767,SHJ,2025-08-31,Go,34,active,
CPT01768,DXB,2025-08-04,Business,31,churned,2025-08-25
CPT01769,DXB,2025-10-02,Go Plus,11,active,
CPT01770,AUH,2025-10-19,Go,26,active,
CPT01771,SHJ,2025-12-13,Go,25,active,
CPT01772,DXB,2025-08-29,Go,7,churned,2025-09-24
CPT01773,AUH,2025-08-21,Go,19,active,
CPT01774,SHJ,2025-09-21,Business,5,active,
CPT01776,AUH,2026-01-24,Go,34,active,
CPT01777,AUH,2026-01-03,Go,14,active,
CPT01778,SHJ,2025-11-22,Go,9,active,
CPT01779,DXB,2026-02-13,Business,51,active,
CPT01780,AUH,2025-10-06,Go,23,active,
CPT01781,AUH,2025-08-12,Go,17,churned,2025-08-31
CPT01782,DXB,2025-08-28,Go,56,active,
CPT01783,SHJ,2025-11-15,Go Plus,13,active,
CPT01784,DXB,2026-01-12,Go,17,active,
CPT01785,DXB,2025-08-14,Go,4,active,
CPT01786,AUH,2025-10-25,Go Plus,47,active,
CPT01788,AUH,2025-10-17,Go,13,churned,2025-11-03
CPT01789,DXB,2025-09-21,Go,11,active,
CPT01792,DXB,2025-09-21,Go,22,active,
CPT01793,DXB,2025-10-19,Go,10,active,
CPT01794,DXB,2025-07-22,Go,11,active,
CPT01795,DXB,2025-10-21,Business,15,active,
CPT01796,DXB,2025-08-14,Go,4,active,
CPT01797,DXB,2025-08-11,Go,17,active,
CPT01798,AUH,2026-01-10,Business,5,active,
CPT01800,AUH,2026-01-16,Go Plus,9,active,
CPT01801,DXB,2026-01-14,Go,39,active,
CPT01802,DXB,2025-10-03,Go Plus,19,active,
CPT01803,DXB,2025-07-14,Go,6,churned,2025-07-29
CPT01804,DXB,2025-10-05,Go Plus,7,churned,2025-10-27
CPT01806,DXB,2025-10-22,Go,22,active,
CPT01807,SHJ,2025-11-15,Go,30,active,
CPT01808,SHJ,2025-08-02,Go Plus,25,active,
CPT01809,AUH,2025-09-10,Go Plus,15,churned,2025-10-06
CPT01810,DXB,2026-03-13,Go,23,active,
CPT01812,AUH,2025-12-17,Go,18,churned,2026-01-07
CPT01813,SHJ,2025-12-20,Go,6,active,
CPT01814,AUH,2026-05-05,Go,21,active,
CPT01816,AUH,2025-07-11,Go Plus,19,churned,2025-08-04
CPT01817,AUH,2025-11-05,Go,12,active,
CPT01819,DXB,2026-01-13,Go,20,active,
CPT01821,DXB,2025-09-06,Go,21,active,
CPT01822,SHJ,2026-03-05,Go,16,active,
CPT01823,DXB,2026-03-16,Go Plus,16,churned,2026-04-10
CPT01824,AUH,2025-11-10,Business,7,active,
CPT01825,SHJ,2026-01-08,Go,22,active,
CPT01826,DXB,2026-03-14,Go,15,churned,2026-04-02
CPT01828,AUH,2026-01-04,Go Plus,5,active,
CPT01831,AUH,2025-08-29,Business,11,churned,2025-09-26
CPT01832,AUH,2025-11-12,Go Plus,18,churned,2025-11-21
CPT01833,SHJ,2025-12-16,Go,19,active,
CPT01835,DXB,2026-01-03,Go,13,active,
CPT01837,DXB,2025-08-03,Business,10,active,
CPT01839,DXB,2025-09-19,Go,7,active,
CPT01842,DXB,2025-07-15,Go,2,active,
CPT01843,AUH,2025-08-19,Go,20,active,
CPT01845,DXB,2025-11-15,Go,31,active,
CPT01846,DXB,2025-10-28,Go,14,churned,2025-11-14
CPT01847,DXB,2025-12-11,Go Plus,18,active,
CPT01848,DXB,2025-10-08,Go,5,churned,2025-11-03
CPT01850,AUH,2025-11-11,Go,17,churned,2025-11-20
CPT01852,SHJ,2025-09-01,Business,9,active,
CPT01853,DXB,2025-12-03,Max,7,active,
CPT01854,DXB,2026-04-28,Business,5,active,
CPT01855,DXB,2025-10-15,Go,6,active,
CPT01856,AUH,2025-09-24,Go,10,active,
CPT01858,DXB,2026-03-28,Go,20,active,
CPT01861,DXB,2025-07-21,Go Plus,22,active,
CPT01862,SHJ,2026-04-15,Go,11,active,
CPT01864,DXB,2026-01-18,Business,32,active,
CPT01865,AUH,2025-10-29,Go,7,active,
CPT01869,SHJ,2026-01-14,Go,37,active,
CPT01870,DXB,2025-08-29,Max,7,active,
CPT01871,AUH,2025-10-01,Go,50,active,
CPT01872,AUH,2026-04-29,Go,17,active,
CPT01873,AUH,2025-08-18,Go Plus,7,active,
CPT01874,SHJ,2025-12-28,Go,18,churned,2026-01-07
CPT01875,DXB,2025-10-04,Go,18,active,
CPT01876,AUH,2025-09-29,Max,9,active,
CPT01878,DXB,2025-08-13,Business,23,churned,2025-09-07
CPT01880,DXB,2025-11-22,Go,52,active,
CPT01881,AUH,2025-10-18,Go,8,active,
CPT01882,DXB,2025-12-25,Go,54,active,
CPT01883,AUH,2026-03-12,Go,15,active,
CPT01884,DXB,2025-12-05,Go,17,active,
CPT01885,SHJ,2025-09-16,Go,25,active,
CPT01887,DXB,2025-11-13,Business,10,churned,2025-12-10
CPT01889,SHJ,2026-03-20,Business,6,active,
CPT01890,AUH,2025-09-18,Go,13,churned,2025-10-12
CPT01891,DXB,2025-10-29,Go Plus,7,churned,2025-11-10
CPT01893,SHJ,2025-08-21,Go,3,active,
CPT01894,DXB,2025-12-26,Business,35,churned,2026-01-02
CPT01897,DXB,2026-02-02,Go,37,active,
CPT01898,DXB,2026-03-31,Go Plus,30,active,
CPT01899,DXB,2025-10-10,Max,13,active,
CPT01901,AUH,2025-11-07,Business,8,active,
CPT01902,SHJ,2025-11-21,Go Plus,15,active,
CPT01903,AUH,2025-08-11,Go,23,active,
CPT01904,SHJ,2025-08-14,Business,9,active,
CPT01905,AUH,2026-02-13,Go,0,active,
CPT01906,DXB,2026-02-10,Go,27,active,
CPT01907,SHJ,2025-07-17,Go,17,active,
CPT01908,DXB,2026-05-10,Business,12,churned,2026-06-06
CPT01911,AUH,2025-10-31,Go,33,active,
CPT01912,SHJ,2025-08-26,Go,11,active,
CPT01913,DXB,2026-03-07,Business,26,active,
CPT01914,DXB,2026-02-04,Go,9,active,
CPT01915,SHJ,2025-08-20,Business,4,churned,2025-09-19
CPT01916,DXB,2025-07-11,Go,16,churned,2025-08-09
CPT01917,DXB,2025-10-05,Go Plus,39,active,
CPT01918,DXB,2026-03-01,Go,16,active,
CPT01919,DXB,2026-03-26,Go Plus,13,active,
CPT01921,AUH,2026-01-01,Go,33,active,
CPT01922,SHJ,2026-01-08,Go,11,active,
CPT01924,DXB,2025-08-02,Go,19,active,
CPT01925,SHJ,2025-11-12,Go Plus,12,active,
CPT01926,DXB,2025-07-16,Go,21,active,
CPT01927,AUH,2025-08-04,Go,18,active,
CPT01929,DXB,2025-12-08,Go,39,active,
CPT01930,AUH,2026-01-04,Go,4,active,
CPT01931,AUH,2026-04-24,Max,33,active,
CPT01932,DXB,2025-09-07,Go,16,active,
CPT01934,DXB,2025-12-14,Go,33,active,
CPT01935,DXB,2025-08-31,Go Plus,16,active,
CPT01937,SHJ,2025-10-28,Go,47,active,
CPT01938,SHJ,2025-09-12,Go,45,churned,2025-10-12
CPT01939,SHJ,2025-11-29,Go Plus,7,churned,2025-12-11
CPT01940,AUH,2026-02-15,Business,32,active,
CPT01941,AUH,2025-11-13,Go Plus,7,active,
CPT01943,DXB,2026-03-06,Max,7,active,
CPT01945,DXB,2025-08-23,Go,14,active,
CPT01946,SHJ,2026-04-10,Go,6,churned,2026-04-23
CPT01947,AUH,2025-11-25,Go Plus,23,active,
CPT01948,DXB,2025-08-27,Go,23,active,
CPT01950,DXB,2025-12-06,Go,25,churned,2025-12-23
CPT01951,DXB,2025-08-06,Go,13,churned,2025-08-23
CPT01953,AUH,2025-09-09,Go,8,active,
CPT01954,DXB,2026-04-05,Go Plus,17,active,
CPT01956,DXB,2025-10-18,Go,45,churned,2025-11-11
CPT01958,DXB,2025-09-24,Go,11,churned,2025-10-21
CPT01959,DXB,2025-09-08,Go,57,active,
CPT01960,DXB,2025-12-07,Go,18,churned,2026-01-06
CPT01962,SHJ,2025-09-29,Go,11,churned,2025-10-07
CPT01963,AUH,2025-09-11,Business,15,active,
CPT01964,AUH,2025-12-16,Go Plus,14,active,
CPT01965,AUH,2025-07-18,Go,17,active,
CPT01966,DXB,2025-11-28,Go,23,active,
CPT01967,AUH,2026-02-16,Go Plus,24,active,
CPT01968,DXB,2026-03-19,Business,18,churned,2026-04-05
CPT01969,AUH,2025-10-06,Go Plus,40,churned,2025-10-15
CPT01970,SHJ,2025-09-16,Go,35,churned,2025-09-25
CPT01972,SHJ,2025-12-14,Business,25,active,
CPT01973,DXB,2025-11-15,Go Plus,5,active,
CPT01974,DXB,2025-10-08,Max,18,active,
CPT01975,SHJ,2026-01-29,Go Plus,19,active,
CPT01976,DXB,2025-11-10,Go Plus,8,active,
CPT01977,DXB,2025-09-22,Go,25,active,
CPT01978,AUH,2025-09-08,Go,6,churned,2025-09-17
CPT01980,DXB,2025-09-02,Go,47,active,
CPT01981,SHJ,2025-10-03,Go,21,active,
CPT01982,AUH,2025-10-14,Go,10,churned,2025-10-31
CPT01983,SHJ,2025-09-10,Business,5,active,
