datetime,zone_id,requests,completed,unfulfilled,active_captains,avg_eta_promised_min,avg_eta_actual_min,avg_surge
2026-03-30 13:00:00,Z06,2,2,0,1,6.4,6.8,0.97
2026-03-30 18:00:00,Z06,6,6,0,2,6.7,5.7,0.99
2026-04-01 16:00:00,Z06,3,2,1,1,6.5,8.0,1.36
2026-04-09 07:00:00,Z06,6,6,0,2,6.9,6.2,0.99
2026-04-13 11:00:00,Z06,5,5,0,2,6.8,5.9,0.98
2026-04-13 19:00:00,Z06,3,3,0,1,6.8,6.7,1.03
2026-04-14 08:00:00,Z06,5,5,0,2,6.6,7.0,0.99
2026-04-14 09:00:00,Z06,1,1,0,1,6.3,6.9,0.99
2026-04-14 13:00:00,Z06,1,1,0,1,6.5,6.7,1.0
2026-04-16 14:00:00,Z06,0,0,0,1,6.4,5.7,1.04
2026-04-17 10:00:00,Z06,6,6,0,2,6.2,6.5,0.99
2026-04-19 10:00:00,Z06,3,2,1,1,6.4,8.7,1.35
2026-04-23 21:00:00,Z06,5,4,1,1,6.9,7.6,1.17
2026-04-27 13:00:00,Z06,4,3,1,1,6.8,8.5,1.2
2026-05-02 04:00:00,Z06,0,0,0,1,6.8,6.4,0.97
2026-05-07 05:00:00,Z06,0,0,0,1,6.7,5.2,0.97
2026-05-11 02:00:00,Z06,1,1,0,1,6.6,6.9,1.01
2026-05-19 19:00:00,Z06,3,2,1,1,6.8,7.7,1.35
2026-05-24 23:00:00,Z06,0,0,0,1,6.1,4.9,1.01
2026-05-26 07:00:00,Z06,8,8,0,3,7.0,6.8,0.98
2026-05-27 01:00:00,Z06,1,1,0,1,6.6,7.3,0.99
2026-05-27 19:00:00,Z06,6,6,0,2,6.5,7.3,0.98
2026-05-28 00:00:00,Z06,2,2,0,1,6.3,7.3,1.0
2026-05-28 03:00:00,Z06,0,0,0,1,6.7,5.1,0.99
2026-05-29 14:00:00,Z06,4,4,0,1,7.0,7.2,0.98
2026-05-30 15:00:00,Z06,5,5,0,2,6.8,6.9,0.98
2026-06-01 22:00:00,Z06,0,0,0,1,6.7,6.6,1.01
2026-06-03 18:00:00,Z06,9,7,2,2,6.9,7.8,1.19
2026-06-04 04:00:00,Z06,0,0,0,1,6.8,4.9,0.93
2026-06-05 20:00:00,Z06,7,7,0,2,6.5,8.2,1.0
2026-06-09 21:00:00,Z06,2,2,0,1,6.7,7.4,1.02
2026-06-10 03:00:00,Z06,0,0,0,1,7.1,5.5,1.0
2026-06-11 01:00:00,Z06,1,1,0,1,6.7,6.8,0.99
2026-06-26 00:00:00,Z06,4,3,1,1,6.9,7.9,1.23
2026-06-27 11:00:00,Z06,4,3,1,1,6.4,7.2,1.26
2026-06-27 21:00:00,Z06,6,6,0,2,6.6,6.3,1.02
2026-06-28 23:00:00,Z06,2,2,0,1,6.4,6.1,0.99
2026-06-29 06:00:00,Z06,1,1,0,1,6.4,7.7,1.0
2025-07-01 02:00:00,Z07,1,1,0,1,8.7,8.6,0.98
2025-07-02 17:00:00,Z07,5,5,0,2,8.9,8.2,0.97
2025-07-10 03:00:00,Z07,1,1,0,1,8.6,8.1,0.96
2025-07-12 06:00:00,Z07,8,7,1,2,8.6,9.6,1.14
2025-07-16 19:00:00,Z07,4,4,0,1,8.8,8.6,1.02
2025-07-18 18:00:00,Z07,6,6,0,2,8.8,8.6,1.03
2025-07-18 20:00:00,Z07,7,6,1,2,8.2,8.6,1.11
2025-07-21 04:00:00,Z07,3,3,0,1,8.8,10.0,1.01
2025-07-27 01:00:00,Z07,2,2,0,1,8.8,7.6,1.01
2025-07-28 08:00:00,Z07,6,5,1,2,8.8,8.6,1.12
2025-08-01 19:00:00,Z07,6,6,0,2,8.9,9.0,1.01
2025-08-03 05:00:00,Z07,3,3,0,1,8.7,8.9,1.02
2025-08-03 11:00:00,Z07,0,0,0,1,9.5,7.8,0.97
2025-08-03 17:00:00,Z07,5,4,1,1,9.5,8.9,1.13
2025-08-06 03:00:00,Z07,0,0,0,1,8.2,7.4,1.01
2025-08-13 09:00:00,Z07,2,2,0,1,8.7,10.5,1.01
2025-08-15 08:00:00,Z07,4,4,0,1,8.4,9.1,1.03
2025-08-16 15:00:00,Z07,4,3,1,1,8.8,11.4,1.26
2025-08-24 04:00:00,Z07,0,0,0,1,8.4,8.1,0.94
2025-08-26 10:00:00,Z07,3,3,0,1,9.0,9.1,0.99
2025-08-28 18:00:00,Z07,2,1,1,1,8.6,13.5,1.62
2025-09-02 23:00:00,Z07,1,1,0,1,8.5,8.2,1.03
2025-09-04 18:00:00,Z07,5,5,0,2,8.9,9.8,0.99
2025-09-06 10:00:00,Z07,5,4,1,1,8.8,10.1,1.18
2025-09-08 12:00:00,Z07,2,2,0,1,8.9,9.1,1.02
2025-09-09 17:00:00,Z07,5,4,1,1,8.7,9.4,1.19
2025-09-13 03:00:00,Z07,0,0,0,1,8.6,7.6,1.01
2025-09-14 11:00:00,Z07,2,1,1,1,8.5,13.5,1.62
2025-09-14 13:00:00,Z07,1,1,0,1,8.9,8.8,1.02
2025-09-16 08:00:00,Z07,3,3,0,1,8.8,7.8,0.99
2025-09-18 04:00:00,Z07,0,0,0,1,8.4,7.0,1.03
2025-09-18 19:00:00,Z07,5,5,0,2,8.6,8.5,0.99
2025-09-18 22:00:00,Z07,0,0,0,1,9.0,8.2,0.99
2025-09-24 18:00:00,Z07,2,2,0,1,8.7,8.9,1.0
2025-09-25 07:00:00,Z07,6,6,0,2,8.6,9.2,0.97
2025-09-25 18:00:00,Z07,1,1,0,1,8.6,9.6,1.01
2025-09-30 14:00:00,Z07,3,3,0,1,8.3,8.6,0.99
2025-10-04 12:00:00,Z07,0,0,0,1,8.8,8.0,1.0
2025-10-04 15:00:00,Z07,3,3,0,1,8.5,8.2,1.0
2025-10-06 10:00:00,Z07,0,0,0,1,8.8,8.1,1.0
2025-10-08 09:00:00,Z07,3,3,0,1,8.9,8.2,0.97
2025-10-09 04:00:00,Z07,1,1,0,1,9.1,8.7,1.04
2025-10-11 05:00:00,Z07,1,1,0,1,8.9,8.8,1.02
2025-10-16 15:00:00,Z07,1,1,0,1,9.0,9.2,0.99
2025-10-17 23:00:00,Z07,2,2,0,1,8.7,9.4,1.03
2025-10-20 21:00:00,Z07,2,1,1,1,9.3,11.0,1.75
2025-10-21 01:00:00,Z07,1,1,0,1,9.0,8.4,0.96
2025-10-22 02:00:00,Z07,1,1,0,1,8.7,9.4,1.0
2025-10-22 18:00:00,Z07,1,1,0,1,8.8,8.7,1.0
2025-10-31 11:00:00,Z07,2,2,0,1,8.7,8.7,0.98
2025-11-01 01:00:00,Z07,0,0,0,1,9.0,7.9,1.01
2025-11-02 03:00:00,Z07,0,0,0,1,8.9,6.8,1.02
2025-11-03 04:00:00,Z07,1,1,0,1,8.7,9.5,0.98
2025-11-03 09:00:00,Z07,3,2,1,1,9.2,10.2,1.37
2025-11-09 15:00:00,Z07,2,2,0,1,8.8,9.2,0.98
2025-11-13 02:00:00,Z07,4,4,0,1,8.8,8.7,1.01
2025-11-13 20:00:00,Z07,4,3,1,1,8.6,9.9,1.25
2025-11-16 23:00:00,Z07,2,1,1,1,8.7,13.5,1.71
2025-11-19 11:00:00,Z07,1,1,0,1,8.9,8.9,1.0
2025-11-22 12:00:00,Z07,4,4,0,1,8.7,8.6,0.99
2025-12-01 13:00:00,Z07,1,1,0,1,8.7,8.3,0.98
2025-12-02 23:00:00,Z07,0,0,0,1,8.3,7.6,1.01
2025-12-06 01:00:00,Z07,1,1,0,1,9.0,8.7,0.98
2025-12-11 17:00:00,Z07,0,0,0,1,8.6,7.5,0.97
2025-12-15 11:00:00,Z07,4,3,1,1,8.6,9.4,1.23
2025-12-17 01:00:00,Z07,1,1,0,1,8.5,8.9,1.01
2025-12-23 06:00:00,Z07,5,5,0,2,8.4,9.1,0.98
2025-12-23 18:00:00,Z07,3,2,1,1,9.0,11.9,1.32
2025-12-26 11:00:00,Z07,1,1,0,1,9.5,8.9,1.01
2026-01-01 00:00:00,Z07,1,1,0,1,8.8,8.6,1.0
2026-01-03 20:00:00,Z07,6,5,1,2,8.6,9.3,1.13
2026-01-07 05:00:00,Z07,2,1,1,1,8.8,12.8,1.72
2026-01-10 17:00:00,Z07,5,5,0,2,8.9,8.4,1.02
2026-01-12 06:00:00,Z07,2,2,0,1,8.8,8.9,0.98
2026-01-12 19:00:00,Z07,4,3,1,1,8.8,10.7,1.25
2026-01-18 20:00:00,Z07,3,2,1,1,8.2,11.4,1.33
2026-01-19 12:00:00,Z07,3,2,1,1,8.3,12.1,1.43
2026-01-24 02:00:00,Z07,0,0,0,1,8.5,6.4,1.02
2026-01-24 13:00:00,Z07,3,2,1,1,8.7,11.0,1.36
2026-01-30 02:00:00,Z07,0,0,0,1,9.1,8.0,1.02
2026-01-31 00:00:00,Z07,5,5,0,2,8.3,8.6,0.99
2026-01-31 16:00:00,Z07,2,1,1,1,8.4,11.8,1.69
2026-02-01 16:00:00,Z07,5,4,1,1,8.5,9.8,1.16
2026-02-03 10:00:00,Z07,3,2,1,1,9.2,10.6,1.35
2026-02-07 23:00:00,Z07,2,1,1,1,9.1,13.3,1.75
2026-02-08 18:00:00,Z07,5,4,1,1,8.2,9.6,1.15
2026-02-23 06:00:00,Z07,6,5,1,2,8.8,9.5,1.14
2026-02-25 21:00:00,Z07,2,2,0,1,8.8,8.6,1.01
2026-02-28 05:00:00,Z07,3,3,0,1,8.9,7.9,0.99
2026-03-05 13:00:00,Z07,6,5,1,2,9.1,9.6,1.15
2026-03-05 15:00:00,Z07,4,3,1,1,8.4,11.1,1.24
2026-03-06 01:00:00,Z07,4,3,1,1,9.1,10.7,1.23
2026-03-07 01:00:00,Z07,2,2,0,1,8.9,9.5,0.98
2026-03-08 15:00:00,Z07,2,2,0,1,8.5,8.9,1.03
2026-03-09 11:00:00,Z07,2,1,1,1,8.7,11.2,1.67
2026-03-12 11:00:00,Z07,4,4,0,1,8.7,8.5,1.0
2026-03-12 18:00:00,Z07,4,4,0,1,8.8,8.2,1.03
2026-03-17 18:00:00,Z07,3,2,1,1,9.4,10.6,1.37
2026-03-23 10:00:00,Z07,6,6,0,2,9.2,10.1,0.98
2026-03-25 17:00:00,Z07,1,1,0,1,9.0,8.2,0.98
2026-03-26 02:00:00,Z07,1,1,0,1,9.2,8.6,1.01
2026-03-27 16:00:00,Z07,7,6,1,2,9.0,10.2,1.12
2026-03-28 07:00:00,Z07,8,8,0,3,8.5,9.6,0.99
2026-03-30 05:00:00,Z07,1,1,0,1,8.8,8.8,0.99
2026-03-30 06:00:00,Z07,4,4,0,1,8.5,8.8,0.97
2026-04-02 10:00:00,Z07,3,2,1,1,8.5,10.1,1.36
2026-04-04 20:00:00,Z07,6,5,1,2,8.8,11.2,1.15
2026-04-08 21:00:00,Z07,3,2,1,1,8.1,10.1,1.37
2026-04-11 02:00:00,Z07,1,1,0,1,9.1,10.0,1.0
2026-04-11 08:00:00,Z07,10,10,0,4,8.8,8.8,1.0
2026-04-13 16:00:00,Z07,1,1,0,1,8.9,9.6,1.01
2026-04-14 09:00:00,Z07,8,7,1,2,8.9,9.1,1.12
2026-04-17 07:00:00,Z07,4,3,1,1,8.6,11.1,1.21
2026-04-22 07:00:00,Z07,4,4,0,1,8.7,8.3,1.04
2026-04-25 03:00:00,Z07,2,1,1,1,8.6,13.5,1.71
2026-05-02 22:00:00,Z07,4,3,1,1,9.0,10.6,1.21
2026-05-03 07:00:00,Z07,10,10,0,4,8.9,9.0,1.02
2026-05-11 22:00:00,Z07,0,0,0,1,9.0,8.0,1.0
2026-05-17 19:00:00,Z07,7,7,0,3,8.5,8.2,1.02
2026-05-19 14:00:00,Z07,6,5,1,2,8.9,10.1,1.13
2026-05-19 21:00:00,Z07,7,5,2,2,9.5,9.7,1.27
2026-05-30 01:00:00,Z07,3,2,1,1,9.1,11.5,1.31
2026-05-31 05:00:00,Z07,2,2,0,1,9.0,8.5,1.01
2026-06-06 02:00:00,Z07,0,0,0,1,8.5,6.6,1.0
2026-06-06 20:00:00,Z07,5,5,0,2,8.5,8.6,0.99
2026-06-13 16:00:00,Z07,5,5,0,2,8.8,8.7,1.0
2026-06-20 18:00:00,Z07,7,5,2,2,8.5,9.8,1.3
2026-06-23 21:00:00,Z07,6,6,0,2,8.8,8.1,1.04
2026-06-23 22:00:00,Z07,6,5,1,2,9.0,9.4,1.11
2026-06-24 14:00:00,Z07,4,4,0,1,8.5,7.9,1.0
2026-06-26 16:00:00,Z07,3,3,0,1,9.4,9.1,1.01
2026-06-28 05:00:00,Z07,3,3,0,1,8.9,9.0,0.99
2026-06-28 10:00:00,Z07,6,6,0,2,8.7,9.9,0.98
2025-07-01 10:00:00,Z08,2,1,1,1,7.2,10.2,1.71
2025-07-03 16:00:00,Z08,3,2,1,1,7.5,9.6,1.35
2025-07-08 05:00:00,Z08,1,1,0,1,7.4,8.3,0.98
2025-07-10 00:00:00,Z08,0,0,0,1,7.3,6.3,1.01
2025-07-13 11:00:00,Z08,2,1,1,1,7.2,11.1,1.75
2025-07-16 16:00:00,Z08,1,1,0,1,7.0,7.1,1.03
2025-07-21 11:00:00,Z08,2,1,1,1,7.3,10.1,1.73
2025-07-21 17:00:00,Z08,7,6,1,2,7.5,7.7,1.13
2025-07-23 05:00:00,Z08,3,3,0,1,7.3,6.4,1.02
2025-07-30 19:00:00,Z08,2,2,0,1,7.1,7.2,0.99
2025-07-31 08:00:00,Z08,5,4,1,1,7.0,7.6,1.2
2025-08-04 18:00:00,Z08,4,3,1,1,7.4,7.7,1.26
2025-08-05 14:00:00,Z08,1,1,0,1,7.3,6.8,1.0
2025-08-07 20:00:00,Z08,2,2,0,1,7.0,7.0,0.98
2025-08-11 03:00:00,Z08,0,0,0,1,7.2,5.7,0.99
2025-08-16 06:00:00,Z08,4,4,0,1,7.3,8.4,0.98
2025-08-24 03:00:00,Z08,1,1,0,1,7.0,7.2,1.0
2025-08-25 17:00:00,Z08,4,4,0,1,7.4,7.4,1.01
2025-08-28 23:00:00,Z08,0,0,0,1,7.3,6.0,1.03
2025-08-29 05:00:00,Z08,3,2,1,1,7.3,7.8,1.39
2025-09-07 16:00:00,Z08,5,4,1,1,7.5,8.4,1.19
2025-09-08 09:00:00,Z08,6,5,1,2,7.4,8.3,1.14
2025-09-10 13:00:00,Z08,2,2,0,1,7.4,6.3,0.97
2025-09-17 15:00:00,Z08,5,5,0,2,7.4,7.2,1.02
2025-09-21 04:00:00,Z08,0,0,0,1,7.2,5.8,1.01
2025-09-21 16:00:00,Z08,3,3,0,1,7.4,8.1,0.99
2025-09-25 02:00:00,Z08,0,0,0,1,7.2,7.0,0.97
2025-09-26 15:00:00,Z08,0,0,0,1,7.0,5.7,0.98
2025-09-30 22:00:00,Z08,0,0,0,1,7.0,7.0,0.98
2025-10-08 08:00:00,Z08,3,3,0,1,6.9,7.4,0.97
2025-10-08 18:00:00,Z08,3,3,0,1,7.3,7.4,1.02
2025-10-09 05:00:00,Z08,3,3,0,1,7.1,7.0,0.98
2025-10-09 14:00:00,Z08,1,1,0,1,7.0,6.3,1.04
2025-10-10 14:00:00,Z08,2,2,0,1,7.0,7.2,0.97
2025-10-17 22:00:00,Z08,0,0,0,1,7.2,6.0,1.02
2025-10-18 02:00:00,Z08,0,0,0,1,6.9,5.9,1.01
2025-10-31 07:00:00,Z08,6,6,0,2,7.1,7.4,1.01
2025-11-02 10:00:00,Z08,2,2,0,1,7.3,7.2,1.04
2025-11-02 11:00:00,Z08,1,1,0,1,6.9,7.6,1.02
2025-11-04 03:00:00,Z08,1,1,0,1,7.1,7.6,1.0
2025-11-04 21:00:00,Z08,0,0,0,1,7.0,6.2,1.01
2025-11-07 21:00:00,Z08,0,0,0,1,7.0,5.6,1.0
2025-11-09 19:00:00,Z08,8,8,0,4,7.2,6.2,1.02
2025-11-14 13:00:00,Z08,5,5,0,2,7.3,7.9,1.02
2025-11-14 16:00:00,Z08,5,5,0,2,7.0,8.1,0.99
2025-11-15 08:00:00,Z08,7,7,0,2,7.1,7.2,0.99
2025-11-15 15:00:00,Z08,2,2,0,1,7.5,7.7,1.01
2025-11-17 21:00:00,Z08,1,1,0,1,7.0,7.6,1.01
2025-11-22 12:00:00,Z08,5,5,0,2,7.0,7.1,1.02
2025-11-22 23:00:00,Z08,0,0,0,1,7.1,6.7,1.01
2025-11-30 12:00:00,Z08,1,1,0,1,7.3,7.2,1.0
2025-12-01 20:00:00,Z08,1,1,0,1,7.3,7.2,0.97
2025-12-01 22:00:00,Z08,2,1,1,1,7.2,11.8,1.68
2025-12-04 05:00:00,Z08,2,1,1,1,7.0,11.2,1.73
2025-12-06 14:00:00,Z08,3,3,0,1,7.2,7.0,1.02
2025-12-07 12:00:00,Z08,4,4,0,1,7.0,6.2,1.0
2025-12-11 18:00:00,Z08,3,2,1,1,7.0,9.7,1.34
2025-12-14 20:00:00,Z08,4,3,1,1,7.3,8.4,1.2
2025-12-16 19:00:00,Z08,0,0,0,1,7.2,6.5,1.02
2025-12-17 09:00:00,Z08,4,4,0,1,7.3,7.5,0.96
2025-12-28 08:00:00,Z08,2,2,0,1,7.4,7.1,0.99
2025-12-31 16:00:00,Z08,4,4,0,1,7.3,7.4,0.97
2026-01-06 11:00:00,Z08,2,1,1,1,7.1,10.2,1.76
2026-01-07 16:00:00,Z08,3,3,0,1,7.4,7.7,0.97
2026-01-08 20:00:00,Z08,4,4,0,1,7.1,6.9,0.97
2026-01-13 05:00:00,Z08,0,0,0,1,7.1,5.8,0.99
2026-01-13 21:00:00,Z08,0,0,0,1,7.5,6.6,0.99
2026-01-17 12:00:00,Z08,4,4,0,1,7.1,7.5,0.98
2026-01-17 19:00:00,Z08,5,4,1,1,7.0,8.3,1.15
2026-01-19 18:00:00,Z08,2,2,0,1,7.4,7.3,0.99
2026-01-21 05:00:00,Z08,0,0,0,1,7.1,6.7,1.0
2026-01-23 23:00:00,Z08,1,1,0,1,7.1,7.5,0.99
2026-01-26 19:00:00,Z08,3,2,1,1,7.1,9.0,1.36
2026-01-28 17:00:00,Z08,9,8,1,3,7.4,7.5,1.08
2026-01-28 19:00:00,Z08,2,1,1,1,7.2,12.4,1.72
2026-02-07 09:00:00,Z08,3,2,1,1,7.0,10.1,1.36
2026-02-10 22:00:00,Z08,4,4,0,1,7.4,8.1,1.04
2026-02-12 21:00:00,Z08,2,2,0,1,7.1,7.4,1.0
2026-02-16 04:00:00,Z08,0,0,0,1,7.2,6.3,0.98
2026-02-22 18:00:00,Z08,7,7,0,2,7.2,7.1,0.98
2026-02-25 21:00:00,Z08,3,3,0,1,7.3,7.7,1.02
2026-03-03 10:00:00,Z08,2,1,1,1,7.2,9.3,1.73
2026-03-04 16:00:00,Z08,6,5,1,2,6.9,7.9,1.13
2026-03-05 05:00:00,Z08,1,1,0,1,7.5,7.8,1.02
2026-03-09 09:00:00,Z08,4,4,0,1,7.2,6.9,0.99
2026-03-09 11:00:00,Z08,2,1,1,1,6.9,11.5,1.75
2026-03-13 07:00:00,Z08,5,5,0,2,7.1,6.7,1.02
2026-03-26 22:00:00,Z08,0,0,0,1,7.0,6.6,0.97
2026-03-27 11:00:00,Z08,5,5,0,2,7.4,7.4,1.01
2026-03-29 04:00:00,Z08,1,1,0,1,7.2,6.5,1.01
2026-04-01 08:00:00,Z08,8,8,0,4,7.5,6.3,0.97
2026-04-03 08:00:00,Z08,9,9,0,3,7.3,8.4,0.95
2026-04-04 19:00:00,Z08,5,4,1,1,7.4,8.4,1.17
2026-04-07 21:00:00,Z08,2,2,0,1,7.6,6.9,1.01
2026-04-13 01:00:00,Z08,0,0,0,1,7.1,5.4,0.99
2026-04-15 18:00:00,Z08,4,4,0,1,7.4,8.3,1.0
2026-04-16 09:00:00,Z08,6,5,1,2,7.0,6.8,1.12
2026-04-18 22:00:00,Z08,2,1,1,1,6.8,11.2,1.74
2026-04-19 07:00:00,Z08,5,5,0,2,6.8,6.3,1.02
2026-04-27 18:00:00,Z08,5,4,1,1,7.4,8.4,1.18
2026-05-01 14:00:00,Z08,2,1,1,1,7.2,10.7,1.72
2026-05-01 22:00:00,Z08,0,0,0,1,7.4,6.7,1.01
2026-05-03 03:00:00,Z08,0,0,0,1,7.2,6.3,0.98
2026-05-03 22:00:00,Z08,2,1,1,1,7.0,9.7,1.74
2026-05-06 03:00:00,Z08,0,0,0,1,7.1,6.3,0.98
2026-05-15 18:00:00,Z08,10,10,0,4,6.9,7.5,1.01
2026-05-18 04:00:00,Z08,0,0,0,1,7.3,6.7,1.0
2026-05-23 19:00:00,Z08,5,5,0,2,7.4,6.3,0.97
2026-05-24 05:00:00,Z08,0,0,0,1,7.2,6.9,0.99
2026-05-24 23:00:00,Z08,1,1,0,1,7.3,7.5,0.97
2026-05-27 00:00:00,Z08,1,1,0,1,6.6,6.5,0.98
2026-05-30 17:00:00,Z08,9,9,0,3,7.3,7.0,1.03
2026-06-04 21:00:00,Z08,0,0,0,1,7.0,6.1,0.99
2026-06-08 10:00:00,Z08,3,3,0,1,6.8,7.1,1.01
2026-06-12 12:00:00,Z08,7,7,0,2,7.3,7.6,1.01
2026-06-18 07:00:00,Z08,2,2,0,1,7.1,7.9,1.01
2026-06-19 05:00:00,Z08,0,0,0,1,7.0,6.6,1.01
2026-06-25 14:00:00,Z08,4,3,1,1,6.9,8.7,1.24
2026-06-25 21:00:00,Z08,2,2,0,1,7.2,6.8,1.01
2025-07-01 20:00:00,Z09,6,5,1,2,7.0,7.9,1.13
2025-07-04 02:00:00,Z09,1,1,0,1,6.9,5.9,1.0
2025-07-04 21:00:00,Z09,2,2,0,1,7.2,7.1,0.99
2025-07-08 12:00:00,Z09,2,2,0,1,7.0,6.3,0.98
2025-07-09 17:00:00,Z09,3,3,0,1,6.9,6.2,0.98
2025-07-09 19:00:00,Z09,4,3,1,1,6.8,8.6,1.25
2025-07-09 23:00:00,Z09,3,3,0,1,7.2,6.9,1.0
2025-07-10 03:00:00,Z09,0,0,0,1,6.9,5.5,0.98
2025-07-10 05:00:00,Z09,0,0,0,1,6.9,7.0,0.98
2025-07-10 06:00:00,Z09,1,1,0,1,7.1,7.0,0.98
2025-07-13 08:00:00,Z09,3,3,0,1,7.0,6.1,1.02
2025-07-16 02:00:00,Z09,0,0,0,1,7.5,5.3,0.99
2025-07-16 07:00:00,Z09,1,1,0,1,6.7,6.7,1.01
2025-07-19 13:00:00,Z09,3,2,1,1,7.0,8.3,1.36
2025-07-24 08:00:00,Z09,5,5,0,-2,7.1,6.5,1.02
2025-07-25 10:00:00,Z09,3,2,1,1,6.8,7.2,1.37
2025-07-31 05:00:00,Z09,0,0,0,1,7.0,6.3,1.03
2025-07-31 19:00:00,Z09,5,5,0,2,6.9,7.7,0.97
2025-08-01 05:00:00,Z09,0,0,0,1,6.5,5.2,1.02
2025-08-07 13:00:00,Z09,2,2,0,1,7.0,7.9,1.0
2025-08-07 15:00:00,Z09,4,4,0,1,7.2,7.6,1.03
2025-08-08 21:00:00,Z09,4,4,0,1,6.9,6.7,0.96
2025-08-10 09:00:00,Z09,1,1,0,1,6.8,7.4,1.0
2025-08-11 21:00:00,Z09,1,1,0,1,7.0,7.6,1.01
2025-08-12 17:00:00,Z09,4,4,0,1,6.6,7.3,0.97
2025-08-16 04:00:00,Z09,0,0,0,1,6.6,5.7,0.94
2025-08-19 14:00:00,Z09,2,2,0,1,6.8,7.0,1.0
2025-08-22 03:00:00,Z09,0,0,0,1,7.0,6.2,1.02
2025-08-28 23:00:00,Z09,1,1,0,1,6.8,7.9,1.0
2025-08-30 19:00:00,Z09,3,3,0,1,7.1,7.3,0.97
2025-09-01 01:00:00,Z09,1,1,0,1,7.2,7.0,1.0
2025-09-01 05:00:00,Z09,0,0,0,1,7.2,5.8,1.03
2025-09-02 02:00:00,Z09,0,0,0,1,6.8,6.3,0.98
2025-09-02 14:00:00,Z09,3,2,1,1,6.8,8.9,1.36
2025-09-03 06:00:00,Z09,1,1,0,1,6.9,6.9,1.01
2025-09-06 03:00:00,Z09,0,0,0,1,7.4,6.2,0.98
2025-09-12 16:00:00,Z09,7,5,2,2,6.9,8.9,1.31
2025-09-15 19:00:00,Z09,5,4,1,1,7.3,8.3,1.18
2025-09-17 13:00:00,Z09,4,4,0,1,6.9,6.9,1.01
2025-09-18 05:00:00,Z09,0,0,0,1,7.3,5.3,1.01
2025-09-19 06:00:00,Z09,1,1,0,1,7.0,7.1,1.03
2025-09-21 17:00:00,Z09,5,5,0,2,7.2,7.4,0.99
2025-09-21 20:00:00,Z09,4,4,0,1,7.3,6.9,1.02
2025-09-23 22:00:00,Z09,3,3,0,1,7.1,6.5,1.01
2025-09-26 21:00:00,Z09,4,4,0,1,7.0,6.2,1.0
2025-09-29 20:00:00,Z09,2,2,0,1,6.7,7.3,1.01
2025-09-29 21:00:00,Z09,1,1,0,1,7.1,6.8,1.0
2025-09-30 12:00:00,Z09,1,1,0,1,7.0,7.1,1.01
2025-10-04 09:00:00,Z09,1,1,0,1,6.8,7.7,1.0
2025-10-04 11:00:00,Z09,0,0,0,1,7.1,6.2,1.01
2025-10-07 09:00:00,Z09,1,1,0,1,6.8,6.6,1.0
2025-10-07 16:00:00,Z09,1,1,0,1,7.0,7.1,0.99
2025-10-08 12:00:00,Z09,4,3,1,1,6.8,7.6,1.29
2025-10-14 01:00:00,Z09,0,0,0,1,6.9,6.2,0.99
2025-10-17 13:00:00,Z09,4,3,1,1,6.8,8.1,1.23
2025-10-19 03:00:00,Z09,0,0,0,1,7.3,5.9,0.99
2025-10-22 12:00:00,Z09,4,4,0,1,7.0,6.2,1.03
2025-10-27 10:00:00,Z09,1,1,0,1,7.0,7.1,1.01
2025-10-28 15:00:00,Z09,1,1,0,1,7.1,8.2,0.99
2025-10-31 15:00:00,Z09,1,1,0,1,7.0,6.5,0.95
2025-11-04 06:00:00,Z09,1,1,0,1,6.9,7.0,1.02
2025-11-05 00:00:00,Z09,1,1,0,1,7.2,6.2,1.01
2025-11-09 13:00:00,Z09,2,2,0,1,7.0,6.5,0.98
2025-11-11 09:00:00,Z09,1,1,0,1,7.1,6.3,0.97
2025-11-11 17:00:00,Z09,7,7,0,2,6.8,6.4,0.98
2025-11-16 20:00:00,Z09,4,3,1,1,7.2,7.2,1.23
2025-11-18 05:00:00,Z09,4,4,0,1,6.8,7.1,0.95
2025-11-23 18:00:00,Z09,7,7,0,2,6.7,6.3,1.01
2025-11-29 16:00:00,Z09,4,4,0,1,7.4,7.3,1.03
2025-11-29 18:00:00,Z09,6,6,0,2,6.9,7.2,1.03
2025-11-30 18:00:00,Z09,6,6,0,2,7.2,6.5,0.99
2025-12-01 00:00:00,Z09,0,0,0,1,7.2,5.5,1.0
2025-12-02 08:00:00,Z09,5,5,0,2,7.3,6.4,0.96
2025-12-09 09:00:00,Z09,2,2,0,1,7.4,6.5,1.01
2025-12-09 19:00:00,Z09,4,3,1,1,6.9,8.7,1.25
2025-12-11 10:00:00,Z09,1,1,0,1,7.0,6.5,0.96
2025-12-14 11:00:00,Z09,3,2,1,1,6.9,9.1,1.35
2025-12-17 16:00:00,Z09,7,7,0,2,7.2,7.3,1.01
2025-12-18 04:00:00,Z09,0,0,0,1,7.1,5.4,1.01
2025-12-18 05:00:00,Z09,0,0,0,1,6.7,5.8,0.98
2025-12-18 14:00:00,Z09,3,2,1,1,7.2,7.7,1.37
2025-12-19 03:00:00,Z09,2,1,1,1,7.0,11.0,1.76
2025-12-20 09:00:00,Z09,1,1,0,1,6.6,7.0,1.0
2025-12-22 16:00:00,Z09,4,4,0,1,6.8,7.0,1.01
2025-12-29 04:00:00,Z09,0,0,0,1,6.9,6.5,0.96
2026-01-01 04:00:00,Z09,0,0,0,1,7.2,6.0,0.98
