captain_id,week_start,trips,earnings_aed,avg_distance_km,online_hours,earnings_per_hour_aed,acceptance_rate,weeks_tenure,is_first_week,churned
CPT00845,2025-10-28,4,164.85,5.7125,4.8,34.34,0.818,0,1,0
CPT00847,2026-03-17,2,85.00999999999999,17.7,1.4,60.72,0.888,21,0,0
CPT00848,2026-03-03,2,53.53,6.225,4.8,11.15,0.947,0,1,1
CPT00849,2025-09-16,2,119.0,14.46,5.3,22.45,0.852,0,1,0
CPT00849,2025-11-18,1,55.25,13.5,3.6,15.35,0.828,0,1,0
CPT00849,2026-05-19,2,53.29,8.52,6.9,7.72,0.831,16,0,0
CPT00853,2025-07-01,7,225.09,8.15857142857143,8.7,25.87,0.745,0,1,0
CPT00854,2025-07-22,3,145.82999999999998,12.163333333333334,4.8,30.38,0.788,0,1,0
CPT00854,2025-11-25,3,104.1,7.863333333333333,4.6,22.63,0.826,0,1,0
CPT00854,2026-06-30,1,20.06,2.66,3.7,5.42,0.758,22,0,0
CPT00857,2025-11-25,3,110.08,7.686666666666667,5.3,20.77,0.819,9,0,0
CPT00858,2025-09-16,1,22.37,4.57,5.0,4.47,0.857,0,1,0
CPT00859,2025-09-09,1,46.69,19.04,4.3,10.86,0.954,3,0,0
CPT00862,2025-09-09,4,143.34,9.37,6.1,23.5,0.977,1,0,0
CPT00863,2025-09-23,2,80.78999999999999,5.865,4.7,17.19,0.839,0,1,0
CPT00863,2026-04-21,5,188.36,9.248,5.1,36.93,0.795,20,0,0
CPT00864,2026-06-16,2,72.6,8.86,4.3,16.88,0.858,30,0,0
CPT00868,2025-07-22,3,121.74,7.276666666666666,6.9,17.64,0.99,0,1,0
CPT00869,2025-07-22,3,102.06,6.686666666666667,5.1,20.01,0.714,0,1,0
CPT00869,2025-08-05,3,104.75,8.62,4.5,23.28,0.92,0,1,0
CPT00870,2026-03-31,6,264.84000000000003,8.861666666666666,7.8,33.95,0.77,17,0,0
CPT00871,2025-07-15,3,72.83,5.57,5.6,13.01,0.741,0,1,0
CPT00871,2026-03-24,3,105.17,5.883333333333333,4.7,22.38,0.741,31,0,0
CPT00871,2026-06-23,3,143.88,10.726666666666668,5.9,24.39,0.828,44,0,0
CPT00874,2026-03-03,1,71.07,26.61,5.4,13.16,0.962,25,0,0
CPT00874,2026-05-26,4,193.1,8.8125,3.9,49.51,0.842,37,0,0
CPT00875,2025-10-07,2,80.34,10.08,5.1,15.75,0.795,8,0,0
CPT00875,2026-06-23,2,58.47,4.715,2.1,27.84,1.0,45,0,0
CPT00877,2025-10-14,1,50.9,10.46,4.1,12.41,0.816,0,1,0
CPT00877,2026-01-27,2,53.61,5.055,3.0,17.87,0.797,4,0,0
CPT00878,2025-10-21,3,154.57999999999998,17.733333333333334,6.5,23.78,0.766,0,1,0
CPT00879,2025-10-14,2,127.79,11.77,7.5,17.04,0.809,8,0,1
CPT00879,2025-12-23,2,96.38,14.71,4.7,20.51,0.881,18,0,1
CPT00879,2026-06-09,3,115.32,5.353333333333334,3.1,37.2,0.856,42,0,1
CPT00880,2026-02-17,1,43.7,16.99,2.5,17.48,0.936,31,0,0
CPT00881,2025-12-16,3,63.07,4.916666666666667,4.6,13.71,0.793,0,1,1
CPT00883,2025-09-02,1,58.59,14.01,4.7,12.47,0.76,0,1,0
CPT00883,2026-05-19,2,103.26,18.51,2.6,39.72,0.832,28,0,0
CPT00885,2026-06-09,1,46.54,4.32,1.3,35.8,0.77,37,0,0
CPT00886,2026-05-05,4,106.01,5.145,5.3,20.0,0.861,29,0,0
CPT00889,2025-11-04,3,90.64,7.633333333333333,5.5,16.48,0.981,0,1,0
CPT00891,2025-12-16,2,68.50999999999999,6.35,5.7,12.02,0.807,13,0,0
CPT00893,2025-12-16,2,80.56,9.85,5.1,15.8,0.705,1,0,0
CPT00894,2025-08-19,2,125.65,9.035,4.6,27.32,0.814,1,0,0
CPT00894,2026-05-05,2,168.41,10.19,5.5,30.62,0.739,38,0,0
CPT00896,2026-06-16,1,55.64,25.06,5.4,10.3,1.0,36,0,0
CPT00898,2026-05-05,5,164.07,9.874,7.6,21.59,0.71,18,0,0
CPT00899,2026-01-06,2,40.94,5.01,4.6,8.9,0.708,12,0,0
CPT00900,2025-07-29,3,83.37,5.4,5.1,16.35,0.729,0,1,0
CPT00901,2025-07-08,4,217.21,8.967500000000001,6.2,35.03,0.774,0,1,0
CPT00901,2026-01-27,2,51.42,7.85,4.0,12.86,0.704,15,0,0
CPT00903,2026-06-30,1,36.46,13.76,3.6,10.13,0.795,35,0,0
CPT00906,2026-03-31,4,124.89,6.577500000000001,5.5,22.71,1.0,3,0,0
CPT00908,2025-12-16,2,58.49,4.975,3.7,15.81,0.719,0,1,0
CPT00909,2025-09-02,2,60.81,8.61,6.0,10.14,0.905,0,1,0
CPT00910,2025-08-19,3,105.9,11.796666666666669,8.0,13.24,0.851,0,1,1
CPT00912,2026-04-14,6,254.09,7.85,6.5,39.09,0.929,32,0,1
CPT00913,2025-08-19,5,213.64,9.48,7.0,30.52,0.763,0,1,0
CPT00913,2026-06-23,3,142.35,12.913333333333334,4.9,29.05,0.919,36,0,0
CPT00914,2025-09-23,1,14.39,1.91,4.6,3.13,0.778,0,1,1
CPT00915,2026-03-10,3,92.45,5.82,4.9,18.87,0.802,29,0,0
CPT00916,2025-11-18,3,102.28,6.330000000000001,3.9,26.23,0.918,11,0,0
CPT00916,2026-04-28,1,31.63,10.98,2.3,13.75,0.82,34,0,0
CPT00918,2025-10-28,2,61.63,6.315,3.4,18.13,0.839,0,1,0
CPT00920,2026-06-16,4,172.42000000000002,14.385,5.4,31.93,0.827,27,0,1
CPT00921,2026-02-24,5,154.42,6.3,8.8,17.55,0.787,20,0,0
CPT00921,2026-04-28,4,217.72,12.2725,6.0,36.29,0.761,29,0,0
CPT00922,2025-09-09,1,21.59,5.61,3.6,6.0,0.821,0,1,0
CPT00923,2025-07-01,3,72.8,4.173333333333333,6.3,11.56,0.773,0,1,1
CPT00923,2026-06-16,1,33.25,3.96,3.0,11.08,0.74,26,0,1
CPT00926,2026-06-23,5,163.22,9.142,5.0,32.64,0.771,14,0,1
CPT00927,2025-07-15,2,42.38,3.82,5.7,7.44,0.912,0,1,1
CPT00927,2026-06-16,6,178.92,6.73,4.7,38.07,0.906,46,0,1
CPT00928,2025-09-23,1,18.86,4.05,3.1,6.08,0.903,0,1,0
CPT00931,2026-04-21,2,43.72,4.97,5.2,8.41,0.832,36,0,0
CPT00932,2025-11-18,2,82.23,10.39,4.2,19.58,1.0,0,1,0
CPT00932,2026-01-20,4,134.29,9.4625,6.1,22.01,0.978,5,0,0
CPT00933,2025-09-30,2,54.52,8.585,5.1,10.69,0.832,0,1,0
CPT00934,2025-12-16,4,178.61,8.844999999999999,4.3,41.54,0.683,0,1,0
CPT00936,2026-06-16,2,52.67,5.605,2.1,25.08,0.971,43,0,0
CPT00938,2025-12-30,3,87.67,6.976666666666667,5.0,17.53,0.834,0,1,0
CPT00938,2026-02-03,3,79.66,6.55,3.4,23.43,0.779,5,0,0
CPT00938,2026-03-03,1,30.28,1.45,3.2,9.46,0.88,9,0,0
CPT00939,2025-10-07,2,80.38,9.475,4.8,16.75,0.775,2,0,0
CPT00941,2025-09-23,4,138.51999999999998,5.0925,5.7,24.3,0.781,0,1,0
CPT00941,2026-01-06,2,86.24000000000001,12.38,4.7,18.35,0.953,0,1,0
CPT00942,2025-10-21,3,85.15,6.946666666666666,2.4,35.48,0.95,3,0,0
CPT00943,2026-05-05,4,116.71,6.734999999999999,5.9,19.78,0.779,27,0,0
CPT00944,2025-12-30,2,129.52,21.05,5.5,23.55,0.746,0,1,0
CPT00946,2026-06-23,3,135.1,9.076666666666666,6.6,20.47,0.815,30,0,1
CPT00948,2026-02-24,5,137.71,6.122,6.2,22.21,0.85,15,0,0
CPT00949,2026-02-10,3,113.6,7.97,6.3,18.03,0.751,10,0,0
CPT00953,2026-03-10,4,164.36,7.755000000000001,5.1,32.23,0.777,29,0,0
CPT00954,2026-01-20,4,245.44,11.54,4.9,50.09,0.717,0,1,0
CPT00957,2026-05-12,4,103.36,5.62,4.5,22.97,0.724,29,0,1
CPT00957,2026-06-02,8,294.57,7.52,9.7,30.37,0.781,32,0,1
CPT00958,2026-06-23,3,70.36,5.326666666666667,5.6,12.56,0.802,32,0,0
CPT00960,2026-05-05,4,156.38,10.2,5.3,29.51,0.879,5,0,0
CPT00960,2026-05-26,3,116.22,4.55,5.4,21.52,0.816,8,0,0
CPT00964,2025-09-09,2,88.67,5.265,4.6,19.28,0.91,8,0,0
CPT00964,2026-03-31,2,81.71000000000001,12.23,1.4,58.36,0.894,37,0,0
CPT00965,2026-03-31,1,103.37,17.53,3.5,29.53,0.931,12,0,0
CPT00968,2025-09-02,1,42.58,4.0,3.1,13.74,0.796,1,0,0
CPT00969,2025-12-23,2,54.15,7.885,4.8,11.28,0.764,0,1,0
CPT00970,2025-10-14,2,72.42,10.36,4.3,16.84,0.939,0,1,1
CPT00973,2026-05-12,2,177.68,14.08,3.9,45.56,0.65,27,0,0
CPT00973,2026-06-23,3,85.03,7.593333333333334,6.4,13.29,0.897,33,0,0
CPT00975,2025-12-16,3,100.97,5.583333333333333,4.9,20.61,0.937,8,0,0
CPT00976,2025-07-29,4,156.91,7.9775,5.3,29.61,0.993,0,1,1
CPT00977,2026-06-23,2,65.18,4.734999999999999,5.3,12.3,0.853,17,0,0
CPT00980,2026-01-27,1,20.08,3.92,2.9,6.92,0.729,9,0,0
CPT00982,2025-10-14,2,108.2,18.08,4.1,26.39,0.929,0,1,1
CPT00982,2025-10-28,1,15.48,2.42,2.8,5.53,0.729,0,1,1
CPT00983,2025-09-09,4,138.10000000000002,9.68,2.4,57.54,0.771,0,1,0
CPT00984,2026-06-23,5,238.56,9.842,5.5,43.37,0.852,13,0,0
CPT00986,2025-11-04,4,116.09,6.255,6.6,17.59,0.751,0,1,0
CPT00987,2025-09-16,4,181.39,8.785,5.3,34.22,0.803,0,1,0
CPT00989,2026-02-03,1,24.19,7.26,3.5,6.91,0.822,20,0,0
CPT00992,2025-12-16,3,92.22,7.386666666666667,5.5,16.77,0.775,5,0,0
CPT00995,2025-08-12,2,114.33,13.575,3.9,29.32,0.851,0,1,1
CPT00995,2026-01-27,2,46.94,6.705,4.5,10.43,0.89,15,0,1
CPT01000,2026-01-06,2,136.54,14.875,4.4,31.03,0.841,13,0,0
CPT01000,2026-04-14,2,77.96000000000001,5.65,3.9,19.99,0.924,27,0,0
CPT01002,2025-10-28,1,37.47,7.9,3.4,11.02,0.835,8,0,0
CPT01002,2026-03-03,1,52.75,11.22,2.8,18.84,0.889,26,0,0
CPT01009,2025-12-09,3,122.92,10.206666666666669,5.6,21.95,0.869,17,0,0
CPT01010,2026-04-14,6,251.25,10.625,5.6,44.87,0.83,14,0,0
CPT01010,2026-06-09,3,99.58,5.793333333333333,5.3,18.79,0.953,22,0,0
CPT01011,2026-04-21,2,75.51,5.01,4.6,16.42,0.843,3,0,0
CPT01012,2026-01-20,3,112.87,9.193333333333332,5.9,19.13,0.78,14,0,0
CPT01012,2026-01-27,5,204.26,8.382000000000001,7.4,27.6,0.718,15,0,0
CPT01014,2025-08-26,2,65.78999999999999,11.595,6.7,9.82,0.859,0,1,0
CPT01017,2025-09-16,2,44.1,6.1,4.3,10.26,0.843,0,1,1
CPT01018,2025-07-08,3,101.71,4.113333333333333,6.2,16.4,0.774,0,1,0
CPT01021,2025-11-25,3,76.35,5.233333333333333,3.5,21.81,0.886,0,1,1
CPT01023,2025-11-18,2,73.54,5.9350000000000005,5.9,12.46,0.727,0,1,0
CPT01024,2025-07-01,4,142.45,6.1625,4.5,31.66,0.963,0,1,1
CPT01027,2026-01-13,2,83.44,10.84,3.5,23.84,0.819,0,1,0
CPT01028,2026-02-24,3,107.87,7.8,5.6,19.26,0.844,0,1,0
CPT01029,2025-12-02,1,34.16,11.98,4.6,7.43,0.88,1,0,0
CPT01029,2025-12-16,1,47.92,14.0,3.6,13.31,0.895,3,0,0
CPT01030,2026-04-28,2,51.77,5.19,5.0,10.35,0.937,37,0,0
CPT01031,2025-08-19,1,32.18,6.83,4.6,7.0,0.867,0,1,0
CPT01031,2026-02-10,3,168.38,13.69,3.7,45.51,0.676,11,0,0
CPT01033,2026-05-26,3,68.09,3.31,3.2,21.28,0.886,32,0,0
CPT01036,2025-07-08,2,116.58,11.165,3.7,31.51,0.823,0,1,1
CPT01036,2026-03-03,1,21.73,4.93,2.7,8.05,0.786,3,0,1
CPT01037,2025-08-26,3,108.26,10.54,4.2,25.78,0.741,2,0,0
CPT01039,2025-10-14,2,71.7,9.455,2.7,26.56,0.718,0,1,0
CPT01039,2026-03-24,2,49.92,3.45,4.8,10.4,0.731,19,0,0
CPT01040,2026-01-20,2,63.13,8.155,3.8,16.61,0.873,23,0,0
CPT01041,2026-01-06,1,19.36,4.52,3.5,5.53,0.832,16,0,0
CPT01042,2025-12-02,5,129.73999999999998,5.37,7.3,17.77,0.798,0,1,0
CPT01042,2026-03-17,5,211.64,9.532,6.3,33.59,0.82,0,1,0
CPT01042,2026-03-24,1,46.46,7.89,4.3,10.8,0.913,0,1,0
CPT01043,2025-10-07,1,71.13,11.21,3.2,22.23,0.924,0,1,0
CPT01046,2025-09-02,3,98.48,10.163333333333332,5.8,16.98,0.782,0,1,1
CPT01047,2025-12-30,4,110.76,5.205,6.2,17.86,0.79,17,0,0
CPT01048,2026-01-06,5,158.94,5.914,7.7,20.64,0.837,0,1,0
CPT01050,2026-02-17,5,280.99,13.842,5.6,50.18,0.739,13,0,0
CPT01051,2025-07-08,2,48.29,4.165,4.2,11.5,0.803,0,1,0
CPT01052,2025-09-16,3,65.61,5.623333333333332,3.3,19.88,0.796,0,1,0
CPT01053,2025-07-29,1,16.3,1.92,3.9,4.18,0.6,0,1,0
CPT01053,2025-11-25,2,61.99,8.07,3.9,15.89,0.788,7,0,0
CPT01054,2025-10-07,1,55.11,10.86,3.7,14.89,0.839,11,0,1
CPT01056,2026-06-16,7,242.11,8.028571428571428,5.9,41.04,0.882,37,0,0
CPT01057,2025-07-15,6,304.49,12.536666666666669,7.0,43.5,0.858,0,1,1
CPT01057,2025-11-11,1,25.76,6.16,4.2,6.13,0.965,0,1,1
CPT01057,2026-01-27,6,214.74,7.5,4.9,43.82,0.77,3,0,1
CPT01058,2025-07-15,1,34.37,12.63,2.4,14.32,0.69,0,1,1
CPT01059,2025-10-07,2,112.34,14.58,4.7,23.9,0.86,0,1,0
CPT01060,2026-03-03,6,191.78,8.48,6.9,27.79,0.902,2,0,1
CPT01060,2026-04-28,1,81.49,14.45,3.1,26.29,0.803,10,0,1
CPT01062,2026-06-09,2,61.41,8.5,4.2,14.62,0.867,28,0,0
CPT01063,2026-06-30,1,18.6,2.95,4.5,4.13,0.911,49,0,1
CPT01064,2026-03-31,5,187.92,9.908,8.2,22.92,0.715,24,0,1
CPT01064,2026-05-05,1,30.15,1.07,3.5,8.61,0.777,29,0,1
CPT01065,2026-01-27,1,24.54,4.84,3.8,6.46,0.508,17,0,0
CPT01072,2025-09-23,3,95.53,6.006666666666667,6.2,15.41,0.939,3,0,1
CPT01072,2026-06-02,3,127.54,4.733333333333333,7.1,17.96,0.797,39,0,1
CPT01073,2025-10-07,1,35.54,12.89,2.7,13.16,0.721,0,1,0
CPT01073,2026-02-24,2,113.47,11.21,3.4,33.37,0.75,3,0,0
CPT01073,2026-06-02,3,80.86,5.583333333333333,4.6,17.58,0.736,17,0,0
CPT01074,2026-03-31,1,44.18,13.47,2.5,17.67,0.787,24,0,0
CPT01076,2025-12-02,3,61.56,3.5933333333333337,5.4,11.4,0.82,0,1,0
CPT01076,2026-03-10,3,126.27,11.136666666666663,4.0,31.57,0.697,11,0,0
CPT01082,2025-07-15,2,48.38,4.2,2.3,21.03,0.805,0,1,0
CPT01083,2025-07-22,3,147.39,13.21,4.9,30.08,0.907,0,1,0
CPT01083,2025-09-16,1,28.99,9.27,3.3,8.78,0.9,7,0,0
CPT01085,2026-02-24,2,75.29,6.494999999999999,4.0,18.82,0.905,9,0,0
CPT01086,2025-10-28,4,134.19,4.395,4.3,31.21,0.834,0,1,0
CPT01086,2026-02-24,3,177.25,10.506666666666668,5.3,33.44,0.664,6,0,0
CPT01088,2026-04-21,2,58.73,10.420000000000002,4.8,12.24,0.761,35,0,1
CPT01089,2025-08-19,3,106.24,6.7700000000000005,6.1,17.42,0.818,0,1,0
CPT01089,2026-03-17,2,57.510000000000005,5.640000000000001,4.4,13.07,0.921,8,0,0
CPT01090,2025-08-05,6,174.17000000000002,6.183333333333334,5.4,32.25,0.872,0,1,0
CPT01091,2025-10-21,2,106.37,11.22,2.5,42.55,0.868,11,0,0
CPT01091,2026-06-02,4,149.07,6.9125,4.4,33.88,0.781,43,0,0
CPT01093,2025-09-16,3,142.35,12.736666666666666,3.6,39.54,0.796,0,1,0
CPT01093,2025-12-16,5,207.48,7.634,5.5,37.72,0.766,1,0,0
CPT01093,2026-02-17,2,35.18,2.73,4.2,8.38,0.767,10,0,0
CPT01093,2026-05-05,3,156.17,12.24,4.8,32.54,0.787,21,0,0
CPT01097,2025-09-23,1,42.06,4.46,3.7,11.37,0.956,0,1,0
CPT01098,2025-07-22,2,93.41,9.995,5.6,16.68,0.807,0,1,0
CPT01098,2025-12-23,3,81.09,7.316666666666666,4.9,16.55,0.795,2,0,0
CPT01099,2025-09-16,2,48.25,7.36,5.7,8.46,0.916,0,1,1
CPT01099,2026-02-03,1,26.39,7.77,3.3,8.0,0.822,3,0,1
CPT01099,2026-06-16,3,80.0,3.5033333333333334,4.7,17.02,0.747,22,0,1
CPT01101,2025-07-15,2,55.81999999999999,4.22,5.5,10.15,1.0,0,1,0
CPT01105,2026-05-05,3,147.07,10.46,4.5,32.68,0.947,19,0,0
CPT01106,2025-10-21,3,64.42,3.633333333333333,4.2,15.34,0.669,0,1,0
CPT01107,2025-12-23,3,80.97,5.943333333333334,5.5,14.72,0.72,19,0,0
CPT01107,2026-02-03,1,38.43,9.28,2.9,13.25,0.82,25,0,0
CPT01110,2025-08-12,3,73.12,6.8133333333333335,3.9,18.75,0.87,0,1,0
CPT01113,2025-12-30,1,29.8,10.0,1.5,19.87,0.905,20,0,0
CPT01113,2026-03-24,1,41.88,7.69,4.9,8.55,0.804,32,0,0
CPT01115,2025-10-07,1,44.02,16.5,4.2,10.48,0.687,0,1,0
CPT01117,2026-02-03,1,23.35,0.99,2.1,11.12,0.828,7,0,0
CPT01119,2026-02-03,4,189.6,9.2125,6.7,28.3,0.771,26,0,0
CPT01119,2026-06-23,3,146.95,6.140000000000001,6.4,22.96,0.966,46,0,0
CPT01122,2025-07-15,1,40.78,11.41,2.4,16.99,0.942,0,1,0
CPT01123,2026-01-13,2,73.33,10.08,4.7,15.6,0.74,22,0,0
CPT01126,2025-10-28,6,194.18,7.914999999999999,6.2,31.32,0.791,6,0,0
CPT01126,2026-02-10,1,13.36,1.35,4.6,2.9,0.881,21,0,0
CPT01127,2025-10-14,2,89.06,14.615000000000002,5.8,15.36,0.966,0,1,0
CPT01127,2025-12-23,5,204.99,8.664,7.1,28.87,0.715,4,0,0
CPT01127,2026-05-05,5,164.09,7.574000000000001,4.2,39.07,0.814,23,0,0
CPT01132,2026-04-21,2,92.57,13.67,3.7,25.02,0.808,23,0,0
CPT01133,2025-09-02,2,88.04,7.640000000000001,3.7,23.79,0.911,0,1,0
CPT01134,2026-01-20,1,58.03,9.06,3.2,18.13,0.881,5,0,0
CPT01135,2026-02-24,6,265.32,8.83,6.2,42.79,0.857,5,0,0
CPT01138,2025-10-21,1,20.62,4.57,0.5,41.24,1.0,8,0,0
CPT01141,2026-04-21,4,69.38,3.2525,5.5,12.61,0.905,13,0,1
CPT01145,2025-07-29,3,129.8,7.263333333333333,3.8,34.16,1.0,0,1,1
CPT01147,2026-05-26,2,77.19,7.960000000000001,5.7,13.54,0.677,42,0,0
CPT01148,2025-07-15,2,74.46000000000001,7.035,4.4,16.92,0.893,0,1,0
CPT01151,2026-05-05,4,110.64,5.48,6.5,17.02,0.742,28,0,0
CPT01153,2025-09-16,2,49.85,6.484999999999999,4.8,10.39,0.747,7,0,0
CPT01154,2025-07-01,1,24.78,3.64,4.9,5.06,0.993,0,1,0
CPT01155,2025-07-29,2,57.18,5.245,4.6,12.43,0.824,0,1,0
CPT01156,2026-03-10,2,64.3,6.045,2.3,27.96,0.797,31,0,0
CPT01157,2025-07-22,5,168.57999999999998,9.124,5.1,33.05,0.785,0,1,0
CPT01157,2026-06-30,1,44.51,2.83,3.8,11.71,1.0,38,0,0
CPT01158,2026-01-27,4,120.89,10.275,7.9,15.3,0.838,21,0,0
CPT01159,2026-01-20,2,81.22999999999999,7.345,4.9,16.58,0.846,21,0,0
CPT01159,2026-02-10,6,208.41,7.8883333333333345,5.0,41.68,0.864,24,0,0
CPT01161,2025-09-16,1,32.11,8.89,4.5,7.14,0.889,0,1,0
CPT01162,2026-05-19,1,18.08,0.8,1.1,16.44,0.813,24,0,1
CPT01164,2026-05-26,2,111.58,11.635000000000002,4.2,26.57,0.834,34,0,0
CPT01164,2026-06-16,4,175.1,8.3525,5.5,31.84,0.903,37,0,0
CPT01166,2025-08-12,1,93.28,19.49,4.0,23.32,0.768,0,1,1
CPT01166,2026-05-26,1,50.34,8.98,4.4,11.44,0.909,37,0,1
CPT01168,2025-11-25,2,101.38,4.8950000000000005,3.7,27.4,0.921,0,1,1
CPT01170,2025-12-16,2,50.36,8.045,3.8,13.25,0.823,0,1,0
CPT01171,2026-06-09,4,101.45,5.3325000000000005,3.6,28.18,0.814,45,0,0
CPT01173,2026-03-03,5,201.47,6.33,6.0,33.58,0.89,24,0,0
CPT01173,2026-06-16,2,70.31,8.16,3.6,19.53,0.735,39,0,0
CPT01174,2026-02-17,2,86.42,9.675,4.5,19.2,0.755,19,0,0
CPT01175,2025-07-29,2,75.91,8.504999999999999,4.0,18.98,0.867,0,1,1
CPT01176,2025-08-26,2,37.27,1.75,2.3,16.2,0.891,0,1,0
CPT01179,2025-07-15,1,47.26,12.93,3.9,12.12,0.845,0,1,0
CPT01180,2026-05-12,4,128.62,8.25,4.5,28.58,0.842,32,0,0
CPT01180,2026-06-16,4,116.64,5.8,5.7,20.46,1.0,37,0,0
CPT01182,2025-11-11,2,45.13,5.96,4.9,9.21,0.826,0,1,0
CPT01182,2026-05-05,4,116.82,5.92,6.5,17.97,0.791,16,0,0
CPT01183,2025-11-04,1,23.18,6.46,4.3,5.39,0.908,12,0,0
CPT01184,2025-08-12,2,80.99000000000001,5.56,2.6,31.15,0.823,0,1,0
CPT01185,2025-10-07,2,62.67,7.115,6.1,10.27,0.881,0,1,0
CPT01185,2025-12-23,2,41.23,5.3100000000000005,4.9,8.41,0.766,3,0,0
CPT01188,2026-01-27,3,107.42,6.663333333333333,6.0,17.9,0.769,8,0,0
CPT01189,2026-01-20,3,128.48,11.203333333333331,6.5,19.77,0.678,5,0,1
CPT01191,2026-03-10,3,136.21,14.236666666666666,6.9,19.74,0.812,14,0,0
CPT01194,2025-10-07,1,25.37,4.42,0.5,50.74,0.805,0,1,1
CPT01194,2026-05-12,2,52.95,2.91,3.1,17.08,0.766,24,0,1
CPT01195,2026-06-02,6,191.73,7.141666666666667,7.8,24.58,0.941,10,0,1
CPT01197,2026-06-16,1,27.27,8.65,1.2,22.72,0.84,28,0,0
CPT01199,2025-09-16,3,161.45,13.25,4.5,35.88,0.72,3,0,0
CPT01199,2026-03-03,4,148.26,11.58,6.3,23.53,0.861,27,0,0
CPT01200,2025-10-21,2,54.53,8.940000000000001,3.0,18.18,0.753,9,0,0
CPT01200,2025-11-18,2,89.34,3.655,3.0,29.78,0.852,13,0,0
CPT01201,2025-10-07,4,109.17,5.09,4.4,24.81,0.711,0,1,0
CPT01202,2025-07-08,2,47.97,3.82,5.6,8.57,0.796,0,1,0
CPT01203,2025-07-29,3,92.12,4.45,5.0,18.42,0.85,0,1,0
CPT01203,2025-10-28,3,108.7,5.206666666666667,5.3,20.51,1.0,6,0,0
CPT01203,2026-05-12,5,139.04,6.604000000000001,4.8,28.97,0.839,34,0,0
CPT01203,2026-06-02,1,54.44,23.19,4.4,12.37,1.0,37,0,0
CPT01204,2025-08-12,3,96.82,6.29,3.9,24.83,0.864,0,1,0
CPT01207,2025-07-29,5,112.85,4.494,5.5,20.52,0.823,0,1,0
CPT01207,2025-09-23,3,215.09,14.763333333333334,2.7,79.66,0.732,0,1,0
CPT01207,2026-02-10,2,49.96,7.215,5.1,9.8,0.886,13,0,0
CPT01208,2026-02-03,3,147.72,7.043333333333333,6.1,24.22,1.0,15,0,0
CPT01209,2026-06-16,3,78.44,3.753333333333333,5.2,15.08,0.901,48,0,0
CPT01209,2026-06-23,3,125.23,5.640000000000001,5.1,24.55,0.899,49,0,0
CPT01210,2025-08-05,6,222.67,6.44,7.8,28.55,0.893,0,1,1
CPT01210,2025-09-02,1,21.98,2.85,5.1,4.31,0.767,3,0,1
CPT01212,2025-12-02,2,99.52,6.925,3.1,32.1,0.963,0,1,0
CPT01215,2026-02-10,1,76.56,10.5,4.3,17.8,0.894,2,0,0
CPT01216,2025-10-21,4,168.73,8.2,5.7,29.6,0.725,0,1,1
CPT01218,2026-01-20,1,28.64,5.97,3.9,7.34,0.709,19,0,0
CPT01218,2026-06-02,4,196.82,9.1075,4.6,42.79,0.721,38,0,0
CPT01220,2026-04-07,5,197.02,7.078,5.3,37.17,0.99,22,0,1
CPT01222,2025-10-14,3,170.8,9.966666666666669,2.6,65.69,0.85,7,0,0
CPT01226,2025-12-23,1,32.93,4.89,3.6,9.15,0.738,1,0,1
CPT01226,2026-03-17,4,120.89,6.8025,4.6,26.28,0.867,13,0,1
CPT01227,2026-05-12,3,160.78,17.813333333333333,5.2,30.92,0.731,2,0,0
CPT01228,2026-02-17,4,116.24,6.9175,5.5,21.13,0.674,22,0,0
CPT01230,2026-02-03,3,110.89,8.776666666666666,4.1,27.05,0.882,13,0,0
CPT01231,2025-09-09,1,22.51,6.47,3.4,6.62,0.785,0,1,1
CPT01231,2026-02-10,3,85.18,6.223333333333334,3.0,28.39,0.869,0,1,1
CPT01233,2026-02-10,3,94.84,5.956666666666667,4.7,20.18,0.832,23,0,0
CPT01236,2026-03-10,3,128.12,9.243333333333334,3.3,38.82,0.787,28,0,0
CPT01238,2025-09-02,3,91.72,7.486666666666667,4.3,21.33,0.91,0,1,0
CPT01238,2026-04-14,3,111.21,10.603333333333332,4.0,27.8,1.0,17,0,0
CPT01238,2026-06-16,4,114.06,8.455,5.5,20.74,0.694,26,0,0
CPT01240,2025-07-29,2,151.39,15.015,6.0,25.23,1.0,0,1,0
CPT01240,2025-09-02,3,96.71,8.01,6.2,15.6,0.746,0,1,0
CPT01240,2026-02-17,2,110.18,12.725,6.3,17.49,0.838,0,1,0
CPT01242,2025-08-19,3,111.68,5.776666666666666,6.8,16.42,0.86,0,1,1
CPT01243,2025-08-05,4,146.61,8.815,5.0,29.32,0.91,0,1,1
CPT01243,2026-03-17,2,69.49,5.195,4.7,14.79,0.832,27,0,1
CPT01244,2025-08-19,1,35.16,12.33,5.6,6.28,0.851,0,1,0
CPT01244,2026-05-12,3,129.55,9.133333333333333,5.7,22.73,0.803,12,0,0
CPT01248,2025-10-14,2,57.260000000000005,4.34,5.6,10.23,0.82,0,1,0
CPT01248,2025-11-04,1,42.48,17.25,3.1,13.7,0.63,0,1,0
CPT01250,2025-12-02,5,230.63,10.432,4.9,47.07,0.777,0,1,0
CPT01250,2026-05-19,3,95.35,4.806666666666666,3.5,27.24,0.834,14,0,0
CPT01251,2026-03-31,1,84.97,16.62,4.3,19.76,0.839,32,0,0
