trip_id,requested_at,city_id,pickup_zone,dropoff_zone,captain_id,vehicle_class,status,fare_aed,distance_km,duration_min,eta_promised_min,eta_actual_min,surge_multiplier,rider_rating
TRP0165114,2026-05-03 18:00:00,DXB,Z05,Z05,CPT02503,Go,completed,25.77,6.38,21.6,8.8,9.2,1.13,5.0
TRP0165522,2026-05-08 14:00:00,DXB,Z05,Z10,CPT02525,Go Plus,completed,18.89,1.69,8.7,9.3,9.7,0.97,5.0
TRP0165638,2026-05-09 15:00:00,DXB,Z05,Z02,CPT02591,Go,completed,13.99,1.85,7.4,8.1,10.5,0.97,5.0
TRP0165728,2026-05-10 14:00:00,DXB,Z05,Z02,CPT02365,Go,completed,34.24,12.75,37.9,7.7,8.0,0.99,4.6
TRP0165752,2026-05-10 18:00:00,DXB,Z05,Z03,CPT00861,Go,completed,26.47,8.08,26.4,7.9,9.2,1.02,4.1
TRP0165773,2026-05-10 20:00:00,DXB,Z05,Z13,CPT00546,Go Plus,completed,55.32,16.26,51.0,8.9,7.4,1.03,4.6
TRP0165918,2026-05-12 16:00:00,DXB,Z05,Z02,CPT00438,Go Plus,completed,38.49,10.29,29.1,8.3,7.9,0.97,4.9
TRP0166196,2026-05-15 15:00:00,DXB,Z05,Z10,CPT02135,Go,completed,29.63,10.23,28.2,8.6,7.8,0.99,5.0
TRP0166364,2026-05-17 10:00:00,DXB,Z05,Z06,CPT01084,Go Plus,cancelled_rider,0.0,0.0,0.0,7.1,10.2,0.98,
TRP0166406,2026-05-17 21:00:00,DXB,Z05,Z03,CPT01974,Go,completed,34.18,12.53,39.3,9.3,5.5,1.0,5.0
TRP0166831,2026-05-22 22:00:00,DXB,Z05,Z08,CPT01602,Go,completed,20.79,3.19,12.8,6.1,11.3,1.23,4.2
TRP0167088,2026-05-25 20:00:00,DXB,Z05,Z07,CPT00989,Go,completed,23.54,5.12,505.4,7.7,9.2,1.15,4.2
TRP0167359,2026-05-29 08:00:00,DXB,Z05,Z07,CPT02596,Go,completed,26.11,8.31,27.7,9.7,5.7,0.99,5.0
TRP0167424,2026-05-29 16:00:00,DXB,Z05,Z12,CPT00128,Business,completed,70.14,12.66,32.5,9.4,10.5,0.98,4.5
TRP0167586,2026-05-31 09:00:00,DXB,Z05,Z14,CPT01726,Max,completed,30.64,1.35,5.2,8.3,8.2,1.17,5.0
TRP0167860,2026-06-03 11:00:00,DXB,Z05,Z01,CPT01929,Business,completed,64.3,5.72,16.2,8.8,7.4,1.38,4.5
TRP0167957,2026-06-04 14:00:00,DXB,Z05,Z04,CPT00703,Go,completed,59.62,25.96,81.9,8.9,11.4,1.01,4.1
TRP0168277,2026-06-07 17:00:00,DXB,Z05,Z09,CPT02272,Go,completed,44.56,17.67,52.8,9.2,5.4,1.02,5.0
TRP0168458,2026-06-10 06:00:00,DXB,Z05,Z13,CPT01891,Business,completed,43.54,1.94,10.3,8.3,14.1,1.32,4.6
TRP0168667,2026-06-12 17:00:00,DXB,Z05,Z11,CPT00620,Go,completed,20.58,4.26,17.4,8.1,9.8,1.09,5.0
TRP0168687,2026-06-12 20:00:00,DXB,Z05,Z11,CPT02534,Max,completed,36.86,4.12,12.1,9.6,7.0,1.06,4.9
TRP0168872,2026-06-14 18:00:00,DXB,Z05,Z11,CPT00836,Max,completed,42.5,6.75,13.8,8.6,5.5,0.99,4.7
TRP0168984,2026-06-15 21:00:00,DXB,Z05,Z03,CPT00041,Go,completed,22.27,4.9,16.6,7.9,8.4,1.11,5.0
TRP0169058,2026-06-16 19:00:00,DXB,Z05,Z13,CPT00236,Max,completed,40.21,4.28,13.0,6.8,7.2,1.14,4.7
TRP0169082,2026-06-17 07:00:00,DXB,Z05,Z14,CPT00735,Go,completed,23.95,7.13,20.1,8.0,7.9,0.99,4.5
TRP0169369,2026-06-20 12:00:00,DXB,Z05,Z04,CPT01841,Go,completed,21.88,5.88,13.8,8.2,7.7,1.0,4.5
TRP0169441,2026-06-21 01:00:00,DXB,Z05,Z06,CPT02492,Business,completed,35.4,2.61,13.6,8.6,7.1,1.0,5.0
TRP0169611,2026-06-22 19:00:00,DXB,Z05,Z13,CPT01909,Go,completed,26.77,7.21,20.7,8.2,7.9,1.1,4.9
TRP0169639,2026-06-23 09:00:00,DXB,Z05,Z11,CPT00599,Go,completed,24.77,7.58,22.9,8.6,6.1,0.99,4.7
TRP0169747,2026-06-24 17:00:00,DXB,Z05,Z06,CPT00369,Max,completed,37.8,4.3,14.7,8.8,8.3,1.07,4.6
TRP0169778,2026-06-24 22:00:00,DXB,Z05,Z13,CPT01775,Max,completed,48.93,4.77,14.5,9.1,9.9,1.33,3.8
TRP0169791,2026-06-25 08:00:00,DXB,Z05,Z15,CPT00561,Go,completed,33.05,11.07,37.2,8.2,8.9,1.05,4.4
TRP0169825,2026-06-25 15:00:00,DXB,Z05,Z09,CPT02402,Go,completed,21.39,5.85,17.0,8.8,,0.98,4.6
TRP0169867,2026-06-25 20:00:00,DXB,Z05,Z15,CPT00008,Max,completed,63.92,11.82,39.3,9.2,9.6,1.09,4.7
TRP0170027,2026-06-27 16:00:00,DXB,Z05,Z05,CPT00580,Go Plus,completed,19.98,1.74,8.0,7.8,9.9,1.02,4.4
TRP0170045,2026-06-27 18:00:00,DXB,Z05,Z08,CPT02189,Go,completed,31.64,10.34,34.4,6.0,10.6,1.05,4.5
TRP0170122,2026-06-28 14:00:00,DXB,Z05,Z14,CPT01573,Go,completed,14.77,1.96,7.7,9.5,8.4,1.01,4.9
TRP0170156,2026-06-28 19:00:00,DXB,Z05,Z12,CPT00019,Go,completed,32.49,11.27,35.2,7.4,6.4,1.02,4.5
TRP0170241,2026-06-29 19:00:00,DXB,Z05,Z14,CPT02564,Go Plus,completed,20.91,1.28,5.7,8.3,10.5,1.13,4.2
TRP0170494,2025-07-03 18:00:00,DXB,Z06,Z02,CPT02078,Go,completed,17.79,3.48,11.6,6.4,8.9,1.02,5.0
TRP0170532,2025-07-04 14:00:00,DXB,Z06,Z02,CPT00219,Go Plus,completed,37.47,9.35,28.0,6.2,5.5,1.0,4.6
TRP0170568,2025-07-05 04:00:00,DXB,Z06,Z11,CPT00882,Go,completed,28.61,9.07,25.3,6.1,5.9,1.03,5.0
TRP0170647,2025-07-06 10:00:00,DXB,Z06,Z06,CPT00113,Business,completed,35.11,2.53,9.2,7.5,6.9,1.0,4.4
TRP0171005,2025-07-12 18:00:00,DXB,Z06,Z02,CPT00783,Go,completed,26.23,7.18,22.3,5.5,5.8,1.08,4.7
TRP0171151,2025-07-15 07:00:00,DXB,Z06,Z05,CPT00504,Go,completed,29.39,10.43,27.1,7.8,5.2,0.97,5.0
TRP0171239,2025-07-17 03:00:00,DXB,Z06,Z05,CPT01249,Go,completed,16.81,2.96,10.4,6.3,8.5,1.02,4.7
TRP0171321,2025-07-18 16:00:00,DXB,Z06,Z09,CPT02349,Go,completed,18.88,4.16,15.6,9.2,6.8,1.01,4.8
TRP0171339,2025-07-18 19:00:00,DXB,Z06,Z09,CPT00611,Go,completed,20.1,5.37,10.7,7.6,8.4,0.96,5.0
TRP0171402,2025-07-19 18:00:00,DXB,Z06,Z12,CPT02033,Go Plus,completed,30.59,6.42,19.1,6.7,7.6,1.0,4.6
TRP0171404,2025-07-19 19:00:00,DXB,Z06,Z13,CPT00544,Go Plus,completed,41.83,7.53,19.2,6.0,9.9,1.26,3.9
TRP0171567,2025-07-22 15:00:00,DXB,Z06,Z06,CPT00700,Go,completed,24.13,6.97,25.4,7.8,7.3,1.01,4.3
TRP0171688,2025-07-24 18:00:00,DXB,Z06,Z02,CPT02157,Go,completed,25.78,7.08,26.6,7.1,8.1,1.07,4.3
TRP0172041,2025-07-31 12:00:00,DXB,Z06,Z02,CPT02187,Go Plus,completed,35.32,8.9,21.3,6.0,5.1,0.97,5.0
TRP0172348,2025-08-05 19:00:00,DXB,Z06,Z13,CPT01123,Business,completed,77.82,11.74,42.7,7.6,8.5,1.14,4.3
TRP0172769,2025-08-13 03:00:00,DXB,Z06,Z09,CPT02089,Go,completed,20.21,5.09,14.6,7.2,6.1,0.99,5.0
TRP0172930,2025-08-16 00:00:00,DXB,Z06,Z01,CPT01346,Go,cancelled_rider,0.0,0.0,0.0,5.9,6.6,1.05,
TRP0172952,2025-08-16 12:00:00,DXB,Z06,Z02,CPT00920,Go,completed,29.95,7.89,19.7,6.3,7.7,1.17,4.9
TRP0172976,2025-08-16 18:00:00,DXB,Z06,Z03,CPT00434,Go,completed,28.69,7.31,26.1,6.5,7.7,1.17,4.9
TRP0173268,2025-08-21 23:00:00,DXB,Z06,Z02,CPT01059,Go,completed,29.26,9.87,31.9,7.4,,1.0,4.5
TRP0173316,2025-08-22 19:00:00,DXB,Z06,Z05,CPT02381,Go,completed,53.94,18.35,55.6,7.3,5.8,1.2,4.4
TRP0173482,2025-08-26 08:00:00,DXB,Z06,Z06,CPT00426,Business,completed,55.75,4.51,15.0,7.1,7.6,1.32,4.7
TRP0173588,2025-08-28 11:00:00,DXB,Z06,Z08,CPT00152,Go,completed,16.49,3.06,8.6,6.7,7.1,0.99,4.2
TRP0173729,2025-08-30 17:00:00,DXB,Z06,Z06,CPT01917,Go,completed,21.26,5.66,16.6,7.2,6.1,0.99,4.6
TRP0173917,2025-09-03 00:00:00,DXB,Z06,Z04,CPT00234,Max,completed,61.09,12.61,32.4,6.5,7.4,1.0,4.4
TRP0174322,2025-09-10 00:00:00,DXB,Z06,Z02,CPT02179,Go,completed,34.24,4.63,13.8,6.8,10.3,1.75,4.3
TRP0174947,2025-09-20 20:00:00,DXB,Z06,Z05,CPT01908,Go Plus,completed,42.69,11.57,25.8,7.0,9.2,1.0,5.0
TRP0175440,2025-09-30 11:00:00,DXB,Z06,Z03,CPT00624,Go Plus,completed,30.38,6.73,13.7,7.6,7.0,0.97,4.7
TRP0175801,2025-10-07 11:00:00,DXB,Z06,Z04,CPT00085,Go,cancelled_rider,0.0,0.0,0.0,5.9,10.3,1.37,
TRP0176005,2025-10-11 08:00:00,DXB,Z06,Z07,CPT01108,Go Plus,completed,30.74,6.89,25.8,5.9,5.9,0.97,5.0
TRP0176066,2025-10-11 21:00:00,DXB,Z06,Z09,CPT00735,Go,completed,20.84,5.55,17.2,6.6,9.0,0.98,5.0
TRP0176185,2025-10-14 15:00:00,DXB,Z06,Z13,CPT01753,Go Plus,completed,22.5,2.98,11.6,6.7,8.6,1.0,4.7
TRP0176565,2025-10-21 02:00:00,DXB,Z06,Z06,CPT00120,Max,completed,63.27,13.11,35.4,6.5,7.2,1.01,4.2
TRP0176674,2025-10-23 07:00:00,DXB,Z06,Z10,CPT02063,Go,completed,22.12,6.64,25.8,6.7,5.7,0.95,4.8
TRP0176701,2025-10-23 17:00:00,DXB,Z06,Z04,CPT02237,Go,completed,15.77,1.28,8.5,6.3,6.7,1.18,5.0
TRP0176804,2025-10-25 15:00:00,DXB,Z06,Z04,CPT01162,Go,completed,21.31,5.69,17.9,6.4,5.8,0.99,4.5
TRP0176917,2025-10-27 13:00:00,DXB,Z06,Z13,CPT02539,Business,completed,48.84,6.62,19.4,6.5,6.6,0.98,4.8
TRP0177004,2025-10-29 10:00:00,DXB,Z06,Z03,CPT02275,Go Plus,completed,21.54,2.48,7.4,6.4,5.3,1.01,5.0
TRP0177022,2025-10-29 17:00:00,DXB,Z06,Z03,CPT02569,Go Plus,completed,24.86,3.88,14.2,6.6,5.6,1.01,4.0
TRP0177025,2025-10-29 17:00:00,DXB,Z06,Z07,CPT01032,Go,completed,17.01,3.16,12.1,7.5,6.4,1.01,5.0
TRP0177152,2025-10-31 20:00:00,DXB,Z06,Z09,CPT02188,Go,completed,21.05,4.4,16.3,6.4,7.3,1.1,4.6
TRP0177244,2025-11-02 15:00:00,DXB,Z06,Z13,CPT00227,Go,completed,28.07,6.0,14.0,7.0,5.7,1.27,4.2
TRP0177455,2025-11-07 00:00:00,DXB,Z06,Z03,CPT02189,Max,completed,38.97,5.35,15.5,5.4,5.6,1.01,5.0
TRP0177493,2025-11-07 17:00:00,DXB,Z06,Z07,CPT01449,Go,completed,20.81,3.75,13.9,7.3,7.7,1.16,5.0
TRP0177740,2025-11-11 20:00:00,DXB,Z06,Z08,CPT02372,Go,completed,16.44,3.03,12.4,7.1,6.2,0.99,5.0
TRP0177774,2025-11-12 17:00:00,DXB,Z06,Z09,CPT00504,Go,completed,39.41,15.57,47.2,6.5,5.6,0.99,4.8
TRP0178525,2025-11-26 16:00:00,DXB,Z06,Z09,CPT02272,Go,completed,15.45,2.24,11.1,7.4,8.0,1.02,4.7
TRP0178673,2025-11-29 08:00:00,DXB,Z06,Z12,CPT01402,Max,completed,31.08,2.1,8.5,7.3,9.5,1.09,4.6
TRP0178677,2025-11-29 09:00:00,DXB,Z06,Z03,CPT00360,Go,completed,38.16,14.08,42.1,7.4,6.0,1.03,4.2
TRP0179569,2025-12-15 18:00:00,DXB,Z06,Z01,CPT01029,Go Plus,completed,28.83,3.8,13.9,6.1,9.0,1.18,4.3
TRP0179607,2025-12-16 17:00:00,DXB,Z06,Z04,CPT02251,Go Plus,completed,22.17,3.13,12.3,6.5,7.0,0.97,4.7
TRP0179637,2025-12-17 11:00:00,DXB,Z06,Z01,CPT01750,Go,completed,35.12,9.0,30.1,6.1,6.4,1.27,4.2
TRP0179671,2025-12-18 08:00:00,DXB,Z06,Z03,CPT00215,Max,completed,35.67,4.41,13.8,5.7,6.9,1.0,4.5
TRP0179805,2025-12-20 02:00:00,DXB,Z06,Z10,CPT02135,Go,completed,31.57,11.29,33.7,6.5,6.5,0.99,4.6
TRP0180116,2025-12-25 22:00:00,DXB,Z06,Z02,CPT00968,Go,completed,37.3,14.63,35.0,8.1,7.1,0.98,4.2
TRP0180387,2025-12-30 19:00:00,DXB,Z06,Z11,CPT02319,Business,completed,52.64,7.4,24.4,6.6,5.0,1.0,4.9
TRP0180582,2026-01-02 22:00:00,DXB,Z06,Z12,CPT01411,Go,completed,12.36,0.8,5.1,6.0,6.1,0.99,4.2
TRP0180602,2026-01-03 10:00:00,DXB,Z06,Z09,CPT01610,Business,completed,67.15,11.81,28.2,7.5,6.7,0.98,4.6
TRP0180609,2026-01-03 12:00:00,DXB,Z06,Z02,CPT00598,Go Plus,completed,28.48,5.77,18.3,7.4,8.9,0.98,4.8
TRP0180863,2026-01-08 08:00:00,DXB,Z06,Z07,CPT01604,Go Plus,completed,64.98,20.25,45.4,6.6,6.7,1.03,4.3
TRP0180899,2026-01-08 21:00:00,DXB,Z06,Z12,CPT00470,Go,completed,27.36,9.3,17.4,7.5,6.6,0.97,4.3
TRP0180944,2026-01-09 19:00:00,DXB,Z06,Z07,CPT01878,Go Plus,completed,23.1,1.88,8.8,6.7,9.2,1.16,4.7
TRP0181035,2026-01-11 07:00:00,DXB,Z06,Z08,CPT01034,Go Plus,completed,36.12,9.09,23.7,5.3,8.3,0.98,4.6
TRP0181183,2026-01-14 09:00:00,DXB,Z06,Z14,CPT00107,Go Plus,completed,25.88,4.2,13.5,5.6,7.2,1.02,4.9
TRP0181406,2026-01-17 17:00:00,DXB,Z06,Z05,CPT00530,Business,completed,41.06,3.96,14.9,6.6,5.1,1.02,4.3
TRP0181526,2026-01-20 07:00:00,DXB,Z06,Z13,CPT00912,Go Plus,completed,48.94,13.82,26.3,6.5,5.2,1.02,4.7
TRP0181687,2026-01-22 18:00:00,DXB,Z06,Z09,CPT00348,Go Plus,cancelled_rider,0.0,0.0,0.0,7.1,8.2,1.11,
TRP0181984,2026-01-27 09:00:00,DXB,Z06,Z04,CPT00227,Go Plus,completed,48.58,10.63,29.0,7.7,6.1,1.2,4.9
TRP0182116,2026-01-29 12:00:00,DXB,Z06,Z14,CPT01958,Go,completed,26.68,8.62,31.7,5.8,7.4,0.99,5.0
TRP0182205,2026-01-30 19:00:00,DXB,Z06,Z04,CPT01186,Go,completed,35.38,13.18,46.5,5.9,5.8,1.0,4.1
TRP0182808,2026-02-08 21:00:00,DXB,Z06,Z13,CPT02424,Go,completed,30.49,10.21,28.5,7.8,4.8,1.02,4.6
TRP0183259,2026-02-16 02:00:00,DXB,Z06,Z02,CPT00353,Business,completed,49.4,6.23,26.9,6.9,6.8,1.02,4.9
TRP0183426,2026-02-19 11:00:00,DXB,Z06,Z11,CPT01268,Go Plus,cancelled_rider,0.0,0.0,0.0,6.8,4.8,1.01,
TRP0183759,2026-02-24 09:00:00,DXB,Z06,Z14,CPT01118,Business,completed,60.16,7.31,24.9,7.1,6.7,1.15,4.8
TRP0183854,2026-02-26 07:00:00,DXB,Z06,Z01,CPT01950,Go Plus,completed,19.93,1.97,9.3,7.7,5.9,0.99,4.6
TRP0184526,2026-03-07 18:00:00,DXB,Z06,Z12,CPT02332,Go,completed,38.34,14.37,48.1,5.8,7.8,1.02,4.2
TRP0184607,2026-03-08 21:00:00,DXB,Z06,Z03,CPT00067,Go,completed,22.99,6.36,24.3,5.7,4.8,1.01,4.5
TRP0184630,2026-03-09 09:00:00,DXB,Z06,Z03,CPT01117,Business,completed,54.73,4.94,18.3,6.6,9.3,1.25,4.6
TRP0185360,2026-03-21 05:00:00,DXB,Z06,Z08,CPT01378,Business,completed,55.38,7.57,14.8,7.0,5.3,1.04,4.5
TRP0185574,2026-03-23 21:00:00,DXB,Z06,Z09,CPT02281,Go Plus,completed,34.16,5.32,20.2,5.8,8.0,1.22,4.6
TRP0185651,2026-03-25 14:00:00,DXB,Z06,Z10,CPT01877,Go,completed,26.7,8.63,27.8,6.6,6.4,0.99,4.8
TRP0185813,2026-03-27 20:00:00,DXB,Z06,Z10,CPT01792,Go,completed,23.3,5.61,18.0,6.5,9.6,1.09,3.8
TRP0185872,2026-03-28 15:00:00,DXB,Z06,Z05,CPT00270,Go,completed,21.55,5.82,17.1,6.8,7.1,0.99,4.7
TRP0185969,2026-03-29 18:00:00,DXB,Z06,Z07,CPT00729,Go,completed,28.84,7.61,27.8,6.6,10.4,1.15,4.8
TRP0186516,2026-04-06 11:00:00,DXB,Z06,Z12,CPT00100,Go,completed,15.89,1.21,7.2,6.7,6.9,1.2,4.6
TRP0186699,2026-04-09 17:00:00,DXB,Z06,Z13,CPT00068,Go,completed,40.01,15.68,32.8,6.2,6.3,1.0,4.8
TRP0186717,2026-04-09 21:00:00,DXB,Z06,Z05,CPT00984,Go Plus,completed,31.44,5.14,16.2,6.8,6.9,1.14,5.0
TRP0186738,2026-04-10 08:00:00,DXB,Z06,Z05,CPT02058,Go,completed,27.65,9.46,18.9,7.1,6.6,0.97,4.7
TRP0186758,2026-04-10 13:00:00,DXB,Z06,Z04,CPT01519,Business,completed,81.69,15.47,41.7,6.8,5.6,1.0,5.0
TRP0187262,2026-04-17 12:00:00,DXB,Z06,Z07,CPT02356,Go,completed,17.28,2.32,6.5,6.2,5.8,1.13,5.0
TRP0187357,2026-04-18 13:00:00,DXB,Z06,Z12,CPT00600,Business,completed,86.07,13.04,36.9,6.0,7.0,1.18,4.5
TRP0187843,2026-04-25 13:00:00,DXB,Z06,Z05,CPT02127,Go Plus,completed,79.47,23.07,56.8,6.5,9.1,1.14,4.6
TRP0187901,2026-04-26 08:00:00,DXB,Z06,Z06,CPT00976,Go Plus,completed,27.3,5.26,16.9,6.8,7.1,0.98,4.7
TRP0187902,2026-04-26 08:00:00,DXB,Z06,Z09,CPT00601,Go,completed,36.2,14.02,44.5,7.4,6.4,0.98,5.0
TRP0188008,2026-04-27 17:00:00,DXB,Z06,Z07,CPT01819,Business,completed,47.87,6.21,14.5,5.9,6.5,0.99,4.4
TRP0188035,2026-04-28 07:00:00,DXB,Z06,Z11,CPT01886,Business,completed,37.92,3.31,11.0,7.2,6.3,1.0,5.0
TRP0188464,2026-05-03 17:00:00,DXB,Z06,Z07,CPT01896,Business,completed,66.58,8.86,33.7,6.4,5.8,1.15,4.8
TRP0188820,2026-05-09 03:00:00,DXB,Z06,Z12,CPT01662,Go,completed,18.65,4.34,12.6,6.8,6.5,0.98,5.0
TRP0189052,2026-05-12 18:00:00,DXB,Z06,Z13,CPT02205,Go Plus,completed,22.65,1.24,3.8,5.2,6.3,1.23,4.3
TRP0189346,2026-05-16 12:00:00,DXB,Z06,Z01,CPT00527,Go,cancelled_rider,0.0,0.0,0.0,6.2,7.2,1.16,
TRP0189388,2026-05-16 19:00:00,DXB,Z06,Z04,CPT01401,Business,completed,52.92,6.02,24.2,6.9,6.7,1.11,4.7
TRP0189554,2026-05-19 12:00:00,DXB,Z06,Z04,CPT00651,Go,completed,62.73,21.62,59.0,5.3,7.5,1.23,4.6
TRP0189768,2026-05-22 14:00:00,DXB,Z06,Z02,CPT01729,Go Plus,completed,21.35,2.4,9.8,6.6,6.6,1.01,4.2
TRP0189938,2026-05-24 10:00:00,DXB,Z06,Z08,CPT00500,Go,completed,23.81,4.87,15.9,7.0,8.7,1.19,4.9
TRP0190222,2026-05-28 18:00:00,DXB,Z06,Z08,CPT02183,Go Plus,completed,47.46,13.4,38.2,6.0,5.0,1.01,4.9
TRP0190231,2026-05-28 19:00:00,DXB,Z06,Z13,CPT01414,Go Plus,completed,46.1,13.84,48.1,6.7,5.2,0.96,4.5
TRP0190372,2026-05-30 14:00:00,DXB,Z06,Z13,CPT00552,Business,completed,57.49,8.59,23.9,5.9,7.3,1.01,5.0
TRP0190465,2026-05-31 15:00:00,DXB,Z06,Z01,CPT01846,Go,completed,24.68,4.56,14.3,7.6,10.5,1.27,4.7
TRP0190701,2026-06-03 22:00:00,DXB,Z06,Z08,CPT02300,Business,completed,89.84,7.12,21.5,6.1,9.1,1.74,4.8
TRP0190859,2026-06-06 06:00:00,DXB,Z06,Z02,CPT01821,Max,completed,46.13,7.35,23.7,6.3,6.0,1.03,5.0
TRP0190925,2026-06-06 22:00:00,DXB,Z06,Z04,CPT01204,Go Plus,completed,38.48,5.81,19.6,6.2,5.7,1.32,4.8
TRP0191400,2026-06-13 12:00:00,DXB,Z06,Z01,CPT00765,Go,completed,24.94,6.42,15.2,7.3,7.7,1.09,5.0
TRP0191431,2026-06-13 17:00:00,DXB,Z06,Z07,CPT00429,Go Plus,completed,24.82,4.18,14.5,6.5,6.8,0.98,4.3
TRP0191490,2026-06-14 11:00:00,DXB,Z06,Z11,CPT02473,Go Plus,completed,35.32,9.06,27.5,6.6,5.5,0.96,4.7
TRP0191530,2026-06-14 18:00:00,DXB,Z06,Z03,CPT00072,Go,completed,27.89,9.13,27.6,6.1,6.2,1.0,5.0
TRP0191939,2026-06-20 07:00:00,DXB,Z06,Z07,CPT01625,Go Plus,completed,33.17,7.66,19.9,7.0,5.7,0.99,5.0
TRP0191954,2026-06-20 09:00:00,DXB,Z06,Z04,CPT02145,Go,completed,30.54,11.07,33.4,5.2,5.9,0.97,4.7
TRP0191994,2026-06-20 17:00:00,DXB,Z06,Z11,CPT01546,Go,completed,28.17,8.98,30.1,6.9,5.6,1.02,4.6
TRP0192202,2026-06-23 09:00:00,DXB,Z06,Z14,CPT00611,Go,completed,25.01,7.44,19.3,5.5,5.5,1.01,4.6
TRP0192484,2026-06-27 08:00:00,DXB,Z06,Z09,CPT01858,Go,completed,24.76,6.11,20.7,5.9,6.3,1.11,4.7
TRP0192516,2026-06-27 15:00:00,DXB,Z06,Z10,CPT01959,Go,completed,34.75,12.84,35.5,6.9,5.8,1.0,4.4
TRP0192597,2026-06-28 12:00:00,DXB,Z06,Z11,CPT01211,Go,completed,16.29,3.04,12.5,5.7,5.6,0.98,4.5
TRP0192643,2026-06-28 20:00:00,DXB,Z06,Z04,CPT00126,Go,completed,17.28,3.49,13.6,5.3,6.1,0.99,5.0
TRP0192748,2026-06-30 18:00:00,DXB,Z06,Z05,CPT00703,Business,completed,83.24,15.67,46.9,6.7,6.9,1.01,4.6
TRP0192930,2025-07-04 12:00:00,AUH,Z07,Z15,CPT02333,Go,completed,15.86,2.8,14.0,10.0,10.2,0.98,4.6
TRP0193050,2025-07-06 05:00:00,AUH,Z07,Z07,CPT01152,Go,completed,28.79,9.31,24.6,7.9,6.8,1.02,5.0
TRP0193216,2025-07-08 22:00:00,AUH,Z07,Z01,CPT00339,Business,completed,74.49,9.6,30.3,9.1,9.8,1.23,4.9
TRP0193970,2025-07-22 09:00:00,AUH,Z07,Z11,CPT00811,Go Plus,completed,29.35,5.77,22.0,9.5,7.9,1.01,4.8
TRP0194017,2025-07-23 07:00:00,AUH,Z07,Z15,CPT02212,Max,completed,63.94,8.07,21.2,9.8,10.4,1.36,3.9
TRP0194196,2025-07-26 06:00:00,AUH,Z07,Z01,CPT00289,Go,completed,36.15,13.79,40.8,10.4,8.8,0.99,4.8
TRP0194282,2025-07-27 09:00:00,AUH,Z07,Z08,CPT01450,Go,completed,20.21,4.98,15.4,10.7,9.5,1.0,4.8
TRP0194487,2025-07-31 05:00:00,AUH,Z07,Z01,CPT00330,Go,completed,29.12,2.8,13.1,7.8,19.7,1.8,4.7
TRP0194549,2025-08-01 07:00:00,AUH,Z07,Z11,CPT00330,Go,completed,25.57,7.74,23.5,7.5,7.4,1.01,4.9
TRP0194648,2025-08-02 20:00:00,AUH,Z07,Z13,CPT00158,Go Plus,completed,29.01,5.75,13.9,8.6,6.2,1.0,4.9
TRP0194714,2025-08-04 07:00:00,AUH,Z07,Z15,CPT01665,Max,completed,71.7,14.32,42.3,10.7,9.9,1.08,5.0
TRP0194719,2025-08-04 08:00:00,AUH,Z07,Z14,CPT01437,Go,completed,36.62,10.83,29.1,9.2,7.5,1.18,4.7
TRP0194968,2025-08-09 06:00:00,AUH,Z07,Z07,CPT02103,Go Plus,completed,40.38,10.76,31.5,9.6,6.1,0.99,4.8
TRP0195077,2025-08-10 19:00:00,AUH,Z07,Z04,CPT00024,Go,completed,17.56,3.94,12.8,8.4,8.2,0.96,4.2
TRP0195151,2025-08-12 12:00:00,AUH,Z07,Z11,CPT00411,Max,completed,46.86,7.87,20.1,6.8,7.4,1.01,4.1
TRP0195252,2025-08-14 10:00:00,AUH,Z07,Z03,CPT01816,Go,completed,17.46,2.26,10.8,8.8,7.7,1.15,5.0
TRP0195483,2025-08-18 14:00:00,AUH,Z07,Z10,CPT01375,Go,completed,15.54,2.54,10.6,8.3,8.2,0.99,4.8
TRP0195512,2025-08-19 06:00:00,AUH,Z07,Z10,CPT01816,Go,completed,56.63,25.94,70.9,9.3,7.3,0.96,4.5
TRP0195581,2025-08-20 08:00:00,AUH,Z07,Z06,CPT01985,Go,completed,25.69,7.67,24.5,8.4,7.3,1.02,4.3
TRP0195583,2025-08-20 08:00:00,AUH,Z07,Z04,CPT02051,Go,completed,25.77,7.71,28.7,9.2,12.2,1.02,4.7
TRP0195642,2025-08-21 15:00:00,AUH,Z07,Z10,CPT02434,Go Plus,completed,30.19,6.0,17.6,9.3,9.1,1.02,4.7
TRP0195774,2025-08-23 18:00:00,AUH,Z07,Z10,CPT00489,Go,completed,25.45,7.54,22.6,8.2,8.3,1.02,5.0
TRP0196525,2025-09-06 05:00:00,AUH,Z07,Z10,CPT00935,Go,completed,12.57,0.92,3.0,8.2,9.3,0.99,4.5
TRP0196626,2025-09-07 16:00:00,AUH,Z07,Z13,CPT01062,Business,completed,63.12,5.96,16.7,8.6,14.1,1.33,4.4
TRP0196636,2025-09-07 20:00:00,AUH,Z07,Z13,CPT01763,Business,completed,43.29,3.42,11.2,7.2,7.5,1.13,4.8
TRP0196736,2025-09-10 04:00:00,AUH,Z07,Z10,CPT00801,Go,completed,24.32,7.07,21.8,9.9,8.7,1.01,4.1
TRP0196853,2025-09-12 07:00:00,AUH,Z07,Z14,CPT00413,Go,completed,28.45,8.56,28.3,9.3,11.1,1.06,4.7
TRP0196944,2025-09-13 14:00:00,AUH,Z07,Z11,CPT01791,Go Plus,completed,25.14,4.1,15.5,8.6,8.7,1.0,5.0
